Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
22     54     76     -511.514231             -0.064631      -2.8e-05       14553     YES            
22     56     78     -512.486428             0.001167       -0.0           14634     YES            
22     58     80     -512.677965             -0.001046      -1e-06         14722     YES            
22     60     82     -511.195368             -0.0           -0.0           14843     YES            
22     62     84     -508.530192             -0.0           1e-06          14918     YES            
22     64     86     -503.955853             0.098819       2e-06          15000     YES            
24     12     36     -184.259197             0.32796        0.000305       15058     YES            
24     14     38     -232.11638              0.228059       -0.000811      15087     YES            
24     16     40     -276.267278             0.189813       0.00123        15164     YES            
24     18     42     -315.054467             0.09987        0.005369       15252     YES            
24     20     44     -351.75515              1e-06          -0.0           15353     YES            
24     22     46     -381.033266             0.124693       0.0            15384     YES            
24     24     48     -409.467966             0.213289       0.005122       15474     YES            
24     26     50     -434.010137             0.188956       0.009618       15549     YES            
24     28     52     -455.741445             0.101038       3.4e-05        15609     YES            
24     30     54     -473.526364             -1e-06         0.0            15683     YES            
24     32     56     -488.574501             -0.00038       -1e-06         15804     YES            
24     34     58     -500.593872             0.134281       -4e-05         15838     YES            
24     36     60     -510.693034             0.130397       -7e-06         15914     YES            
24     38     62     -520.254757             0.248084       -0.000655      15990     YES            
24     40     64     -529.037795             -0.000299      -2e-06         16054     YES            
24     42     66     -536.455025             0.227999       -0.000238      16138     YES            
24     44     68     -543.129939             0.196854       0.006525       16242     YES            
24     46     70     -548.649732             0.186483       -0.002048      16317     YES            
24     48     72     -552.831023             0.179942       0.001769       16377     YES            
24     50     74     -555.870052             0.153345       6.7e-05        16437     YES            
24     52     76     -558.270569             0.104717       -0.000342      16542     YES            
24     54     78     -560.041021             -0.074874      -6.3e-05       16608     YES            
24     56     80     -561.748407             -0.00108       -0.0           16717     YES            
24     58     82     -562.768307             -0.000785      0.0            16732     YES            
24     60     84     -561.931828             0.0            -1e-06         16853     YES            
24     62     86     -559.879882             -1e-06         0.0            16928     YES            
24     64     88     -555.908588             -2e-06         -0.0           16958     YES            
24     66     90     -552.254085             0.146569       5.6e-05        17079     YES            
26     14     40     -222.969072             -0.222354      -7.1e-05       3         YES            
26     16     42     -270.174727             0.214313       0.001646       120       YES            
26     18     44     -312.614615             -0.108956      0.000502       154       YES            
26     20     46     -353.213915             0.000228       0.0            237       YES            
26     22     48     -385.794884             0.10459        -1.8e-05       309       YES            
26     24     50     -417.45353              0.200258       -0.009093      427       YES            
26     26     52     -445.585551             0.172021       3.3e-05        462       YES            
26     28     54     -470.966035             -1.4e-05       0.0            578       YES            
26     30     56     -491.641482             0.040471       -0.006572      669       YES            
26     32     58     -509.173685             -0.000154      1e-06          729       YES            
26     34     60     -524.153779             0.140284       0.00035        763       YES            
26     36     62     -537.138358             0.130097       0.01566        870       YES            
26     38     64     -549.20921              -0.011723      1.3e-05        902       YES            
26     40     66     -561.121976             -0.000183      1e-06          979       YES            
26     42     68     -570.12038              -0.001641      2e-06          1052      YES            
26     44     70     -579.203664             0.138724       -0.000527      1137      YES            
26     46     72     -587.302602             0.153998       4e-05          1212      YES            
26     48     74     -593.669494             0.126567       8.5e-05        1287      YES            
26     50     76     -599.138161             0.006029       -4.1e-05       1364      YES            
26     52     78     -602.941782             0.03475        0.000183       1440      YES            
26     54     80     -605.905697             -0.042688      2.2e-05        1518      YES            
26     56     82     -608.854691             0.000694       -0.0           1584      YES            
26     58     84     -610.689145             -0.000671      1e-06          1672      YES            
26     60     86     -610.533486             0.0            0.0            1748      YES            
26     62     88     -609.2481               0.0            0.0            1808      YES            
26     64     90     -606.619238             0.000412       -1e-06         1944      YES            
26     66     92     -603.821202             0.198823       -0.000124      1976      YES            
26     68     94     -602.239497             0.235467       -0.000217      2079      YES            
28     14     42     -212.50552              -0.238467      -0.000294      2119      YES            
28     16     44     -261.517113             -0.187802      0.000795       2194      YES            
28     18     46     -307.805747             -0.118528      -0.000175      2267      YES            
28     20     48     -351.738223             0.002432       -0.000171      2382      YES            
28     22     50     -387.219726             0.048493       -9e-06         2424      YES            
28     24     52     -421.411636             0.14729        0.001808       2544      YES            
28     26     54     -453.041789             0.095795       0.001325       2607      YES            
28     28     56     -482.68811              0.000206       0.0            2630      YES            
28     30     58     -506.069333             0.000176       -1e-06         2734      YES            
28     32     60     -526.172185             -0.001784      4e-06          2823      YES            
28     34     62     -543.55961              0.108927       -6.5e-05       2864      YES            
28     36     64     -559.851162             -0.112574      0.000225       2987      YES            
28     38     66     -575.038029             -0.003028      2e-06          3003      YES            
28     40     68     -589.557236             -0.000486      -1e-06         3078      YES            
28     42     70     -601.049782             0.000276       -0.0           3161      YES            
28     44     72     -611.6835               0.070169       1.2e-05        3237      YES            
28     46     74     -621.956605             0.098695       3.6e-05        3312      YES            
28     48     76     -631.254656             0.000981       1e-06          3389      YES            
28     50     78     -639.517722             0.000997       -1e-06         3462      YES            
28     52     80     -644.454297             0.00727        2e-06          3537      YES            
