Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
24   29   -460.689          17.002       20.629       7.311        20.121       -8.358       
24   30   -471.32           15.773       21.366       10.631       17.942       -6.454       
24   31   -473.9125         18.25475     25.5095      2.5925       13.2235      -5.5525      
24   32   -486.525          18.0015      24.183       12.6125      15.205       -8.271       
24   33   -486.608          20.7295      28.789       0.083        12.6955      -9.905       
24   34   -500.211          20.1175      26.715       13.603       13.686       -9.569       
24   35   -498.045          22.871       30.982       -2.166       11.437       -11.926      
24   36   -512.359          22.2595      28.519       14.314       12.148       -10.563      
24   37   -509.1805         24.03925     30.9685      -3.1785      11.1355      -13.8175     
24   38   -524.392          24.474       30.728       15.2115      12.033       -12.252      
24   39   -525.6735         25.211       32.067       1.2815       16.493       -19.1615     
24   40   -535.685          25.823       33.156       10.0115      11.293       -13.721      
24   41   -534.4545         26.66125     34.6875      -1.2305      8.781        -12.548      
24   42   -541.694          27.3245      35.869       7.2395       6.009        -10.865      
24   43   -537.783          29.1235      41.367       -3.911       3.3285       -9.716       
24   44   -547.642          27.1025      39.225       9.859        5.948        -13.517      
24   45   -544.5385         30.0115      46.033       -3.1035      6.7555       -19.8225     
24   46   -552.695          27.4405      41.881       8.1565       5.053        -15.978      
24   47   -547.5075         30.00325     46.8115      -5.1875      2.969        -20.702      
24   48   -556.11           28.666       43.942       8.6025       3.415        -16.996      
24   49   -550.9255         33.96675     51.2985      -5.1845      3.418        -21.9295     
24   50   -558.691          32.8075      45.735       7.7655       2.581        -18.223      
24   51   -551.3795         36.49275     53.0355      -7.3115      0.454        -23.4525     
24   52   -559.818          33.358       46.696       8.4385       1.127        -18.562      
24   53   -547.7825         *            *            -12.0355     -3.597       -21.1385     
24   54   -560.437          *            *            12.6545      0.619        -19.015      
24   55   -545.4005         *            *            -15.0365     -2.382       *            
24   56   -560.564          *            *            15.1635      0.127        *            
25   22   -376.4795         -4.3735      4.966        *            *            -5.5005      
25   23   -389.47825        -3.14675     7.55025      12.99875     *            -6.837       
25   24   -408.792          -0.395       8.3945       19.31375     32.3125      -8.9785      
25   25   -418.56675        0.50425      12.087       9.77475      29.0885      -8.33875     
25   26   -433.8965         1.5985       13.5395      15.32975     25.1045      -5.199       
25   27   -440.91925        0.35125      15.02475     7.02275      22.3525      -6.1395      
25   28   -451.862          -1.516       15.175       10.94275     17.9655      -3.205       
25   29   -461.65325        0.96425      17.96625     9.79125      20.734       -7.45875     
25   30   -475.0795         3.7595       19.5325      13.42625     23.2175      -10.0925     
25   31   -478.34175        4.42925      22.684       3.26225      16.6885      -6.35475     
25   32   -491.664          5.139        23.1405      13.32225     16.5845      -7.817       
25   33   -493.6015         6.9935       27.723       1.9375       15.25975     -9.64375     
25   34   -506.809          6.598        26.7155      13.2075      15.145       -9.9855      
25   35   -505.125          7.08         29.951       -1.684       11.5235      -10.9465     
25   36   -517.561          5.202        27.4615      12.436       10.752       -9.1675      
25   37   -514.214          5.0335       29.07275     -3.347       9.089        -10.74       
25   38   -528.697          4.305        28.779       14.483       11.136       -10.2975     
25   39   -530.54775        4.87425      30.08525     1.85075      16.33375     -17.1065     
25   40   -540.9585         5.2735       31.0965      10.41075     12.2615      -12.7405     
25   41   -540.34325        5.88875      32.55        -0.61525     9.7955       -11.58075    
25   42   -548.153          6.459        33.7835      7.80975      7.1945       -9.991       
