Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
30     80     110    -726.308121             0.198845       0.000329       6911      YES            
30     82     112    -725.569876             0.163313       -0.000146      7030      YES            
30     84     114    -724.494394             0.144769       1.2e-05        7060      YES            
32     22     54     -384.790754             0.000555       -0.0           7135      YES            
32     24     56     -421.725638             -0.00161       6e-06          7265      YES            
32     26     58     -457.671485             -0.002209      6e-06          7309      YES            
32     28     60     -491.802668             0.000352       -1.1e-05       7386      YES            
32     30     62     -520.018465             3.3e-05        -2e-06         7431      YES            
32     32     64     -545.804412             -1e-06         2e-06          7538      YES            
32     34     66     -567.54108              0.054153       -8e-06         7585      YES            
32     36     68     -588.175049             -0.141681      0.000219       7713      YES            
32     38     70     -607.905675             -0.166655      0.000104       7771      YES            
32     40     72     -626.905065             0.265265       0.00325        7859      YES            
32     42     74     -645.059154             0.239194       -0.000609      7890      YES            
32     44     76     -662.299748             0.202605       0.030919       7994      YES            
32     46     78     -678.753694             0.1742         0.032748       8054      YES            
32     48     80     -693.814309             0.131399       -0.000121      8115      YES            
32     50     82     -707.187821             0.082583       2.2e-05        8235      YES            
32     52     84     -717.556489             0.119125       0.001791       8309      YES            
32     54     86     -726.27101              0.139638       0.003201       8354      YES            
32     56     88     -733.326704             -0.03251       0.000244       8422      YES            
32     58     90     -739.637573             0.000255       -0.0           8514      YES            
32     60     92     -744.290675             0.160844       2.6e-05        8559      YES            
32     62     94     -749.159493             -0.201451      0.004457       8663      YES            
32     64     96     -753.692182             -0.209817      0.001192       8767      YES            
32     66     98     -758.157875             0.254767       0.000398       8815      YES            
32     68     100    -762.03104              0.253269       0.000768       8890      YES            
32     70     102    -765.174336             0.243166       0.000449       8950      YES            
32     72     104    -767.861997             0.225419       0.000111       9024      YES            
32     74     106    -770.294826             0.207716       2e-05          9084      YES            
32     76     108    -772.352791             0.194058       0.000223       9174      YES            
32     78     110    -773.827849             0.182914       -0.000198      9278      YES            
32     80     112    -774.762544             0.169383       3.4e-05        9368      YES            
32     82     114    -775.273927             0.158928       0.00016        9400      YES            
32     84     116    -775.268829             0.149771       -6.2e-05       9460      YES            
32     86     118    -774.654129             0.147776       4.8e-05        9536      YES            
32     88     120    -773.716807             -0.145559      1.2e-05        9649      YES            
34     24     58     -414.941771             -0.001518      -1e-06         9701      YES            
34     26     60     -453.146436             0.087998       3e-05          9762      YES            
34     28     62     -489.188229             0.002873       8e-06          9834      YES            
34     30     64     -519.610631             -0.042776      7e-05          9963      YES            
34     32     66     -547.538752             0.03994        -0.000132      10043     YES            
34     34     68     -572.824316             -0.209586      -0.000483      10052     YES            
34     36     70     -596.495071             -0.233718      0.0002         10141     YES            
34     38     72     -619.031991             0.396817       0.001526       10213     YES            
34     40     74     -640.048517             0.362504       -0.000112      10290     YES            
34     42     76     -659.681997             0.29975        0.000685       10379     YES            
34     44     78     -678.649181             0.21047        -0.016751      10439     YES            
34     46     80     -697.300895             0.157906       0.000809       10530     YES            
34     48     82     -714.545196             0.123537       0.000151       10590     YES            
34     50     84     -729.921051             0.076471       -2.3e-05       10680     YES            
34     52     86     -741.924951             0.121779       -0.025063      10793     YES            
34     54     88     -752.375313             0.13539        0.000642       10839     YES            
34     56     90     -761.01402              0.142556       0.00184        10899     YES            
34     58     92     -768.661454             -0.180554      -8.6e-05       10956     YES            
34     60     94     -776.107206             -0.220886      0.003132       11092     YES            
34     62     96     -782.896766             -0.231274      0.016662       11167     YES            
34     64     98     -788.989867             -0.231419      0.02175        11228     YES            
34     66     100    -794.537791             -0.231904      0.009546       11289     YES            
34     68     102    -799.727199             0.280143       0.000261       11365     YES            
34     70     104    -804.405985             0.263803       -4.9e-05       11412     YES            
34     72     106    -808.524659             0.24249        0.000261       11499     YES            
34     74     108    -812.276947             0.217632       7.1e-05        11574     YES            
34     76     110    -815.646781             0.188372       -0.000294      11693     YES            
34     78     112    -818.469448             0.154662       0.000137       11768     YES            
34     80     114    -820.772395             0.116591       0.000264       11843     YES            
34     82     116    -822.867614             5e-06          -0.0           11873     YES            
34     84     118    -823.436735             0.090006       -2e-06         11950     YES            
34     86     120    -823.669992             0.123988       6.7e-05        12011     YES            
34     88     122    -823.425685             0.134115       0.000148       12101     YES            
34     90     124    -822.711141             -0.141291      4e-05          12154     YES            
34     92     126    -821.328097             -0.128912      5.6e-05        12230     YES            
36     26     62     -446.356417             0.107859       9e-06          12357     YES            
36     28     64     -484.604196             -0.067063      0.001644       12446     YES            
36     30     66     -517.46895              -0.102347      0.000104       12520     YES            
