Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
62   84   -1210.099         18.4415      11.243       9.4445       12.269       6.075        
62   85   -1211.4765        18.85575     12.3815      1.3775       10.822       6.8985       
62   86   -1223.804         19.06        13.1         12.3275      13.705       3.352        
62   87   -1226.875         19.05125     14.1375      3.071        15.3985      0.52         
62   88   -1237.836         18.7325      14.555       10.961       14.032       1.168        
62   89   -1239.836         16.9345      15.249       2.0          12.961       1.2015       
62   90   -1251.466         15.2615      16.193       11.63        13.63        0.115        
62   91   -1252.782         13.8355      15.841       1.316        12.946       0.105        
62   92   -1265.098         13.3595      17.389       12.316       13.632       -1.525       
62   93   -1265.4425        13.28625     17.2125      0.3445       12.6605      -0.2015      
62   94   -1277.597         14.118       18.846       12.1545      12.499       -1.588       
62   95   -1276.4975        14.568       19.506       -1.0995      11.055       0.0325       
62   96   -1289.398         15.078       20.286       12.9005      11.801       -2.347       
62   97   -1288.5135        15.73825     21.3465      -0.8845      12.016       -3.222       
62   98   -1300.549         16.0285      21.667       12.0355      11.151       -3.137       
62   99   -1300.8545        16.80175     22.7285      0.3055       12.341       -5.3875      
62   100  -1310.78          17.15        22.94        9.9255       10.231       -3.598       
62   101  -1309.866         18.17975     24.3045      -0.914       9.0115       -3.44        
62   102  -1319.592         18.4795      24.209       9.726        8.812        -3.452       
62   103  -1315.7845        20.04525     26.1455      -3.8075      5.9185       -1.923       
62   104  -1327.677         20.271       25.402       11.8925      8.085        -3.994       
62   105  -1322.4985        21.91975     27.4195      -5.1785      6.714        -4.5595      
62   106  -1335.32          22.0685      26.437       12.8215      7.643        -4.745       
62   107  -1329.5605        23.3015      28.048       -5.7595      7.062        -6.1815      
62   108  -1342.421         23.3345      27.259       12.8605      7.101        -5.238       
62   109  -1336.3155        24.4725      28.65        -6.1055      6.755        -6.503       
62   110  -1349.01          24.6055      28.031       12.6945      6.589        -5.548       
62   111  -1343.0055        26.01875     30.1525      -6.0045      6.69         -7.04        
62   112  -1355.091         25.697       28.804       12.0855      6.081        -5.812       
62   113  -1347.8885        27.31825     31.3815      -7.2025      4.883        -6.7355      
62   114  -1360.576         26.6495      29.379       12.6875      5.485        -5.989       
62   115  -1351.0045        28.08225     31.3045      -9.5715      3.116        -6.1975      
62   116  -1366.263         27.975       30.15        15.2585      5.687        -6.766       
62   117  -1355.2285        28.7875      31.935       -11.0345     4.224        -7.2285      
62   118  -1372.034         28.125       30.77        16.8055      5.771        -7.621       
62   119  -1361.083         29.4625      33.375       -10.951      5.8545       -9.4895      
62   120  -1377.842         28.43        31.24        16.759       5.808        -8.278       
62   121  -1367.1585        29.39        32.89        -10.6835     6.0755       -11.1505     
62   122  -1383.905         28.975       31.79        16.7465      6.063        -9.003       
62   123  -1376.23          29.2035      32.367       -7.675       9.0715       -13.6615     
62   124  -1390.235         29.347       32.774       14.005       6.33         -9.82        
62   125  -1389.3295        29.562       33.304       -0.9055      13.0995      -17.1665     
62   126  -1396.274         29.727       33.734       6.9445       6.039        -10.513      
62   127  -1392.627         *            *            -3.647       3.2975       -8.3015      
62   128  -1396.36          *            *            3.733        0.086        -5.52        
62   129  -1385.877         *            *            -10.483      -6.75        *            
62   130  -1396.334         *            *            10.457       -0.026       *            
62   131  -1382.637         *            *            -13.697      -3.24        *            
62   132  -1396.42          *            *            13.783       0.086        *            
62   133  -1382.6225        *            *            -13.7975     -0.0145      *            
62   134  -1396.935         *            *            14.3125      0.515        *            
62   135  -1381.9465        *            *            -14.9885     -0.676       *            
62   136  -1397.328         *            *            15.3815      0.393        *            
62   137  -1380.0965        *            *            -17.2315     -1.85        *            
62   138  -1397.525         *            *            17.4285      0.197        *            
62   139  -1378.2695        *            *            -19.2555     -1.827       *            
62   140  -1397.564         *            *            19.2945      0.039        *            
62   141  -1377.3605        *            *            -20.2035     -0.909       *            
62   142  -1397.957         *            *            20.5965      0.393        *            
62   143  -1376.619         *            *            -21.338      -0.7415      *            
62   144  -1398.001         *            *            21.382       0.044        *            
63   68   -1038.919         -7.66        0.9055       *            *            5.6895       
63   69   -1047.24525       -7.11125     2.94925      8.32625      *            3.07325      
63   70   -1061.9165        -8.1975      1.483        14.67125     22.9975      4.397        
63   71   -1072.6445        -6.415       4.2725       10.728       25.39925     -0.0485      
63   72   -1086.5275        -6.0175      4.182        13.883       24.611       2.206        
63   73   -1092.5455        -6.795       5.15075      6.018        19.901       4.1265       
63   74   -1106.6185        -6.8775      6.6995       14.073       20.091       4.027        
63   75   -1108.642         -9.163       5.4775       2.0235       16.0965      7.05275      
63   76   -1123.4105        -10.9135     4.3405       14.7685      16.792       4.8085       
63   77   -1127.67          -10.655      5.672        4.2595       19.028       3.7945       
63   78   -1144.1845        -10.9215     6.1185       16.5145      20.774       3.1855       
63   79   -1147.65875       -11.54725    5.74575      3.47425      19.98875     2.63925      
63   80   -1163.938         -12.458      5.003        16.27925     19.7535      2.428        
63   81   -1171.62725       -12.14575    5.49625      7.68925      23.9685      -1.41425     
63   82   -1185.9865        -11.8435     5.9695       14.35925     22.0485      1.2485       
63   83   -1189.962         -10.6925     7.42475      3.9755       18.33475     4.469        
63   84   -1199.3475        -10.7515     7.69         9.3855       13.361       8.9695       
63   85   -1202.902         -8.5745      10.28125     3.5545       12.94        7.93525      
63   86   -1216.0465        -7.7575      11.3025      13.1445      16.699       3.911        
63   87   -1220.2995        -6.5755      12.47575     4.253        17.3975      0.62125      
63   88   -1232.3225        -5.5135      13.219       12.023       16.276       0.7215       
63   89   -1236.461         -3.375       13.5595      4.1385       16.1615      -0.33725     
63   90   -1250.4095        -1.0565      14.205       13.9485      18.087       -3.006       
63   91   -1252.51825       -0.26375     13.57175     2.10875      16.05725     -1.31675     
63   92   -1266.492         1.394        14.7535      13.97375     16.0825      -1.9875      
63   93   -1267.03175       1.58925      14.8755      0.53975      14.5135      0.21475      
63   94   -1280.3815        2.7845       16.9025      13.34975     13.8895      -0.343       
63   95   -1279.7115        3.214        17.782       -0.67        12.67975     0.74475      
63   96   -1293.3715        3.9735       19.0515      13.66        12.99        -1.5925      
63   97   -1293.04025       4.52675      20.265       -0.33125     13.32875     -2.81075     
63   98   -1305.509         4.96         20.9885      12.46875     12.1375      -2.889       
63   99   -1306.10375       5.24925      22.051       0.59475      13.0635      -5.0285      
63   100  -1316.2585        5.4785       22.6285      10.15475     10.7495      -3.438       
63   101  -1315.9675        6.1015       24.28125     -0.291       9.86375      -3.61475     
63   102  -1325.6565        6.0645       24.544       9.689        9.398        -3.7265      
63   103  -1322.501         6.7165       26.76175     -3.1555      6.5335       -2.51475     
63   104  -1333.4405        5.7635       26.0345      10.9395      7.784        -4.028       
63   105  -1328.69525       6.19675      28.1165      -4.74525     6.19425      -4.656       
63   106  -1340.285         4.965        27.0335      11.58975     6.8445       -4.579       
63   107  -1334.70575       5.14525      28.44675     -5.57925     6.0105       -5.827       
63   108  -1346.4165        3.9955       27.33        11.71075     6.1315       -4.865       
63   109  -1340.264         3.9485       28.421       -6.1525      5.55825      -5.705       
63   110  -1351.8365        2.8265       27.432       11.5725      5.42         -4.45        
63   111  -1346.3415        3.336        29.35475     -5.495       6.0775       -6.1985      
63   112  -1356.9965        1.9055       27.6025      10.655       5.16         -4.292       
63   113  -1350.4585        2.57         29.88825     -6.538       4.117        -5.17175     
63   114  -1361.7455        1.1695       27.819       11.287       4.749        -4.0515      
63   115  -1352.79075       1.78625      29.8685      -8.95475     2.33225      -3.9205      
63   116  -1367.156         0.893        28.868       14.36525     5.4105       -4.9295      
63   117  -1356.742         1.5135       30.301       -10.414      3.95125      -5.51975     
63   118  -1372.578         0.544        28.669       15.836       5.422        -5.99        
63   119  -1362.02825       0.94525      30.40775     -10.54975    5.28625      -7.28725     
63   120  -1377.5385        -0.3035      28.1265      15.51025     4.9605       -5.3295      
63   121  -1367.342         0.1835       29.5735      -10.1965     5.31375      -7.4215      
63   122  -1382.2955        -1.6095      27.3655      14.9535      4.757        -4.5835      
63   123  -1375.3335        -0.8965      28.307       -6.962       7.9915       -9.265       
63   124  -1388.6015        -1.6335      27.7135      13.268       6.306        -5.3715      
63   125  -1387.9595        -1.37        28.192       -0.642       12.626       -12.633      
63   126  -1395.1225        -1.1515      28.5755      7.163        6.521        -5.9345      
63   127  -1391.5765        -1.0505      *            -3.546       3.617        -3.509       
63   128  -1395.4155        -0.9445      *            3.839        0.293        -0.5685      
63   129  -1385.022         -0.855       *            -10.3935     -6.5545      *            
63   130  -1395.5935        -0.7405      *            10.5715      0.178        *            
63   131  -1384.5475        1.9105       *            -11.046      -0.4745      *            
63   132  -1399.0415        2.6215       *            14.494       3.448        *            
63   133  -1387.59325       4.97075      *            -11.44825    3.04575      *            
63   134  -1401.03          4.095        *            13.43675     1.9885       *            
63   135  -1387.45          5.5035       *            -13.58       -0.14325     *            
63   136  -1401.99          4.662        *            14.54        0.96         *            
63   137  -1385.913         5.8165       *            -16.077      -1.537       *            
63   138  -1402.631         5.106        *            16.718       0.641        *            
63   139  -1386.5045        8.235        *            -16.1265     0.5915       *            
63   140  -1406.818         9.254        *            20.3135      4.187        *            
63   141  -1388.65          11.2895      *            -18.168      2.1455       *            
63   142  -1408.822         10.865       *            20.172       2.004        *            
63   143  -1388.95525       12.33625     *            -19.86675    0.30525      *            
63   144  -1409.2185        11.2175      *            20.26325     0.3965       *            
64   68   -1046.689         7.77         0.11         *            *            3.478        
64   69   -1056.989         9.74375      2.6325       10.3         *            0.714        
64   70   -1071.999         10.0825      1.885        15.01        25.31        2.88         
64   71   -1082.8795        10.235       3.82         10.8805      25.8905      -0.223       
64   72   -1095.53          9.0025       2.985        12.6505      23.531       2.884        
64   73   -1102.1105        9.565        2.77         6.5805       19.231       5.249        
64   74   -1117.441         10.8225      3.945        15.3305      21.911       3.404        
64   75   -1121.614         12.972       3.809        4.173        19.5035      6.0265       
64   76   -1139.067         15.6565      4.743        17.453       21.626       2.729        
64   77   -1144.31          16.64        5.985        5.243        22.696       1.795        
64   78   -1161.283         17.0985      6.177        16.973       22.216       1.341        
64   79   -1165.9815        18.32275     6.7755       4.6985       21.6715      0.6435       
64   80   -1183.2           19.262       6.804        17.2185      21.917       0.206        
64   81   -1191.2215        19.59425     7.4485       8.0215       25.24        -3.7155      
64   82   -1205.903         19.9165      8.073        14.6815      22.703       -1.207       
64   83   -1210.6795        20.7175      10.025       4.7765       19.458       1.3935       
64   84   -1219.656         20.3085      9.557        8.9765       13.753       6.474        
64   85   -1223.1975        20.2955      11.721       3.5415       12.518       5.757        
64   86   -1234.969         18.9225      11.165       11.7715      15.313       3.43         
64   87   -1238.854         18.5545      11.979       3.885        15.6565      0.9225       
64   88   -1250.389         18.0665      12.553       11.535       15.42        1.715        
64   89   -1252.766         16.305       12.93        2.377        13.912       2.409        
64   90   -1265.133         14.7235      13.667       12.367       14.744       1.003        
64   91   -1266.1395        13.62125     13.3575      1.0065       13.3735      1.9965       
64   92   -1279.876         13.384       14.778       13.7365      14.743       -0.11        
64   93   -1279.946         12.91425     14.5035      0.07         13.8065      1.136        
64   94   -1293.826         13.4445      16.229       13.88        13.95        -0.428       
64   95   -1293.1255        13.414       16.628       -0.7005      13.1795      0.617        
64   96   -1307.085         13.7135      17.687       13.9595      13.259       -1.188       
64   97   -1307.027         13.98675     18.5135      -0.058       13.9015      -2.2295      
64   98   -1319.649         14.14        19.1         12.622       12.564       -1.951       
64   99   -1320.663         14.55925     19.8085      1.014        13.636       -3.8495      
64   100  -1331.177         14.9185      20.397       10.514       11.528       -2.328       
64   101  -1331.639         15.6715      21.773       0.462        10.976       -2.4845      
64   102  -1341.421         15.7645      21.829       9.782        10.244       -2.341       
64   103  -1339.8225        17.3215      24.038       -1.5985      8.1835       -1.6565      
64   104  -1350.714         17.2735      23.037       10.8915      9.293        -2.822       
64   105  -1347.737         19.04175     25.2385      -2.977       7.9145       -3.6525      
64   106  -1359.43          19.145       24.11        11.693       8.716        -3.453       
64   107  -1355.471         20.76525     25.9105      -3.959       7.734        -4.6725      
64   108  -1367.472         21.0555      25.051       12.001       8.042        -3.852       
64   109  -1362.9125        22.6485      26.597       -4.5595      7.4415       -5.052       
64   110  -1375.003         23.1665      25.993       12.0905      7.531        -4.282       
64   111  -1371.4125        25.071       28.407       -3.5905      8.5          -6.797       
64   112  -1382.032         25.0355      26.941       10.6195      7.029        -4.722       
64   113  -1377.1785        26.72        29.29        -4.8535      5.766        -5.873       
64   114  -1388.085         26.3395      27.509       10.9065      6.053        -4.694       
64   115  -1380.442         27.65125     29.4375      -7.643       3.2635       -4.2535      
64   116  -1394.609         27.453       28.346       14.167       6.524        -5.733       
64   117  -1385.5005        28.7585      30.272       -9.1085      5.0585       -6.196       
64   118  -1401.052         28.474       29.018       15.5515      6.443        -6.489       
64   119  -1392.0485        30.02025     30.9655      -9.0035      6.548        -8.52        
64   120  -1407.455         29.9165      29.613       15.4065      6.403        -7.121       
64   121  -1399.3055        31.9635      32.147       -8.1495      7.257        -9.9225      
64   122  -1414.026         31.7305      30.121       14.7205      6.571        -7.884       
64   123  -1408.207         32.8735      31.977       -5.819       8.9015       -12.7485     
64   124  -1421.168         32.5665      30.933       12.961       7.142        -8.963       
64   125  -1420.7845        32.825       31.455       -0.3835      12.5775      -16.2545     
64   126  -1428.161         33.0385      31.887       7.3765       6.993        -9.626       
64   127  -1424.811         33.2345      32.184       -3.35        4.0265       -7.1815      
64   128  -1428.851         33.4355      32.491       4.04         0.69         -4.277       
64   129  -1418.647         33.625       32.77        -10.204      -6.164       2.28         
64   130  -1429.433         33.8395      33.099       10.786       0.582        -4.773       
64   131  -1418.318         33.7705      35.681       -11.115      -0.329       -4.141       
64   132  -1430.803         31.7615      34.383       12.485       1.37         -6.169       
64   133  -1420.719         33.12575     38.0965      -10.084      2.401        -9.782       
64   134  -1432.295         31.265       35.36        11.576       1.492        -7.575       
64   135  -1419.9785        32.5285      38.032       -12.3165     -0.7405      -9.056       
64   136  -1433.532         31.542       36.204       13.5535      1.237        -8.297       
64   137  -1418.5745        32.6615      38.478       -14.9575     -1.404       -8.328       
64   138  -1434.547         31.916       37.022       15.9725      1.015        -8.919       
64   139  -1417.8895        31.385       39.62        -16.6575     -0.685       -9.493       
64   140  -1435.562         28.744       37.998       17.6725      1.015        -9.737       
64   141  -1418.2095        29.5595      40.849       -17.3525     0.32         -11.64       
64   142  -1436.737         27.915       38.78        18.5275      1.175        -10.873      
64   143  -1418.3615        29.40625     41.7425      -18.3755     0.152        -12.701      
64   144  -1437.526         28.3075      39.525       19.1645      0.789        -11.269      
64   145  -1417.724         *            *            -19.802      -0.6375      -12.805      
64   146  -1437.932         *            *            20.208       0.406        -11.631      
64   147  -1416.4505        *            *            -21.4815     -1.2735      *            
64   148  -1438.009         *            *            21.5585      0.077        *            
65   72   -1089.128         -6.402       2.6005       *            *            1.0885       
65   73   -1096.161         -5.9495      3.6155       7.033        *            4.7835       
65   74   -1112.284         -5.157       5.6655       16.123       23.156       2.5435       
65   75   -1112.8365        -8.7775      4.1945       0.5525       16.6755      8.009        
65   76   -1128.209         -10.858      4.7985       15.3725      15.925       6.7095       
65   77   -1132.40325       -11.90675    4.73325      4.19425      19.56675     4.53875      
65   78   -1149.6475        -11.6355     5.463        17.24425     21.4385      2.063        
65   79   -1154.8675        -11.114      7.20875      5.22         22.46425     1.1025       
65   80   -1169.6125        -13.5875     5.6745       14.745       19.965       2.872        
65   81   -1178.3635        -12.858      6.73625      8.751        23.496       -2.40475     
65   82   -1190.8645        -15.0385     4.878        12.501       21.252       1.3735       
65   83   -1196.98725       -13.69225    7.02525      6.12275      18.62375     2.94         
65   84   -1206.785         -12.871      7.4375       9.79775      15.9205      7.5015       
65   85   -1212.5135        -10.684      9.6115       5.7285       15.52625     5.7485       
65   86   -1225.872         -9.097       9.8255       13.3585      19.087       1.7755       
65   87   -1231.0455        -7.8085      10.746       5.1735       18.532       0.1565       
65   88   -1243.879         -6.51        11.5565      12.8335      18.007       0.4675       
65   89   -1247.43975       -5.32625     10.97875     3.56075      16.39425     1.15975      
65   90   -1261.3755        -3.7575      10.966       13.93575     17.4965      -0.753       
65   91   -1263.13625       -3.00325     10.618       1.76075      15.6965      1.62475      
65   92   -1278.317         -1.559       11.825       15.18075     16.9415      0.3925       
65   93   -1278.87775       -1.06825     11.846       0.56075      15.7415      1.9405       
65   94   -1293.7035        -0.1225      13.322       14.82575     15.3865      1.0885       
65   95   -1293.603         0.4775       13.8915      -0.1005      14.72525     1.72875      
65   96   -1308.3275        1.2425       14.956       14.7245      14.624       0.354        
65   97   -1308.695         1.668        15.65475     0.3675       15.092       -0.6835      
65   98   -1322.0775        2.4285       16.5685      13.3825      13.75        -0.406       
65   99   -1323.30725       2.64425      17.2035      1.22975      14.61225     -1.967       
65   100  -1334.482         3.305        18.2235      11.17475     12.4045      -0.673       
65   101  -1335.28325       3.64425      19.31575     0.80125      11.976       -0.8795      
65   102  -1345.7095        4.2885       20.053       10.42625     11.2275      -1.151       
65   103  -1344.30575       4.48325      21.80475     -1.40375     9.0225       -0.03825     
65   104  -1355.152         4.438        21.7115      10.84625     9.4425       -1.1955      
65   105  -1352.49          4.753        23.79475     -2.662       8.18425      -1.689       
65   106  -1363.463         4.033        23.178       10.973       8.311        -1.7225      
65   107  -1359.829         4.358        25.12325     -3.634       7.339        -2.83375     
65   108  -1370.86          3.388        24.4435      11.031       7.397        -2.275       
65   109  -1366.5035        3.591        26.2395      -4.3565      6.6745       -3.49775     
65   110  -1377.512         2.509        25.6755      11.0085      6.652        -2.7955      
65   111  -1374.6495        3.237        28.308       -2.8625      8.146        -6.0855      
65   112  -1383.677         1.645        26.6805      9.0275       6.165        -3.5405      
65   113  -1379.5345        2.356        29.076       -4.1425      4.885        -4.893       
65   114  -1389.042         0.957        27.2965      9.5075       5.365        -3.7455      
65   115  -1381.67075       1.22875      28.88        -7.37125     2.13625      -2.91225     
65   116  -1394.9645        0.3555       27.8085      13.29375     5.9225       -4.919       
65   117  -1386.233         0.7325       29.491       -8.7315      4.56225      -5.14225     
65   118  -1400.7865        -0.2655      28.2085      14.5535      5.822        -5.3305      
65   119  -1391.54975       -0.49875     29.5215      -9.23675     5.31675      -6.50775     
65   120  -1405.473         -1.982       27.9345      13.92325     4.6865       -4.595       
65   121  -1397.18075       -2.12475     29.83875     -8.29225     5.631        -6.8525      
65   122  -1410.1135        -3.9125      27.818       12.93275     4.6405       -4.275       
65   123  -1404.1785        -4.0285      28.845       -5.935       6.99775      -8.5365      
65   124  -1415.8735        -5.2945      27.272       11.695       5.76         -5.278       
65   125  -1415.743         -5.0415      27.7835      -0.1305      11.5645      -12.1095     
65   126  -1423.3275        -4.8335      28.205       7.5845       7.454        -6.426       
65   127  -1420.09525       -4.71575     28.51875     -3.23225     4.35225      -3.83575     
65   128  -1424.253         -4.598       28.8375      4.15775      0.9255       -0.8305      
65   129  -1415.62075       -3.02625     30.59875     -8.63225     -4.4745      4.25575      
65   130  -1426.1285        -3.3045      30.535       10.50775     1.8755       -2.413       
65   131  -1418.4345        0.1165       33.887       -7.694       2.81375      -5.1125      
65   132  -1431.7855        0.9825       32.744       13.351       5.657        -7.892       
65   133  -1423.19475       2.47575      35.6015      -8.59075     4.76025      -10.34725    
65   134  -1435.054         2.759        34.024       11.85925     3.2685       -7.7125      
65   135  -1423.71725       3.73875      36.26725     -11.33675    0.5225       -7.824       
65   136  -1437.3305        3.7985       35.3405      13.61325     2.2765       -8.0005      
65   137  -1423.38          4.8055       37.467       -13.9505     -0.33725     -7.63        
65   138  -1439.4195        4.8725       36.7885      16.0395      2.089        -9.1295      
65   139  -1424.39575       6.50625      37.89125     -15.02375    1.01575      -10.18275    
65   140  -1442.367         6.805        35.549       17.97125     2.9475       -11.436      
65   141  -1426.86025       8.65075      38.21025     -15.50675    2.4645       -12.05575    
65   142  -1445.0485        8.3115       36.2265      18.18825     2.6815       -9.9305      
65   143  -1428.26725       9.90575      39.312       -16.78125    1.407        -11.31725    
65   144  -1446.111         8.585        36.8925      17.84375     1.0625       -8.989       
65   145  -1427.95125       10.22725     *            -18.15975    -0.316       -10.696      
65   146  -1446.7515        8.8195       *            18.80025     0.6405       -9.233       
65   147  -1426.8095        10.359       *            -19.942      -1.14175     *            
65   148  -1447.0525        9.0435       *            20.243       0.301        *            
66   72   -1096.326         7.198        0.796        *            *            3.973        
66   73   -1103.1715        7.0105       1.061        6.8455       *            8.008        
66   74   -1119.447         7.163        2.006        16.2755      23.121       4.383        
66   75   -1122.719         9.8825       1.105        3.272        19.5475      7.6915       
66   76   -1142.351         14.142       3.284        19.632       22.904       3.39         
66   77   -1146.8315        14.42825     2.5215       4.4805       24.1125      3.0825       
66   78   -1165.682         16.0345      4.399        18.8505      23.331       1.685        
66   79   -1173.8085        18.941       7.827        8.1265       26.977       -1.1985      
66   80   -1188.465         18.8525      5.265        14.6565      22.783       1.118        
66   81   -1199.9105        21.547       8.689        11.4455      26.102       -5.629       
66   82   -1212.196         21.3315      6.293        12.2855      23.731       -0.696       
66   83   -1218.265         21.27775     7.5855       6.069        18.3545      1.2565       
66   84   -1227.484         20.699       7.828        9.219        15.288       6.719        
66   85   -1232.3345        19.821       9.137        4.8505       14.0695      6.645        
66   86   -1244.215         18.343       9.246        11.8805      16.731       3.741        
66   87   -1248.737         17.6915      9.883        4.522        16.4025      2.7605       
66   88   -1260.929         17.05        10.54        12.192       16.714       2.34         
66   89   -1263.4435        16.00375     10.6775      2.5145       14.7065      3.7105       
66   90   -1276.718         15.3425      11.585       13.2745      15.789       1.971        
66   91   -1277.458         14.32175     11.3185      0.74         14.0145      3.608        
66   92   -1292.308         13.991       12.432       14.85        15.59        1.125        
66   93   -1292.4945        13.61675     12.5485      0.1865       15.0365      1.945        
66   94   -1307.401         13.6975      13.575       14.9065      15.093       0.775        
66   95   -1307.1305        13.5275      14.005       -0.2705      14.636       1.1155       
66   96   -1321.85          13.5225      14.765       14.7195      14.449       0.276        
66   97   -1322.058         13.363       15.031       0.208        14.9275      -0.6325      
66   98   -1335.616         13.5385      15.967       13.558       13.766       -0.231       
66   99   -1336.8315        13.52425     16.1685      1.2155       14.7735      -1.5045      
66   100  -1348.437         13.955       17.26        11.6055      12.821       -0.488       
66   101  -1349.2875        14.00425     17.6485      0.8505       12.456       -0.3245      
66   102  -1360.068         14.3585      18.647       10.7805      11.631       -0.591       
66   103  -1359.449         15.14325     19.6265      -0.619       10.1615      0.49         
66   104  -1370.84          15.688       20.126       11.391       10.772       -1.119       
66   105  -1369.603         17.113       21.866       -1.237       10.154       -1.4805      
66   106  -1380.966         17.503       21.536       11.363       10.126       -1.952       
66   107  -1378.912         19.083       23.441       -2.054       9.309        -2.875       
66   108  -1390.228         19.368       22.756       11.316       9.262        -2.498       
66   109  -1387.5395        21.036       24.627       -2.6885      8.6275       -3.7685      
66   110  -1398.931         21.419       23.928       11.3915      8.703        -3.159       
66   111  -1398.2265        23.577       26.814       -0.7045      10.687       -7.014       
66   112  -1407.092         23.415       25.06        8.8655       8.161        -3.789       
66   113  -1404.6855        25.151       27.507       -2.4065      6.459        -4.973       
66   114  -1413.819         24.777       25.734       9.1335       6.727        -3.487       
66   115  -1407.6695        25.99875     27.2275      -6.1495      2.984        -2.191       
66   116  -1421.04          26.0755      26.431       13.3705      7.221        -4.655       
66   117  -1413.6955        27.4625      28.195       -7.3445      6.026        -4.9535      
66   118  -1428.261         27.4745      27.209       14.5655      7.221        -5.352       
66   119  -1420.836         29.28625     28.7875      -7.425       7.1405       -7.0355      
66   120  -1435.321         29.848       27.866       14.485       7.06         -5.969       
66   121  -1429.156         31.97525     29.8505      -6.165       8.32         -8.8075      
66   122  -1442.571         32.4575      28.545       13.415       7.25         -6.816       
66   123  -1438.22          34.0415      30.013       -4.351       9.064        -10.6145     
66   124  -1450.349         34.4755      29.181       12.129       7.778        -8.023       
66   125  -1450.4865        34.7435      29.702       0.1375       12.2665      -13.9795     
66   126  -1458.294         34.9665      30.133       7.8075       7.945        -8.826       
66   127  -1455.2745        35.17925     30.4635      -3.0195      4.788        -6.19        
66   128  -1459.645         35.392       30.794       4.3705       1.351        -3.184       
66   129  -1451.6795        36.05875     33.0325      -7.9655      -3.595       1.4315       
66   130  -1461.004         34.8755      31.571       9.3245       1.359        -3.853       
66   131  -1452.976         34.5415      34.658       -8.028       1.2965       -6.029       
66   132  -1463.438         31.6525      32.635       10.462       2.434        -5.705       
66   133  -1455.0055        31.81075     34.2865      -8.4325      2.0295       -8.3875      
66   134  -1465.813         30.759       33.518       10.8075      2.375        -6.71        
66   135  -1454.841         31.12375     34.8625      -10.972      -0.1645      -5.822       
66   136  -1467.899         30.5685      34.367       13.058       2.086        -7.304       
66   137  -1454.3155        30.9355      35.741       -13.5835     -0.5255      -6.037       
66   138  -1469.782         30.3625      35.235       15.4665      1.883        -7.95        
66   139  -1454.882         30.48625     36.9925      -14.9        0.5665       -8.0075      
66   140  -1471.642         29.275       36.08        16.76        1.86         -8.795       
66   141  -1456.776         29.91575     38.5665      -14.866      1.894        -10.5865     
66   142  -1473.42          28.3715      36.683       16.644       1.778        -9.558       
66   143  -1458.298         30.03075     39.9365      -15.122      1.522        -11.7885     
66   144  -1474.886         28.775       37.36        16.588       1.466        -9.849       
66   145  -1458.4735        30.52225     40.7495      -16.4125     0.1755       -11.812      
66   146  -1475.971         29.2195      38.039       17.4975      1.085        -10.145      
66   147  -1457.6685        30.859       41.218       -18.3025     -0.805       -11.6445     
66   148  -1476.696         29.6435      38.687       19.0275      0.725        -10.464      
66   149  -1456.479         *            *            -20.217      -1.1895      -11.7285     
66   150  -1477.122         *            *            20.643       0.426        -10.813      
66   151  -1455.3425        *            *            -21.7795     -1.1365      *            
66   152  -1477.283         *            *            21.9405      0.161        *            
67   76   -1132.5685        -9.7825      4.3595       *            *            8.0155       
67   77   -1136.065         -10.7665     3.66175      3.4965       *            5.0715       
67   78   -1153.7815        -11.9005     4.134        17.7165      21.213       2.7275       
67   79   -1161.5005        -12.308      6.633        7.719        25.4355      -0.79725     
67   80   -1175.2295        -13.2355     5.617        13.729       21.448       2.718        
67   81   -1184.75425       -15.15625    6.39075      9.52475      23.25375     -1.58675     
67   82   -1194.699         -17.497      3.8345       9.94475      19.4695      3.2135       
67   83   -1202.3725        -15.8925     5.38525      7.6735       17.61825     4.291        
67   84   -1213.021         -14.463      6.236        10.6485      18.322       6.1435       
67   85   -1220.056         -12.2785     7.5425       7.035        17.6835      5.23125      
67   86   -1233.906         -10.309      8.034        13.85        20.885       1.179        
67   87   -1239.7885        -8.9485      8.743        5.8825       19.7325      1.025        
67   88   -1253.506         -7.423       9.627        13.7175      19.6         0.666        
67   89   -1256.81725       -6.62625     9.3775       3.31125      17.02875     2.52825      
67   90   -1271.2685        -5.4495      9.893        14.45125     17.7625      0.9105       
67   91   -1272.2885        -5.1695      9.15225      1.02         15.47125     3.45125      
67   92   -1288.2985        -4.0095      9.9815       16.01        17.03        1.377        
67   93   -1288.37675       -4.11775     9.499        0.07825      16.08825     3.0595       
67   94   -1304.065         -3.336       10.3615      15.68825     15.7665      2.552        
67   95   -1304.083         -3.0475      10.48        0.018        15.70625     3.09475      
67   96   -1319.296         -2.554       10.9685      15.213       15.231       2.7075       
67   97   -1319.88725       -2.17075     11.19225     0.59125      15.80425     2.01575      
67   98   -1334.0485        -1.5675      11.971       14.16125     14.7525      2.579        
67   99   -1335.632         -1.1995      12.32475     1.5835       15.74475     1.363        
67   100  -1348.1255        -0.3115      13.6435      12.4935      14.077       2.252        
67   101  -1349.38125       0.09375      14.098       1.25575      13.74925     2.226        
67   102  -1361.142         1.074        15.4325      11.76075     13.0165      1.64         
