Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
23   50   -528.2985         18.1455      *            13.434       0.978        *            
23   51   -512.5925         21.063       *            -15.706      -2.272       *            
23   52   -528.5165         17.8905      *            15.924       0.218        *            
23   53   -509.95175        20.34975     *            -18.56475    -2.64075     *            
23   54   -527.947          17.099       *            17.99525     -0.5695      *            
24   20   -350.313          9.863        2.656        *            *            -8.431       
24   21   -362.984          10.32275     6.4105       12.671       *            -7.3745      
24   22   -379.455          9.2725       7.145        16.471       29.142       -3.498       
24   23   -392.148          10.5965      13.333       12.693       29.164       -7.2745      
24   24   -408.651          8.6355       12.951       16.503       29.196       -8.041       
24   25   -419.205          11.817       17.414       10.554       27.057       -12.09       
24   26   -432.139          11.9485      15.777       12.934       23.488       -8.139       
24   27   -441.6095         14.738       17.941       9.4705       22.4045      -11.5185     
24   28   -453.45           16.2525      17.555       11.8405      21.311       -8.788       
24   29   -460.594          17.05175     21.3885      7.144        18.9845      -8.6255      
24   30   -470.698          16.036       21.592       10.104       17.248       -6.503       
24   31   -473.267          18.607       26.314       2.569        12.673       -5.7615      
24   32   -485.536          17.863       24.406       12.269       14.838       -8.13        
24   33   -484.504          20.3235      28.702       -1.032       11.237       -9.251       
24   34   -498.782          19.664       26.758       14.278       13.246       -9.352       
24   35   -495.4905         21.8815      30.348       -3.2915      10.9865      -11.3885     
24   36   -510.799          21.529       28.798       15.3085      12.017       -10.475      
24   37   -506.921          23.08225     30.9095      -3.878       11.4305      -13.4785     
24   38   -522.303          23.7055      31.161       15.382       11.504       -12.002      
24   39   -523.0325         24.4075      32.48        0.7295       16.1115      -18.721      
24   40   -533.042          25.1145      33.809       10.0095      10.739       -13.6        
24   41   -531.3835         26.02075     35.6015      -1.6585      8.351        -12.531      
24   42   -539.025          26.462       36.464       7.6415       5.983        -11.492      
24   43   -534.4125         27.393       41.591       -4.6125      3.029        -10.3305     
24   44   -545.29           25.024       40.118       10.8775      6.265        -14.429      
24   45   -541.039          27.87925     46.5685      -4.251       6.6265       -19.9175     
24   46   -550.368          25.5695      42.689       9.329        5.078        -16.896      
24   47   -544.256          28.779       49.028       -6.112       3.217        -21.4855     
24   48   -554.004          26.6835      44.757       9.748        3.636        -18.025      
24   49   -545.304          30.4395      51.599       -8.7         1.048        -21.776      
24   50   -556.394          28.0955      46.241       11.09        2.39         -18.847      
24   51   -544.4005         31.808       52.871       -11.9935     -0.9035      -22.3955     
24   52   -557.947          29.4305      47.321       13.5465      1.553        -19.494      
24   53   -543.0515         33.09975     53.4495      -14.8955     -1.349       -23.222      
24   54   -559.006          31.059       48.158       15.9545      1.059        -20.08       
24   55   -542.535          *            *            -16.471      -0.5165      -24.633      
24   56   -559.834          *            *            17.299       0.828        -20.686      
24   57   -543.0005         *            *            -16.8335     0.4655       *            
24   58   -560.327          *            *            17.3265      0.493        *            
25   22   -376.0605         -3.3945      5.878        *            *            -7.3105      
25   23   -390.33675        -1.81125     8.78525      14.27625     *            -9.3755      
25   24   -410.018          1.367        10.0025      19.68125     33.9575      -11.5355     
25   25   -422.1075         2.9025       14.7195      12.0895      31.77075     -12.256      
25   26   -436.442          4.303        16.2515      14.3345      26.424       -8.1265      
25   27   -444.44675        2.83725      17.57525     8.00475      22.33925     -8.75875     
25   28   -453.6365         0.1865       16.439       9.18975      17.1945      -5.146       
25   29   -463.53375        2.93975      19.9915      9.89725      19.087       -8.36225     
25   30   -476.366          5.668        21.704       12.83225     22.7295      -10.8685     
25   31   -480.085          6.818        25.425       3.719        16.55125     -8.24275     
25   32   -493.059          7.523        25.386       12.974       16.693       -10.097      
