Z    N    SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
92   144  -1.069061         -0.558488         0.769333          -0.100689         0.23072           0.462843          0.9911            0.5641            0.3071            1.2491            
94   134  -2.03221          -0.634711         -0.166514         -0.422101         -0.150315         0.190391          -1.05652          -1.87852          -1.71852          -0.32752          
94   136  -2.231533         -0.566757         -0.220514         -0.45805          -0.125591         0.184364          0.71399           -1.88101          -0.23101          -0.07401          
94   138  -2.143892         -0.541391         -0.12846          -0.408702         -0.044778         0.256196          1.08689           -1.86411          0.44989           1.58289           
94   140  -2.062434         -0.578383         0.002554          -0.382339         -0.037036         0.320954          1.10592           -2.01508          0.48992           1.62592           
94   142  -2.013628         -0.586076         0.164666          -0.323783         -0.023267         0.395772          1.20415           -1.51885          0.55115           1.61215           
94   144  -2.013472         -0.635673         0.219556          -0.350192         -0.101347         0.362093          1.09548           0.24148           0.45548           1.45148           
94   146  -1.885169         -0.565307         0.395572          -0.275205         -0.05715          0.418689          1.17811           0.45811           0.45111           1.39311           
94   148  -1.719554         -0.437628         0.645736          -0.146985         0.020253          0.519153          1.26535           0.48435           0.48035           1.37335           
96   138  -1.913783         -0.608838         -0.265643         -0.561184         -0.355322         -0.076892         0.21012           -1.67988          -0.20588          1.07412           
96   144  -1.659507         -0.431812         0.289721          -0.302282         -0.219743         0.268193          0.71175           0.30275           0.08675           1.24675           
96   146  -1.545292         -0.319969         0.461049          -0.18632          -0.13221          0.37319           1.03428           0.29228           0.22528           1.32528           
96   148  -1.491751         -0.317471         0.564954          -0.152496         -0.121454         0.385125          1.17132           0.31732           0.25932           1.27932           
96   150  -1.426792         -0.341193         0.671263          -0.12579          -0.130894         0.366258          0.85594           0.17294           0.06494           1.06594           
96   152  -1.326641         -0.322164         0.785297          -0.076028         -0.074698         0.367206          0.79207           0.16907           0.04207           0.96807           
98   146  -1.187283         -0.08854          0.505392          -0.066033         0.156035          0.29324           0.17009           0.31409           -0.17491          1.01809           
98   148  -1.234772         -0.186387         0.492508          -0.126941         0.095178          0.230437          0.22814           0.18714           -0.20986          0.95614           
98   150  -1.27091          -0.324871         0.507053          -0.188635         0.029419          0.17983           0.25539           0.13639           -0.23061          0.86139           
98   152  -1.200058         -0.322274         0.664042          -0.133516         0.098249          0.252816          0.52265           0.18165           -0.04635          0.94065           
98   154  -1.146224         -0.249996         0.823273          -0.059139         0.223956          0.327061          0.75801           0.33201           0.07101           1.06901           
100  148  -1.266826         -0.150353         0.378549          -0.056975         0.378377          0.354891          0.74874           0.48974           0.26174           1.38974           
100  150  -1.224272         -0.196108         0.523967          -0.028301         0.361531          0.425036          0.80587           0.45787           0.29887           1.39487           
100  152  -1.432507         -0.478702         0.423107          -0.25134          0.08416           0.231215          0.77665           0.20865           0.18265           1.19365           
100  154  -1.372283         -0.381233         0.623426          -0.149794         0.15764           0.332275          0.99426           0.43926           0.36526           1.32326           
100  156  -1.326135         -0.276797         0.764494          -0.074555         0.228237          0.406845          1.1694            0.4894            0.5864            1.4264            
102  152  -1.073545         0.010497          0.978439          0.209885          0.207705          0.891967          1.47695           0.73695           0.84895           1.88795           
102  154  -1.187764         -0.073859         0.962737          0.122847          0.084993          0.782754          1.44361           0.76561           0.84461           1.79961           
