Z    N    S2n(MeV)          S2n_Err(MeV)      S2p(MeV)          S2p_Error(MeV)    Q4b(MeV)          Q4b_Error(MeV)    
35   45   18.57947          0.00372           17.64999          0.00974           -6.02253          0.00134           
35   46   18.05163          0.00141           18.91893          0.00542           -6.48563          0.00195           
35   47   17.7523           0.0014            19.86211          0.00346           -7.10664          0.00983           
35   48   17.17931          0.00392           21.05835          0.00462           -7.80258          0.00653           
35   49   16.42706          0.02575           22.25561          0.026             -7.99351          0.02594           
35   50   15.70439          0.00489           23.48409          0.00415           -8.46708          0.00405           
35   51   13.9918           0.02591           24.35663          0.00441           -7.95175          0.00483           
35   52   11.45884          0.00441           25.28047          0.00441           -6.64727          0.00422           
35   53   11.22634          0.00441           26.33176          0.00468           -7.28731          0.00448           
35   54   10.52522          0.00455           27.2343           0.00442           -7.51003          0.00448           
35   55   9.42697           0.00461           *                 *                 -7.46307          0.00481           
35   56   8.97566           0.00481           *                 *                 -7.9143           0.00463           
35   57   8.37514           0.0075            *                 *                 *                 *                 
35   58   7.92557           0.43083           *                 *                 *                 *                 
36   35   *                 *                 4.47044           0.12878           -2.17183          0.14519           
36   36   *                 *                 6.58863           0.00817           -2.17605          0.00803           
36   37   26.36718          0.12894           7.98319           0.00715           -2.54196          0.00674           
36   38   24.5339           0.00826           9.0416            0.00281           -2.82686          0.00256           
36   39   23.91451          0.01044           10.67418          0.01099           -3.60203          0.00857           
36   40   22.82451          0.00449           11.37845          0.00401           -3.57045          0.00446           
36   41   21.98845          0.00834           12.5779           0.00196           -4.36697          0.00768           
36   42   21.3072           0.00402           13.50427          0.00031           -4.38999          0.00031           
36   43   20.41545          0.004             14.42071          0.00349           -4.69769          0.00349           
36   44   19.85771          0.00075           15.44534          0.00071           -5.06631          0.00069           
36   45   19.39656          0.00365           16.35666          0.0011            -5.52161          0.00108           
36   46   18.84107          0.00069           17.41027          0.00096           -5.99076          0.00018           
36   47   18.43709          0.00107           18.17959          0.00099           -6.49809          0.00022           
36   48   17.99018          0.0               19.42339          0.00047           -7.10479          0.00096           
36   49   17.63233          0.002             20.71774          0.00364           -7.51626          0.00223           
36   50   16.96896          0.0               21.89589          0.00196           -8.0967           0.00047           
36   51   15.37183          0.00202           22.87383          0.00262           -7.79391          0.00305           
36   52   12.56825          0.00261           23.76606          0.00363           -6.16848          0.00326           
36   53   11.9689           0.00216           24.6876           0.0031            -6.54706          0.00338           
36   54   11.4106           0.00321           25.653            0.00384           -6.881            0.00313           
36   55   10.58081          0.0031            26.55951          0.00435           -6.97276          0.00317           
36   56   9.9527            0.00328           27.54704          0.32976           -7.31004          0.00431           
36   57   9.30466           0.00337           28.13381          0.43315           -7.56852          0.0045            
36   58   8.72109           0.01241           *                 *                 -7.97247          0.32997           
36   59   8.16555           0.0188            *                 *                 -8.0037           0.43355           
36   60   7.87454           0.0238            *                 *                 *                 *                 
36   61   7.40721           0.13173           *                 *                 *                 *                 
37   37   *                 *                 7.43221           0.0032            -2.91531          0.01521           
37   38   *                 *                 8.14916           0.00736           -3.14119          0.00553           
37   39   24.70571          0.00317           9.76887           0.00591           -3.84225          0.00139           
37   40   23.75443          0.00176           10.30142          0.00448           -3.60793          0.00738           
37   41   22.59897          0.00337           11.22429          0.00987           -4.07218          0.00667           
37   42   22.11513          0.00251           12.14612          0.00353           -4.12089          0.00479           
37   43   21.38268          0.00374           13.30125          0.00404           -4.31131          0.00951           
37   44   20.79632          0.00535           13.96658          0.00501           -4.64678          0.00565           
37   45   20.15497          0.00354           14.87675          0.00317           -5.16056          0.00468           
37   46   19.75659          0.00543           15.67154          0.00253           -5.42751          0.00254           
37   47   19.7138           0.00372           16.83824          0.0024            -6.29489          0.00242           
37   48   19.23934          0.00233           17.73156          0.00379           -6.61521          0.00098           
37   49   19.13066          0.0022            19.54185          0.02573           -7.67325          0.00099           
37   50   18.57309          1e-05             20.60026          0.00308           -8.009            0.00379           
37   51   16.00464          0.00026           21.55468          0.00307           -7.25083          0.02573           
37   52   13.25723          0.00543           22.39865          0.00629           -5.56184          0.00624           
37   53   12.89804          0.00649           23.22639          0.00722           -6.15707          0.00718           
37   54   12.17528          0.00932           24.04871          0.00846           -6.27828          0.00842           
37   55   11.55067          0.00892           25.35008          0.00698           -6.48139          0.0069            
37   56   11.0175           0.01073           26.09055          0.00859           -6.77055          0.00848           
37   57   9.93298           0.00644           26.90792          0.00701           -6.9874           0.00392           
37   58   9.41423           0.02155           27.5792           0.43129           -7.20911          0.02055           
37   59   8.9342            0.00392           *                 *                 -7.54646          0.0075            
37   60   8.77028           0.02033           *                 *                 -8.05382          0.43082           
37   61   9.15743           0.01643           *                 *                 *                 *                 
37   62   8.74464           0.00446           *                 *                 *                 *                 
37   63   8.02055           0.02532           *                 *                 *                 *                 
38   37   *                 *                 4.64488           0.2201            -2.7164           0.25492           
38   38   *                 *                 6.49374           0.03452           -2.73198          0.03538           
38   39   27.32738          0.22015           8.05775           0.01133           -3.6766           0.01029           
38   40   25.06894          0.03526           8.73817           0.00846           -3.26702          0.00772           
38   41   23.81609          0.01153           9.88539           0.00861           -3.57818          0.01166           
38   42   23.28015          0.00822           10.71112          0.00348           -3.72266          0.0053            
38   43   22.19387          0.00895           11.66381          0.00468           -3.7836           0.00369           
38   44   21.84123          0.00692           12.69465          0.00603           -4.25669          0.006             
38   45   21.41211          0.00752           13.67937          0.00692           -4.78026          0.00767           
38   46   20.78215          0.00603           14.63573          0.00124           -5.18114          0.00142           
38   47   20.44831          0.00739           15.69059          0.00281           -5.83201          0.00301           
38   48   20.01615          0.00124           16.6617           0.0               -6.35622          1e-05             
38   49   19.91942          0.00281           17.97768          0.002             -7.31435          1e-05             
38   50   19.54116          1e-05             19.23389          0.0               -7.9072           0.0               
38   51   17.47158          9e-05             20.07744          0.00026           -7.1536           0.002             
38   52   14.16914          0.00212           20.83478          0.00336           -5.10738          0.00212           
38   53   13.58554          0.00545           21.69408          0.00586           -5.36732          0.00546           
38   54   13.06187          0.00403           22.48605          0.0039            -5.60099          0.0043            
38   55   12.57655          0.0093            23.68981          0.00788           -5.97497          0.00785           
38   56   12.12098          0.00381           24.65433          0.00317           -6.31138          0.0025            
38   57   11.17635          0.00953           25.5615           0.00633           -6.5705           0.00623           
38   58   10.22108          0.00864           26.15433          0.01478           -6.57975          0.0089            
38   59   9.60454           0.00672           27.00048          0.01893           -6.87038          0.00422           
38   60   9.64158           0.00907           27.92137          0.02075           -7.50025          0.01253           
38   61   10.08258          0.00582           29.67585          0.1305            -8.7874           0.01922           
38   62   9.54043           0.00785           *                 *                 -9.16614          0.02171           
38   63   8.94614           0.00972           *                 *                 -10.32633         0.13068           
38   64   8.48104           0.06745           *                 *                 *                 *                 
39   40   *                 *                 7.56528           0.07919           -3.02405          0.07919           
39   41   *                 *                 8.79067           0.00703           -3.09399          0.00631           
39   42   24.03771          0.07936           9.48787           0.00581           -3.30734          0.00556           
39   43   23.05857          0.00832           10.46656          0.00581           -3.55359          0.00638           
39   44   22.63539          0.0194            11.32694          0.01927           -3.8276           0.01875           
39   45   21.97297          0.00698           12.28457          0.00525           -4.14388          0.00469           
39   46   21.77909          0.02659           13.34943          0.01911           -4.81037          0.01959           
39   47   21.53129          0.01478           14.10207          0.01431           -5.5202           0.01446           
39   48   21.31889          0.019             15.42899          0.00113           -6.37266          0.00259           
39   49   21.15856          0.01422           16.12997          0.00151           -6.96497          0.00266           
39   50   20.83261          0.00197           17.6885           0.00161           -7.96594          0.00161           
39   51   18.33768          0.0022            18.46301          0.00162           -6.17198          0.00162           
39   52   14.78558          0.00245           19.21685          0.00573           -4.17842          0.00184           
39   53   14.46506          0.00927           20.03003          0.0112            -4.63241          0.00913           
39   54   14.0185           0.01065           21.06006          0.01305           -4.93968          0.01181           
39   55   13.6776           0.01114           22.15697          0.00884           -5.41197          0.0091            
39   56   13.12432          0.01249           23.16689          0.01035           -5.88873          0.01033           
39   57   12.12707          0.00882           24.35105          0.00642           -5.98837          0.00863           
39   58   11.05521          0.00954           24.80787          0.02133           -5.92644          0.01032           
39   59   10.10152          0.00998           25.51837          0.00861           -6.15691          0.00818           
39   60   10.67104          0.00942           26.70863          0.0069            -7.18325          0.0213            
39   61   11.17525          0.0137            27.53619          0.01959           -8.39796          0.01168           
39   62   10.55381          0.00969           28.5178           0.00816           -8.96678          0.00735           
39   63   9.98842           0.01191           29.50405          0.01998           -9.22895          0.01659           
39   64   9.53921           0.01326           *                 *                 -9.76135          0.01191           
39   66   8.95542           1.33674           *                 *                 *                 *                 
40   41   *                 *                 6.56119           0.09445           -2.08162          0.09441           
40   42   *                 *                 7.89777           0.0117            -2.88226          0.01343           
40   43   24.59415          0.0943            8.96147           0.00715           -2.85968          0.01057           
40   44   23.93303          0.01246           9.98957           0.00813           -3.53514          0.0065            
40   45   23.40617          0.00909           10.95552          0.00938           -4.07198          0.00715           
40   46   22.68996          0.00655           11.89739          0.00378           -4.38388          0.00697           
40   47   22.31458          0.00765           12.8218           0.00501           -4.97445          0.00799           
40   48   21.80249          0.00647           13.68372          0.0054            -5.40422          0.00554           
40   49   21.67106          0.00517           14.57344          0.00308           -6.1972           0.00417           
40   50   21.2863           0.0054            15.42886          0.00012           -6.67436          0.00012           
40   51   19.16264          0.00308           16.26449          0.00014           -5.44042          0.0001            
40   52   15.82913          0.00015           17.08884          0.00213           -2.96233          0.0001            
40   53   15.3691           0.00046           18.04805          0.00547           -3.33793          0.00047           
40   54   14.95293          0.00019           18.9799           0.00343           -3.74611          0.00213           
40   55   14.68054          0.00098           20.15204          0.0076            -4.43293          0.00552           
40   56   14.31216          0.0002            21.17108          0.00167           -4.9964           0.00343           
40   57   13.42536          0.00096           22.40105          0.00582           -5.28174          0.00757           
40   58   11.9905           0.00845           22.94049          0.01196           -4.86591          0.00861           
40   59   10.82059          0.0105            23.6171           0.01103           -4.92598          0.012             
40   60   11.23336          0.01173           24.53227          0.00876           -5.8782           0.01175           
40   61   11.68797          0.0134            25.2225           0.00959           -7.00942          0.009             
40   62   11.3529           0.01196           26.34475          0.01131           -7.58952          0.00934           
40   63   10.79201          0.01243           27.06837          0.01254           -7.71885          0.01037           
40   64   10.27899          0.01278           28.1427           0.06771           -8.32807          0.01175           
40   65   9.79203           0.01522           *                 *                 -8.56474          0.01479           
40   66   8.96856           0.43325           *                 *                 -8.8156           0.43831           
40   67   9.05759           1.12252           *                 *                 *                 *                 
41   42   *                 *                 6.42111           0.151             -2.16317          0.17041           
41   43   *                 *                 7.73257           0.01415           -2.49548          0.01446           
41   44   24.86623          0.15096           8.65195           0.01908           -2.99168          0.00678           
41   45   24.05797          0.01415           9.81756           0.00698           -3.49488          0.00777           
41   46   23.73744          0.00794           10.6103           0.02015           -4.09374          0.01983           
41   47   23.18217          0.05907           11.46844          0.06049           -4.70407          0.05897           
41   48   22.89336          0.02459           12.18477          0.02366           -5.208            0.0303            
41   49   22.63057          0.0589            12.94044          0.00364           -5.80335          0.01453           
41   50   22.15543          0.02381           13.50759          0.00334           -6.04454          0.00314           
41   51   19.93441          0.00377           14.53717          0.0024            -4.57919          0.00233           
41   52   16.71747          0.00328           15.43948          0.00237           -1.9294           0.0022            
41   53   16.0584           0.00199           16.13051          0.00925           -2.29992          0.0022            
41   54   15.71605          0.00157           17.13704          0.0105            -2.85988          0.00191           
41   55   15.37639          0.0015            17.8293           0.00638           -3.21124          0.00913           
41   56   14.96215          0.00428           18.97487          0.008             -3.80353          0.01132           
41   57   14.06442          0.005             19.76664          0.00788           -3.59805          0.00811           
41   58   12.8722           0.01273           20.79186          0.01376           -3.55141          0.01379           
41   59   12.41544          0.00942           22.08056          0.01124           -3.88642          0.01002           
41   60   12.69878          0.01257           22.81961          0.00761           -5.19498          0.00769           
41   61   12.64978          0.00836           23.55509          0.01146           -6.43468          0.00831           
41   62   12.27981          0.0054            24.54561          0.00811           -6.80376          0.00771           
41   63   11.6571           0.00369           25.22378          0.00491           -6.91653          0.0115            
41   64   11.02951          0.0056            26.03592          0.01191           -7.27947          0.00816           
41   65   10.52698          0.00495           *                 *                 -7.4551           0.0058            
41   66   9.95089           0.00896           27.03139          1.33672           -7.69115          0.01378           
41   67   9.48504           0.00921           *                 *                 *                 *                 
41   68   9.10862           0.25861           *                 *                 -7.84435          1.36146           
41   69   8.90678           0.83839           *                 *                 *                 *                 
42   43   *                 *                 6.17604           0.01709           -2.47453          0.0954            
42   44   *                 *                 7.2665            0.00664           -2.90387          0.01178           
42   45   25.51769          0.01609           8.28756           0.00704           -3.39807          0.00704           
42   46   24.71893          0.00534           9.29547           0.00522           -3.68977          0.00669           
42   47   24.27276          0.00484           10.24574          0.0057            -4.26466          0.00753           
42   48   23.62859          0.00516           11.12157          0.00642           -4.6284           0.00497           
42   49   23.33652          0.00736           11.9112           0.00696           -5.2866           0.00749           
42   50   22.77871          0.00347           12.61398          0.0002            -5.60462          0.00541           
42   51   20.74088          0.00624           13.48944          0.00021           -4.35642          0.00309           
42   52   17.74812          0.00021           14.53298          0.00017           -2.06645          0.00018           
42   53   17.04742          0.00022           15.16777          0.00047           -2.24121          0.00016           
42   54   16.52345          0.0001            16.10349          0.0002            -2.76076          0.00016           
42   55   15.97547          0.00017           16.46269          0.00088           -2.84757          0.00049           
42   56   15.46373          0.00017           17.25507          0.00018           -3.27157          0.00024           
42   57   14.56804          0.00016           17.60538          0.00046           -2.73507          0.0009            
42   58   14.21969          0.00035           19.48426          0.00846           -3.17909          0.00032           
42   59   13.69248          0.00038           20.47727          0.01051           -3.0022           0.00052           
42   60   13.51567          0.00832           21.76657          0.01163           -4.70427          0.01184           
42   61   13.58336          0.00924           22.37265          0.01243           -5.76497          0.01397           
42   62   12.92654          0.01218           23.3402           0.01249           -6.39745          0.01207           
42   63   12.5191           0.01292           24.09975          0.01292           -6.5961           0.0123            
42   64   11.92719          0.01276           24.98841          0.01304           -6.97174          0.01265           
42   65   11.35705          0.01292           25.66477          0.01522           -7.16114          0.01304           
42   66   10.76405          0.01298           26.7839           0.43324           -7.4568           0.01311           
42   67   10.25707          0.01449           26.86425          1.12251           -7.62618          0.01648           
42   68   9.92928           0.02592           *                 *                 -8.41751          0.43382           
42   69   9.4164            0.01683           *                 *                 -7.98499          1.12252           
43   44   *                 *                 5.98831           0.00586           -2.55888          0.15096           
43   45   *                 *                 7.1252            0.14914           -2.88751          0.14961           
43   46   25.84744          0.00567           8.0983            0.0078            -3.54009          0.0056            
43   47   25.18601          0.14904           9.12904           0.05882           -4.01555          0.00559           
43   48   24.73443          0.00449           9.93938           0.02375           -4.53708          0.0072            
43   49   24.34364          0.00327           10.84211          0.00454           -5.17702          0.05889           
43   50   23.76209          0.00257           11.54605          0.0031            -5.40581          0.02365           
43   51   21.37526          0.00512           12.28297          0.00444           -3.92171          0.00525           
43   52   18.55787          0.00518           13.38644          0.00529           -1.80825          0.00586           
43   53   17.80595          0.00656           14.03051          0.00536           -1.79326          0.00545           
43   54   17.34572          0.00654           15.01611          0.00415           -2.4365           0.00438           
43   55   16.75321          0.00616           15.40733          0.00338           -2.48806          0.00369           
43   56   16.24607          0.00421           16.30003          0.00434           -2.96652          0.00104           
43   57   15.73137          0.0035            17.07429          0.00518           -2.84304          0.00135           
43   58   15.15937          0.02402           18.58719          0.02683           -3.16373          0.02438           
43   59   14.69457          0.00926           19.35342          0.01216           -3.4732           0.01044           
43   60   14.40191          0.02593           20.29032          0.01049           -4.69344          0.0155            
43   61   14.0732           0.02647           20.77684          0.02501           -5.13096          0.02613           
43   62   13.82886          0.03653           21.83936          0.03548           -5.82351          0.03546           
43   63   13.41541          0.02771           22.53515          0.01255           -5.89659          0.01251           
43   64   12.60246          0.03624           23.4123           0.00955           -6.14616          0.00951           
43   65   12.28919          0.01488           24.29736          0.00968           -6.52868          0.00919           
43   66   11.6755           0.01247           25.13691          0.01256           -6.79214          0.01046           
43   67   11.25437          0.01239           26.06669          0.01257           -7.25607          0.01034           
43   68   10.88448          0.01385           26.91277          0.25871           -7.72573          0.01327           
43   69   10.36706          0.01097           27.52697          0.83836           -8.13809          0.00991           
43   70   9.92955           0.0111            *                 *                 -8.54666          0.25851           
43   71   9.48398           0.43318           *                 *                 -8.71529          0.94363           
43   72   9.65108           0.78945           *                 *                 *                 *                 
44   46   *                 *                 6.77519           0.00534           -3.19846          0.00527           
44   47   *                 *                 7.80283           0.0045            -3.77993          0.00362           
44   48   25.56004          0.00462           8.70664           0.0044            -4.03957          0.00469           
44   49   25.11952          0.00303           9.58583           0.00657           -4.62669          0.00442           
44   50   24.42502          0.00416           10.35296          0.00315           -4.836            0.00468           
44   51   22.38367          0.00972           11.22862          0.0095            -3.67384          0.01137           
44   52   19.63941          0.00315           12.24425          0.00016           -1.69671          0.00023           
44   53   18.80544          0.00989           12.98663          0.00276           -1.7384           0.00277           
44   54   18.28712          0.00646           14.00792          0.00646           -2.23571          0.00646           
44   55   17.64746          0.00278           14.65863          0.00038           -2.33844          0.00036           
44   56   17.14516          0.00647           15.68936          0.00038           -2.85743          0.00036           
44   57   16.47537          0.00024           16.56596          0.00047           -2.83834          0.00045           
44   58   16.02168          0.00024           17.49135          0.00029           -3.41538          0.00045           
44   59   15.45169          0.00016           18.32516          0.00033           -3.72199          0.0005            
44   60   15.13191          0.00249           19.10759          0.00868           -4.3276           0.00249           
44   61   14.80995          0.00249           19.55176          0.00956           -4.83946          0.0025            
44   62   14.37015          0.00548           20.5512           0.01042           -5.18208          0.00991           
44   63   14.07066          0.00829           21.10331          0.01254           -5.32676          0.01267           
44   64   13.48076          0.00995           22.10476          0.0126            -5.7363           0.01243           
44   65   13.01852          0.01192           22.76478          0.01286           -5.82618          0.01273           
44   66   12.55386          0.01191           23.89458          0.01284           -6.36296          0.01277           
44   67   12.1895           0.01266           24.69722          0.0148            -6.65863          0.01338           
44   68   11.70088          0.01258           25.66617          0.02606           -7.29979          0.01332           
44   69   11.22548          0.03797           26.5063           0.03881           -7.62704          0.03854           
44   70   10.73363          0.01023           *                 *                 -8.10414          0.02448           
44   71   10.46425          0.09587           *                 *                 -8.67489          0.08939           
44   72   9.98973           0.00515           *                 *                 *                 *                 
44   73   9.44276           0.44209           *                 *                 *                 *                 
45   47   *                 *                 6.85234           0.0045            -3.74269          0.1491            
45   48   *                 *                 7.60309           0.00353           -4.04187          0.00464           
45   49   26.05116          0.00553           8.55986           0.00459           -4.60784          0.00353           
45   50   25.47144          0.00469           9.31244           0.00402           -4.77888          0.00455           
45   51   22.92274          0.01056           10.10734          0.0108            -3.18694          0.01047           
45   52   20.39958          0.03568           11.15415          0.03582           -1.41636          0.03548           
45   53   19.63012          0.01555           11.93151          0.01297           -1.4418           0.01258           
45   54   19.12638          0.03609           12.93482          0.00786           -1.98488          0.00841           
45   55   18.55856          0.02169           13.73686          0.01844           -2.19441          0.01884           
45   56   17.97375          0.00888           14.6625           0.00591           -2.61291          0.00714           
45   57   17.33483          0.01922           15.34031          0.00655           -2.77603          0.00724           
45   58   16.76193          0.00618           16.26506          0.02411           -3.12876          0.00246           
45   59   16.31866          0.00679           16.96441          0.00944           -3.36332          0.00266           
45   60   15.96217          0.00339           17.82532          0.00991           -3.93156          0.02413           
45   61   15.54591          0.00585           18.43712          0.02543           -4.21466          0.01043           
45   62   15.15509          0.01231           19.15156          0.03727           -4.68475          0.01554           
45   63   14.81173          0.015             19.83344          0.0186            -4.95319          0.02855           
45   64   14.27839          0.01271           20.82748          0.00957           -5.13428          0.03549           
45   65   13.9396           0.02265           21.48385          0.01981           -5.47738          0.0216            
45   66   13.44763          0.00792           22.59962          0.01185           -5.97945          0.01105           
45   67   13.04545          0.04754           23.27493          0.0451            -6.23364          0.04495           
45   68   12.60572          0.00982           24.32086          0.01276           -6.90968          0.01201           
45   69   12.12176          0.08405           25.02963          0.07177           -7.10103          0.07219           
45   70   11.60493          0.01014           25.99623          0.00805           -7.63012          0.01286           
45   71   11.16813          0.10282           26.71378          0.43939           -7.9021           0.07404           
45   72   10.81018          0.01145           27.15532          0.78949           -8.51075          0.0095            
45   73   10.29397          0.0777            *                 *                 -8.71209          0.43382           
45   74   10.06806          0.01288           *                 *                 -8.92772          0.7895            
45   76   9.56997           0.61951           *                 *                 *                 *                 
46   48   *                 *                 6.37901           0.00508           -3.64339          0.00568           
46   49   *                 *                 7.32713           0.00367           -4.15099          0.00376           
46   50   26.22377          0.00599           8.17776           0.00524           -4.30712          0.005             
46   51   23.98258          0.00571           8.92604           0.01067           -3.01405          0.00527           
46   52   21.2802           0.00633           9.81854           0.00475           -1.1623           0.00569           
46   53   20.51944          0.00695           10.64004          0.00569           -1.14982          0.01073           
46   54   20.03444          0.01826           11.56586          0.01878           -1.55732          0.01764           
46   55   19.39212          0.00677           12.38469          0.0046            -1.7365           0.00535           
46   56   18.83303          0.01764           13.25372          0.00044           -2.10323          0.00649           
46   57   18.16769          0.00468           14.07702          0.00085           -2.25672          0.00089           
46   58   17.63457          0.00144           14.86661          0.0014            -2.59263          0.00138           
46   59   17.10333          0.00148           15.72866          0.00122           -2.88469          0.00121           
46   60   16.65506          0.00075           16.38976          0.00259           -3.22601          0.00118           
46   61   16.09738          0.00057           17.01609          0.00263           -3.53038          0.00127           
46   62   15.75931          0.00157           17.77893          0.0055            -3.85341          0.00273           
46   63   15.37647          0.00164           18.3219           0.00874           -4.0969           0.00274           
46   64   14.94933          0.00125           19.2475           0.0087            -4.4326           0.00543           
46   65   14.52205          0.00132           19.82543          0.00898           -4.54829          0.0087            
46   66   14.13329          0.00656           20.82693          0.01107           -5.08513          0.01087           
46   67   13.74784          0.00698           21.38376          0.01192           -5.27761          0.01133           
46   68   13.31202          0.00948           22.43807          0.01185           -5.84328          0.01131           
46   69   12.97793          0.01518           23.13621          0.03928           -6.06603          0.01665           
46   70   12.48333          0.00988           24.18776          0.00787           -6.62573          0.01196           
46   71   12.14073          0.01532           24.81268          0.08878           -6.98127          0.03758           
46   72   11.69975          0.00749           25.89778          0.00448           -7.59185          0.00423           
46   73   11.12606          0.01091           26.49598          0.43322           -7.64308          0.08887           
46   74   11.03394          0.00328           *                 *                 -8.63606          0.00437           
46   75   10.91706          0.0089            *                 *                 -9.11738          0.43316           
46   76   10.47874          0.0197            *                 *                 *                 *                 
46   77   10.39005          0.78945           *                 *                 *                 *                 
47   49   *                 *                 6.18196           0.09015           -3.93746          0.09019           
47   50   *                 *                 7.06318           0.11018           -4.23896          0.11014           
47   51   24.69741          0.09591           7.95664           0.03439           -2.58372          0.03308           
47   52   22.02926          0.11028           8.69286           0.03601           -0.79678          0.00737           
47   53   21.21418          0.03328           9.5407            0.01291           -0.87516          0.01118           
47   54   20.76454          0.00792           10.33101          0.00826           -1.16174          0.03579           
47   55   20.25137          0.00958           11.23351          0.01988           -1.4964           0.01444           
47   56   19.61095          0.00634           11.96822          0.00714           -1.64631          0.00785           
47   57   19.0124           0.0092            12.91108          0.00767           -1.95024          0.01861           
47   58   18.41078          0.00612           13.61707          0.00509           -2.08334          0.0074            
47   59   17.96857          0.00495           14.56098          0.00379           -2.58398          0.00708           
47   60   17.47847          0.00503           15.13337          0.00328           -2.79988          0.00331           
47   61   16.80701          0.00356           15.82208          0.0058            -3.07233          0.00332           
47   62   16.45539          0.00271           16.43366          0.01208           -3.2931           0.00281           
47   63   15.99317          0.00271           17.00352          0.01405           -3.51959          0.00554           
47   64   15.63866          0.00191           17.79393          0.00428           -3.77666          0.01214           
47   65   15.26905          0.00274           18.33297          0.01797           -3.97691          0.0142            
47   66   14.95401          0.0167            19.30031          0.018             -4.45228          0.01712           
47   67   14.48972          0.00517           19.77724          0.04432           -4.52703          0.01838           
47   68   14.09847          0.02471           20.79306          0.01961           -5.10312          0.01951           
47   69   13.75449          0.00561           21.40997          0.07164           -5.23607          0.04421           
47   70   13.34199          0.02276           22.53012          0.01541           -5.83939          0.01532           
47   71   13.15377          0.00412           23.39561          0.07387           -6.26808          0.07161           
47   72   12.60639          0.02001           24.32633          0.01718           -6.84085          0.01642           
47   73   12.24034          0.00513           25.34198          0.02464           -7.3403           0.07397           
47   74   11.89969          0.01905           26.15797          0.01528           -7.93036          0.01502           
47   75   11.59724          0.03845           *                 *                 -8.64356          0.04523           
47   76   11.28789          0.03304           27.87589          0.62021           -9.1502           0.03212           
47   77   11.23666          0.25439           *                 *                 *                 *                 
47   78   11.11449          0.43423           *                 *                 -10.69472         0.75586           
48   50   *                 *                 6.03095           0.05197           -3.95906          0.05197           
48   51   *                 *                 6.70322           0.0051            -2.39014          0.00342           
48   52   22.70082          0.05182           7.45156           0.00503           -0.43611          0.00452           
48   53   22.04797          0.00217           8.23175           0.0052            -0.45553          0.00507           
48   54   21.60773          0.00236           9.02485           0.01772           -0.76363          0.00503           
48   55   20.95779          0.00235           9.79743           0.00493           -0.89388          0.0053            
48   56   20.45132          0.00236           10.64315          0.00176           -1.18052          0.01772           
48   57   19.82486          0.00228           11.45459          0.00169           -1.32662          0.00479           
48   58   19.30639          0.002             12.31497          0.00076           -1.65388          0.00123           
48   59   18.79906          0.00217           13.15031          0.00196           -1.95799          0.00192           
48   60   18.26291          0.00157           13.92283          0.00158           -2.28222          0.00175           
48   61   17.65669          0.00227           14.70962          0.00195           -2.51135          0.00191           
48   62   17.23819          0.00117           15.4017           0.00115           -2.86536          0.00117           
48   63   16.89056          0.00157           16.22371          0.00115           -3.30452          0.00125           
48   64   16.36952          0.00032           16.8219           0.0006            -3.47557          0.00113           
48   65   15.93367          0.00035           17.63534          0.00074           -3.86172          0.00114           
48   66   15.58271          0.00025           18.27131          0.00655           -4.10894          0.00063           
48   67   15.18383          0.00061           19.07133          0.00697           -4.52351          0.00095           
48   68   14.84018          0.00031           19.79948          0.00695           -4.81583          0.00655           
48   69   14.47654          0.0012            20.56994          0.01358           -5.25221          0.00702           
48   70   14.13179          0.02              21.44795          0.02123           -5.63561          0.02117           
48   71   13.70131          0.03771           22.13053          0.03838           -5.9756           0.04005           
48   72   13.39835          0.02034           23.14655          0.00448           -6.55064          0.00805           
48   73   13.23939          0.03775           24.24387          0.00847           -7.07426          0.00751           
48   74   12.79765          0.00438           24.91026          0.00325           -7.64854          0.00339           
48   75   12.48299          0.00332           25.80979          0.0043            -8.43119          0.00867           
48   76   12.23193          0.00378           26.66345          0.01979           -8.84654          0.00377           
48   77   12.07655          0.00395           27.49629          0.78945           -9.59068          0.00442           
48   78   11.69776          0.00389           *                 *                 -10.06556         0.01972           
