Z    N    S2n(MeV)          S2n_Err(MeV)      S2p(MeV)          S2p_Error(MeV)    Q4b(MeV)          Q4b_Error(MeV)    
80   117  15.66947          0.02336           12.32432          0.00322           1.51446           0.00346           
80   118  15.271            0.00293           12.88774          0.00059           1.38084           0.00059           
80   119  15.14847          0.00322           13.70426          0.00067           0.82287           0.00066           
80   120  14.69159          0.00059           14.17721          0.00213           0.71632           0.00067           
80   121  14.25911          0.00059           14.8518           0.00225           0.33229           0.00084           
80   122  13.98469          0.00059           15.3241           0.02012           0.13376           0.00219           
80   123  13.74936          0.00158           16.10649          0.05012           -0.3055           0.00269           
80   124  13.48746          0.00073           16.57596          0.02516           -0.5159           0.02012           
80   125  13.16111          0.00367           *                 *                 -0.97194          0.05024           
80   126  12.39829          0.02044           *                 *                 -0.67859          0.03241           
80   127  10.34234          0.03003           *                 *                 *                 *                 
80   128  8.46224           0.03691           *                 *                 *                 *                 
81   95   *                 *                 *                 *                 7.47468           0.09376           
81   96   *                 *                 0.51451           0.04428           7.067             0.00716           
81   97   *                 *                 *                 *                 7.02004           0.01023           
81   98   21.0706           0.04442           1.30133           0.04019           6.71054           0.00345           
81   99   *                 *                 1.66085           0.06085           6.7094            0.05              
81   100  20.67287          0.03985           2.38811           0.01482           6.32145           0.00577           
81   101  20.08391          0.06117           2.28036           0.01277           6.5509            0.0062            
81   102  19.93116          0.01304           3.29406           0.02205           5.97639           0.00916           
81   103  19.69795          0.01551           3.16042           0.0226            6.31735           0.00927           
81   104  19.31312          0.02268           4.1442            0.02272           5.68848           0.00533           
81   105  19.14601          0.0245            4.14584           0.03156           5.98924           0.03017           
81   106  18.82948          0.02219           5.16439           0.00846           5.32198           0.00714           
81   107  18.59242          0.03734           5.19949           0.03652           5.55739           0.03729           
81   108  18.31415          0.01161           6.1662            0.02383           4.81713           0.00876           
81   109  18.17826          0.03094           6.57866           0.00839           4.91791           0.02242           
81   110  17.80948          0.01114           7.27893           0.02138           4.31998           0.02349           
81   111  17.64285          0.03265           7.61665           0.03186           4.07415           0.03179           
81   112  17.3369           0.00995           8.25725           0.00832           3.67983           0.02117           
81   113  17.20788          0.03462           8.74332           0.02111           3.47113           0.01439           
81   114  16.82067          0.01296           9.32837           0.01408           3.21774           0.01214           
81   115  16.70173          0.01849           9.8626            0.01229           2.85061           0.01993           
81   116  16.32904          0.01974           10.35256          0.01636           2.63826           0.01849           
81   117  16.17479          0.01427           10.96798          0.00811           2.25827           0.00784           
81   118  15.86038          0.03236           11.4976           0.02795           2.08272           0.02797           
81   119  15.66112          0.00949           12.04439          0.00577           1.66656           0.00646           
81   120  15.26408          0.03134           12.66504          0.01419           1.53398           0.01419           
81   121  15.07562          0.00596           13.31806          0.02676           1.17565           0.00167           
81   122  14.72317          0.01415           13.9386           0.00331           0.90745           0.00124           
81   123  14.50856          0.00156           14.57111          0.02332           0.46903           0.02674           
81   124  14.20213          0.00054           15.25538          0.00322           0.15492           0.00327           
81   125  14.04986          0.00059           *                 *                 -0.3253           0.02332           
81   126  13.35621          0.00542           *                 *                 -0.31593          0.00624           
81   127  10.6394           0.00178           *                 *                 *                 *                 
81   128  8.75294           0.00804           *                 *                 *                 *                 
81   129  8.63947           0.01167           *                 *                 *                 *                 
81   130  8.57588           0.04236           *                 *                 *                 *                 
81   132  8.28082           0.04987           *                 *                 *                 *                 
82   96   *                 *                 -0.7813           0.02641           7.79039           0.01432           
82   97   *                 *                 -0.25524          0.10652           7.5983            0.02              
82   98   21.65831          0.02698           0.20342           0.0164            7.41865           0.00548           
82   99   21.31062          0.10677           0.76716           0.08019           7.24028           0.00731           
82   100  21.02637          0.0173            1.15261           0.0175            7.06587           0.00551           
82   101  20.6005           0.08049           1.49202           0.03208           6.928             0.007             
82   102  20.36904          0.01762           2.05254           0.01611           6.77401           0.00313           
82   103  20.10864          0.03246           2.31449           0.01765           6.695             0.005             
82   104  19.77314          0.01711           2.911             0.01516           6.46998           0.00577           
82   105  19.58837          0.01696           3.38123           0.01456           6.3928            0.00619           
82   106  19.27581          0.01553           3.85405           0.01574           6.10885           0.0034            
82   107  18.99971          0.01495           4.30405           0.01977           5.91472           0.00431           
82   108  18.74408          0.01639           4.79267           0.01751           5.69754           0.00457           
82   109  18.52972          0.03983           5.18266           0.04882           5.4619            0.03977           
82   110  18.28201          0.01824           5.76326           0.0207            5.22098           0.00511           
82   111  18.10601          0.06202           6.18053           0.05435           5.007             0.05877           
82   112  17.79455          0.02189           6.77433           0.0233            4.73784           0.01672           
82   113  17.65584          0.05273           7.22346           0.02372           4.45929           0.02861           
82   114  17.28301          0.019             7.74231           0.00823           4.23833           0.01728           
82   115  17.18034          0.01858           8.30995           0.02362           3.89186           0.01623           
82   116  16.86181          0.01159           8.81949           0.00923           3.69154           0.00921           
82   117  16.62904          0.01109           9.26952           0.0105            3.35667           0.02521           
82   118  16.3262           0.01394           9.87469           0.01093           3.14997           0.01131           
82   119  16.18187          0.017             10.30291          0.01376           2.84428           0.01412           
82   120  15.83219          0.01155           11.01528          0.00383           2.58878           0.00382           
82   121  15.65816          0.01522           11.70196          0.00654           2.3346            0.00655           
82   122  15.31191          0.00392           12.34251          0.00105           1.96846           0.00114           
82   123  15.12632          0.00646           13.07892          0.00127           1.46739           0.00106           
82   124  14.81833          0.00012           13.67338          0.00118           1.13482           0.00105           
82   125  14.82444          0.00011           14.74225          0.0037            0.3923            0.00127           
82   126  14.10565          0.00011           15.38074          0.02041           0.51663           0.00118           
82   127  11.30523          0.00134           15.70514          0.02986           2.24818           0.00393           
82   128  9.12254           0.00092           16.04104          0.03077           3.79238           0.02039           
82   129  9.02094           0.00275           *                 *                 3.56958           0.02989           
82   130  8.96298           0.0021            *                 *                 3.29164           0.03079           
82   131  8.85322           0.00715           *                 *                 *                 *                 
82   132  8.77655           0.002             *                 *                 *                 *                 
82   133  8.59686           0.05291           *                 *                 *                 *                 
83   101  *                 *                 0.18695           0.079             8.0248            0.05              
83   103  20.35191          0.07991           0.84091           0.01961           7.7568            0.012             
83   104  *                 *                 1.20347           0.02297           7.77907           0.00362           
83   105  20.19111          0.02023           1.88602           0.025             7.26364           0.00497           
83   106  19.82402          0.02313           2.19801           0.02235           7.26817           0.00271           
83   107  19.54753          0.02518           2.84112           0.03746           6.86212           0.00305           
83   108  19.31732          0.02215           3.20119           0.01123           6.78032           0.00304           
83   109  19.07759          0.03763           3.74045           0.03114           6.37695           0.00354           
83   110  18.78785          0.01065           4.17955           0.01055           6.30663           0.0049            
83   111  18.63691          0.03074           4.73451           0.03227           5.9183            0.005             
83   112  18.28364          0.00924           5.12629           0.00854           5.83247           0.0051            
83   113  18.12285          0.0252            5.64948           0.02814           5.4383            0.04              
83   114  17.80426          0.00987           6.10988           0.01387           5.36511           0.0107            
83   115  17.50309          0.03712           6.45084           0.03046           5.14309           0.03124           
83   116  17.25301          0.01346           7.03386           0.01944           4.93277           0.00671           
83   117  17.1439           0.03577           7.41995           0.02356           4.70092           0.02539           
83   118  16.7615           0.0185            7.93498           0.0318            4.5003            0.006             
83   119  16.51336          0.02712           8.2722            0.01644           4.36235           0.01715           
83   120  16.25103          0.0198            8.92193           0.01909           4.10965           0.03073           
83   121  16.04705          0.01792           9.24362           0.00932           3.97642           0.01084           
83   122  15.68231          0.01376           9.88107           0.00512           3.69142           0.01504           
83   123  15.52502          0.01194           10.26007          0.00755           3.52702           0.00771           
83   124  15.13276          0.00553           10.81169          0.00212           3.28183           0.00213           
83   125  14.98458          0.00781           11.1948           0.00201           3.05101           0.00201           
83   126  14.34667          0.00198           11.80215          0.00545           3.1373            0.00077           
83   127  12.06439          0.00186           12.61979          0.00183           5.03647           0.00078           
83   128  9.7431            0.00545           12.79232          0.00804           6.7504            0.00046           
83   129  9.46861           0.00183           13.44893          0.01167           6.20726           3e-05             
83   130  9.51514           0.00729           13.73158          0.04222           5.98821           0.00339           
83   131  9.22543           0.01128           *                 *                 5.6213            0.003             
83   132  9.28168           0.00737           14.73243          0.02759           5.2824            0.04229           
83   133  9.06789           0.01583           *                 *                 *                 *                 
83   134  9.04199           0.01857           *                 *                 4.52124           0.03229           
83   135  8.80059           0.02923           *                 *                 *                 *                 
84   102  *                 *                 -0.57455          0.02232           8.50117           0.01371           
84   103  *                 *                 0.20812           0.03576           7.9789            0.015             
84   104  20.78792          0.02708           0.44023           0.02297           8.08229           0.01533           
84   105  20.39324          0.03878           1.01299           0.02264           7.6943            0.015             
84   106  20.16216          0.02408           1.32658           0.01713           7.69327           0.00722           
84   107  19.78936          0.02317           1.80264           0.01575           7.49331           0.00495           
84   108  19.64946          0.01744           2.23196           0.01671           7.31963           0.00325           
84   109  19.39922          0.01617           2.67214           0.03999           7.0938            0.00366           
84   110  19.07663          0.01701           3.02658           0.01851           6.98707           0.00318           
84   111  18.87358          0.04009           3.43971           0.06208           6.74994           0.0028            
84   112  18.61102          0.01867           3.84304           0.02203           6.65806           0.00241           
84   113  18.44437          0.06216           4.22824           0.05283           6.41158           0.00319           
84   114  18.14294          0.02202           4.70298           0.01899           6.30967           0.00137           
84   115  17.99313          0.05286           5.04102           0.01868           6.07429           0.0019            
84   116  17.61104          0.01894           5.45221           0.01151           5.98164           0.00185           
84   117  17.45534          0.01872           5.86732           0.01115           5.7993            0.0017            
84   118  17.14249          0.01145           6.2685            0.01389           5.70096           0.00169           
84   119  16.93234          0.00997           6.61779           0.01624           5.496             0.005             
84   120  16.54226          0.01396           6.97857           0.01163           5.48489           0.00137           
84   121  16.35314          0.01327           7.31278           0.012             5.32472           0.00994           
84   122  15.99006          0.0117            7.65672           0.00413           5.32702           0.0013            
84   123  15.76701          0.01206           7.95348           0.00656           5.21587           0.0025            
84   124  15.42356          0.00433           8.26195           0.00131           5.21538           0.0013            
84   125  15.36295          0.0067            8.49199           0.00137           4.97923           0.00136           
84   126  14.62618          0.00131           8.78248           0.00013           5.40753           7e-05             
84   127  12.20911          0.00146           9.39587           0.00144           7.59456           0.00051           
84   128  10.55898          0.00017           10.21893          0.00093           8.9542            0.00011           
84   129  10.36365          0.0029            10.73858          0.00369           8.53615           0.00256           
84   130  10.24319          0.00093           11.49914          0.0021            7.83354           6e-05             
84   131  10.03076          0.0036            11.91612          0.00711           7.52633           0.00081           
84   132  9.89017           0.00209           12.61275          0.00196           6.90635           0.00051           
84   133  9.71741           0.00671           13.03667          0.05285           6.66213           0.00235           
84   134  9.56815           0.00196           *                 *                 6.11475           9e-05             
84   135  9.34479           0.01713           *                 *                 5.9142            0.05              
84   136  9.23607           0.01781           *                 *                 *                 *                 
84   137  9.05024           0.02517           *                 *                 *                 *                 
84   138  8.91983           0.04379           *                 *                 *                 *                 
85   106  *                 *                 0.64936           0.02635           7.82227           0.01361           
85   107  *                 *                 1.05251           0.03586           7.69563           0.02553           
85   108  20.07387          0.02697           1.40591           0.02289           7.57242           0.00692           
85   109  19.78865          0.0374            1.76357           0.03909           7.4545            0.01061           
85   110  19.54561          0.02366           2.16368           0.01221           7.34414           0.00601           
85   111  19.33715          0.03923           2.46381           0.03091           7.19494           0.00322           
85   112  19.02759          0.01246           2.90763           0.00957           7.10439           0.00307           
85   113  18.94247          0.03085           3.28342           0.02512           6.88938           0.00193           
85   114  18.61076          0.00963           3.71412           0.00992           6.77727           0.00115           
85   115  18.41601          0.02516           4.19635           0.03714           6.59622           0.00134           
85   116  18.1087           0.0098            4.56981           0.01337           6.47284           0.00157           
85   117  17.74547          0.03716           4.79792           0.03579           6.35384           0.00134           
85   118  17.51575          0.01337           5.32406           0.0185            6.21009           0.00084           
85   119  17.42734          0.03577           5.71189           0.02709           6.07041           0.00122           
85   120  16.95202          0.01842           6.02506           0.01973           6.01957           0.00172           
85   121  16.69692          0.0269            6.36176           0.01762           5.88685           0.00494           
85   122  16.3981           0.01949           6.74085           0.01342           5.8725            0.00306           
85   123  16.18279          0.01749           7.01953           0.01174           5.75111           0.00216           
85   124  15.79783          0.01341           7.40593           0.00553           5.75698           0.002             
85   125  15.64494          0.01178           7.6799            0.00787           5.63119           0.00098           
85   126  14.90728          0.00568           7.96654           0.00237           5.98245           0.0013            
85   127  12.79868          0.00789           8.41418           0.00196           7.81709           0.00061           
85   128  11.07497          0.00527           9.2984            0.0072            9.25415           0.0047            
85   129  10.89424          0.00452           9.83982           0.00447           8.98723           0.00408           
85   130  10.8188           0.00828           10.60206          0.00835           8.17846           0.00408           
85   131  10.50614          0.00541           11.12052          0.01169           7.94971           0.00306           
85   132  10.49224          0.0083            11.81263          0.00731           7.20135           0.00122           
85   133  10.30114          0.01206           12.35377          0.01611           6.874             0.003             
85   134  10.14119          0.00565           12.91183          0.01799           6.34184           0.00483           
85   135  9.86505           0.01816           13.41823          0.03041           6.07684           0.01789           
85   136  9.75598           0.01434           *                 *                 5.62785           0.02255           
85   137  9.56536           0.02112           *                 *                 5.31207           0.03131           
85   138  9.49736           0.01976           *                 *                 *                 *                 
85   139  9.38465           0.0274            *                 *                 *                 *                 
86   107  *                 *                 0.4663            0.0261            8.04              0.012             
86   108  *                 *                 0.78378           0.02021           7.86242           0.01021           
86   109  20.13526          0.0564            1.20234           0.05255           7.6941            0.05              
86   110  19.89514          0.0222            1.6023            0.01933           7.61674           0.00919           
86   111  19.68256          0.05303           2.01133           0.04072           7.41075           0.00715           
86   112  19.34398          0.01968           2.33526           0.01902           7.34938           0.00366           
86   113  19.15244          0.04093           2.7194            0.0623            7.13189           0.00409           
86   114  18.91704          0.01914           3.10935           0.02212           7.04336           0.00214           
86   115  18.71551          0.06234           3.44178           0.05291           6.86075           0.00228           
86   116  18.4125           0.0222            3.91081           0.01903           6.7738            0.00183           
86   117  18.22401          0.05295           4.21046           0.01883           6.62987           0.00208           
86   118  17.83819          0.01897           4.60652           0.01136           6.54665           0.00182           
86   119  17.69872          0.01887           4.97684           0.01004           6.38648           0.00184           
86   120  17.30541          0.0113            5.36966           0.01391           6.38374           0.00164           
86   121  17.06761          0.0099            5.69131           0.01317           6.25121           0.00165           
86   122  16.66526          0.01401           6.04486           0.01182           6.26074           0.00167           
86   123  16.44892          0.01309           6.37322           0.01198           6.15543           0.00195           
86   124  16.09181          0.01202           6.71312           0.00484           6.15899           0.00216           
86   125  15.95699          0.01206           6.96725           0.00685           5.96545           0.00144           
86   126  15.19747          0.0055            7.28441           0.00293           6.38507           0.00262           
86   127  13.08326          0.00743           7.8414            0.00321           8.24515           0.00286           
86   128  11.80277          0.00957           8.5282            0.00912           9.20848           0.00912           
86   129  11.61517          0.00822           9.09292           0.00811           8.83909           0.00757           
86   130  11.57002          0.01085           9.85503           0.00596           8.19744           0.00588           
86   131  11.31557          0.0086            10.37773          0.00461           7.88717           0.00288           
86   132  11.17816          0.00623           11.14301          0.00274           7.26248           0.00185           
86   133  10.97173          0.0046            11.63206          0.0067            6.94619           0.00031           
86   134  10.7479           0.00274           12.32276          0.00196           6.40474           0.0001            
86   135  10.50062          0.0059            12.78788          0.01683           6.16299           0.00319           
86   136  10.38251          0.00193           13.4692           0.01781           5.59039           0.00031           
86   137  10.22432          0.00969           13.96196          0.02107           5.28346           0.01766           
86   138  10.06974          0.01001           14.61911          0.04124           4.75672           0.02024           
86   139  9.99823           0.01361           *                 *                 4.33547           0.02251           
86   140  9.84054           0.01436           *                 *                 3.83601           0.0414            
86   141  9.79094           0.01796           *                 *                 *                 *                 
86   142  9.64636           0.02055           *                 *                 *                 *                 
86   143  9.66607           0.0192            *                 *                 *                 *                 
87   110  *                 *                 0.85368           0.05524           7.89638           0.05072           
87   111  *                 *                 1.08924           0.04422           7.86927           0.02041           
87   112  19.62521          0.05611           1.4513            0.01588           7.81677           0.00984           
87   113  19.58416          0.04444           1.73093           0.03117           7.62226           0.00446           
87   114  19.32545          0.01646           2.16599           0.01056           7.51891           0.00433           
87   115  19.1789           0.03141           2.49381           0.02546           7.38583           0.00389           
87   116  18.85479          0.01101           2.91209           0.01029           7.27487           0.00357           
87   117  18.63156          0.02557           3.3799            0.03724           7.17029           0.00239           
87   118  18.32886          0.01              3.7252            0.01316           7.05471           0.0024            
87   119  17.99236          0.03741           3.94492           0.03594           6.9234            0.0035            
87   120  17.67716          0.01917           4.45034           0.02311           6.8933            0.01977           
87   121  17.56614          0.03058           4.81414           0.01915           6.7846            0.02412           
87   122  17.06787          0.02283           5.1201            0.01915           6.77746           0.0036            
87   123  16.80992          0.01923           5.44128           0.01758           6.6716            0.00503           
87   124  16.51331          0.01888           5.83558           0.01303           6.66225           0.00318           
87   125  16.3254           0.0175            6.12173           0.01167           6.52899           0.00161           
87   126  15.55523          0.01302           6.48352           0.00567           6.90485           0.00123           
87   127  13.58537          0.01231           6.90843           0.00881           8.58855           0.00391           
87   128  12.27172          0.00864           7.68028           0.00838           9.54041           0.00652           
87   129  12.21298          0.00945           8.22716           0.00567           9.17426           0.00343           
87   130  12.14611          0.00943           9.0076            0.00934           8.46927           0.00432           
87   131  12.05447          0.00603           9.77549           0.00578           8.01403           0.00204           
87   132  11.83946          0.00951           10.35481          0.0085            7.44861           0.00182           
87   133  11.71943          0.00608           11.19378          0.01221           6.80074           0.00186           
87   134  11.48311          0.00843           11.69673          0.00555           6.45774           0.0014            
87   135  11.24685          0.00847           12.57558          0.01584           5.85503           0.01379           
87   136  11.03753          0.00483           12.97827          0.01411           5.5614            0.00282           
87   137  10.77212          0.01343           13.78235          0.01938           4.94795           0.01789           
87   138  10.70442          0.01211           14.18534          0.0184            4.61297           0.0184            
87   139  10.37071          0.0128            14.76842          0.02321           4.1426            0.01702           
87   140  10.2808           0.01334           *                 *                 3.82952           0.01517           
87   141  10.27895          0.00917           *                 *                 3.24829           0.02335           
87   142  10.15682          0.00773           *                 *                 *                 *                 
87   143  10.04009          0.00939           *                 *                 *                 *                 
87   144  9.73032           0.00921           *                 *                 *                 *                 
87   145  9.55657           0.01543           *                 *                 *                 *                 
87   146  9.30316           0.02103           *                 *                 *                 *                 
88   113  *                 *                 1.14169           0.04272           8.00153           0.01224           
88   114  *                 *                 1.49832           0.0203            7.8803            0.00674           
88   115  19.41771          0.04319           1.84389           0.06266           7.73626           0.00637           
88   116  19.16071          0.0214            2.24652           0.02321           7.63664           0.00679           
88   117  18.96537          0.08017           2.58525           0.07283           7.4864            0.05              
88   118  18.63388          0.02358           3.04221           0.01942           7.41526           0.00416           
88   119  18.43714          0.08834           3.32367           0.05344           7.27327           0.05              
88   120  17.98032          0.02008           3.71712           0.0124            7.27313           0.0051            
88   121  17.8289           0.05351           4.08496           0.01026           7.14309           0.00269           
88   122  17.4277           0.01282           4.47956           0.01439           7.15084           0.00327           
88   123  17.16883          0.00978           4.80487           0.01272           7.04187           0.00308           
88   124  16.78439          0.01448           5.17214           0.01213           7.03171           0.00167           
88   125  16.6291           0.01261           5.47698           0.01195           6.86169           0.00228           
88   126  15.85093          0.01241           5.8256            0.00609           7.27259           0.00261           
88   127  13.95445          0.01242           6.34818           0.00817           8.86423           0.0034            
88   128  12.94429          0.01017           6.96712           0.01257           9.52577           0.00815           
88   129  12.78672          0.01036           7.51972           0.0104            9.16077           0.00636           
88   130  12.78254          0.01409           8.17964           0.01258           8.546             0.00636           
88   131  12.63801          0.01084           8.84216           0.00913           8.13793           0.00306           
88   132  12.52356          0.01379           9.52504           0.00841           7.59246           0.00565           
88   133  12.5731           0.00934           10.44353          0.005             6.88039           0.00195           
88   134  12.09269          0.00927           10.86983          0.00461           6.67793           0.00423           
88   135  11.87314          0.005             11.81605          0.00589           5.97899           0.00021           
88   136  11.63691          0.00461           12.12423          0.00193           5.78892           0.00015           
88   137  11.38283          0.00297           12.97457          0.00824           5.09677           0.00509           
88   138  11.30073          0.00191           13.35521          0.01              4.8707            0.00025           
88   139  10.95803          0.00287           13.93437          0.01131           4.36306           0.00806           
88   140  10.87019          0.00232           14.38487          0.01067           4.07025           0.01002           
88   141  10.75838          0.01556           14.90181          0.0209            3.60291           0.01904           
88   142  10.5666           0.01049           15.3051           0.02046           3.3442            0.01469           
88   143  10.48811          0.01918           15.72386          0.0173            2.90574           0.01811           
88   144  10.16199          0.01378           *                 *                 2.82857           0.01991           
88   145  10.02506          0.01426           *                 *                 2.54674           0.01562           
88   146  9.70896           0.01241           *                 *                 *                 *                 
89   116  *                 *                 1.34767           0.0512            8.0932            0.05              
89   117  *                 *                 1.7058            0.05616           7.9583            0.05              
89   118  19.10309          0.07156           2.1219            0.05099           7.8449            0.05              
89   119  18.86885          0.07519           2.58229           0.06244           7.72101           0.05              
89   120  18.44506          0.07141           2.88979           0.05355           7.72871           0.05              
89   121  18.10617          0.07999           3.12232           0.05861           7.6072            0.05              
89   122  17.78423          0.07326           3.60616           0.05496           7.62164           0.05              
89   123  17.65504          0.07704           3.96744           0.05357           7.5183            0.05              
89   124  17.19016          0.05513           4.283             0.01937           7.49935           0.00432           
89   125  16.97608          0.05363           4.61812           0.01768           7.35214           0.00251           
89   126  16.26671          0.01963           4.99448           0.01341           7.74595           0.00318           
89   127  14.44209          0.01879           5.47484           0.01386           9.23545           0.00637           
89   128  13.46958          0.01684           6.19233           0.01336           9.8316            0.01019           
89   129  13.44342          0.05188           6.70528           0.05089           9.3774            0.05              
89   130  13.27683          0.05175           7.32305           0.05088           8.8265            0.05              
89   131  13.24256          0.05108           7.89338           0.00752           8.34782           0.00449           
89   132  13.18901          0.07134           8.6726            0.0509            7.7836            0.05              
89   133  13.26484          0.00779           9.43879           0.00641           7.13744           0.00204           
89   134  12.83986          0.05091           10.02935          0.00849           6.7832            0.001             
89   135  12.52997          0.00645           10.72191          0.0085            6.3269            0.0007            
89   136  12.33117          0.00841           11.32299          0.00469           5.93514           0.00143           
89   137  12.06751          0.00496           12.01729          0.0116            5.50624           0.00807           
89   138  11.9304           0.00469           12.54897          0.01211           5.04227           0.00014           
89   139  11.55717          0.00345           13.20375          0.00657           4.7212            0.01137           
89   140  11.30228          0.01226           13.57045          0.01347           4.44441           0.01702           
89   141  11.19898          0.01597           14.12378          0.01721           3.89293           0.01702           
89   142  11.06972          0.0178            14.48335          0.01397           3.65549           0.01431           
89   143  10.8266           0.02051           14.91029          0.01459           3.34528           0.01468           
89   144  10.59745          0.01844           15.35048          0.01516           3.21486           0.01397           
89   145  10.45586          0.01911           15.80958          0.01976           2.92951           0.01543           
89   146  10.09351          0.01911           16.14084          0.02404           2.85166           0.01597           
89   147  9.76283           0.04067           *                 *                 2.72324           0.04067           
90   118  *                 *                 1.45975           0.03862           8.20203           0.03059           
90   120  18.76692          0.03905           2.24635           0.02089           8.06899           0.00577           
90   121  *                 *                 2.52599           0.07323           7.94077           0.05              
90   122  18.09127          0.02139           2.90992           0.01361           7.95804           0.00456           
90   123  17.93272          0.07359           3.28988           0.01215           7.83695           0.00721           
90   124  17.55856          0.01464           3.68409           0.01546           7.82718           0.0054            
90   125  17.34113          0.01277           4.00191           0.01321           7.66465           0.00393           
90   126  16.53919          0.01603           4.37234           0.01312           8.07238           0.00426           
90   127  14.85844          0.01381           4.9059            0.01306           9.43531           0.00403           
90   128  14.07423          0.01598           5.50228           0.01366           9.84909           0.00911           
90   129  13.87702          0.05168           5.99621           0.05106           9.51274           0.05              
90   130  13.84028          0.02453           6.56001           0.02477           8.95311           0.02037           
90   131  13.67365          0.05121           7.03185           0.0115            8.6258            0.00385           
90   132  13.60862          0.02529           7.64508           0.0147            8.12703           0.00509           
90   133  13.69717          0.0122            8.15592           0.01019           7.56663           0.00408           
90   134  13.35201          0.01583           8.9044            0.01097           7.29857           0.00588           
90   135  13.21834          0.01041           9.50112           0.00543           6.9214            0.00212           
90   136  12.93873          0.01099           10.20622          0.00463           6.45253           0.00101           
90   137  12.64794          0.00543           10.76623          0.00297           6.1466            0.0001            
90   138  12.56928          0.00463           11.47478          0.0019            5.52015           0.00022           
90   139  12.36187          0.0028            12.17007          0.00269           5.16756           0.00102           
90   140  12.05103          0.00114           12.65562          0.00176           4.76985           0.00152           
90   141  11.91233          0.00221           13.32401          0.01549           4.21326           0.00155           
90   142  11.55844          0.00106           13.64746          0.01039           4.0816            0.0014            
90   143  11.22681          0.00107           14.06271          0.01146           3.74484           0.01551           
90   144  10.97641          0.00257           14.46189          0.00951           3.67179           0.01062           
90   145  10.8566           0.01312           14.89425          0.01562           3.37635           0.0173            
90   146  10.50045          0.01421           15.25337          0.01629           3.33333           0.0167            
90   147  10.20529          0.02051           *                 *                 3.19612           0.01802           
91   121  *                 *                 1.77428           0.09434           8.41521           0.05              
91   122  *                 *                 2.11753           0.0887            8.3939            0.05              
91   123  18.25048          0.10677           2.36972           0.09184           8.2709            0.05              
91   124  17.94132          0.10182           2.86869           0.07443           8.23681           0.05              
91   125  17.82894          0.09306           3.22258           0.05569           8.097             0.015             
91   126  16.93816          0.07456           3.54015           0.02014           8.4888            0.00449           
91   127  15.25808          0.05658           4.03857           0.02129           9.815             0.01              
91   128  14.67091          0.0539            4.74148           0.05276           10.0846           0.05              
91   130  14.30648          0.07269           5.77113           0.07196           9.2477            0.05              
91   132  14.19825          0.08763           6.78037           0.08711           8.32628           0.05              
91   133  *                 *                 7.33714           0.00898           7.69368           0.00447           
91   134  14.12259          0.10044           8.0631            0.07135           7.3927            0.05              
91   135  13.97164          0.01357           8.7788            0.01205           6.98689           0.01018           
91   136  13.65216          0.07139           9.38409           0.00868           6.5804            0.00212           
91   137  13.25232          0.01214           9.96362           0.00517           6.26454           0.00146           
91   138  13.07692          0.00794           10.53061          0.00296           5.83465           0.00426           
91   139  12.89261          0.00513           11.29906          0.00339           5.43943           0.00071           
91   140  12.61514          0.00285           11.84347          0.01224           5.14991           0.00083           
