Z    N    AME2003(MeV)      AME2016(MeV)      JYFLTRAP(MeV)      err2003(MeV)      err2016(MeV)      errJYFLTRAP(MeV)   SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       UNEDF2(MeV)       FRDM2012(MeV)     HFB24(MeV)        
71   101  15.57377          15.57239          *                  0.01702           0.017             *                  16.444161         15.484863         15.460049         15.580374         15.412531         15.302583         15.452197         *                 *                 
71   103  14.97658          14.97685          *                  0.00226           0.00224           *                  15.535028         14.516129         14.322344         14.58897          14.476068         14.274751         14.532432         *                 *                 
71   105  13.95471          13.95468          *                  0.00101           0.00101           *                  14.469961         13.562012         13.322625         13.611076         13.488554         13.236624         13.489633         *                 *                 
71   107  13.09828          13.09818          *                  0.0019            0.0019            *                  13.504265         12.810576         12.585275         12.851276         12.712307         12.458707         12.44869          *                 *                 
71   109  12.48503          12.4812           *                  0.07074           0.07074           *                  12.875573         12.214591         12.079285         12.269598         12.177664         11.922295         11.693475         *                 *                 
71   111  *                 *                 *                  *                 *                 *                  12.332314         11.622796         11.456856         11.609104         11.625147         11.290565         11.152761         *                 *                 
71   113  *                 *                 *                  *                 *                 *                  11.610713         10.93195          10.2834           10.741656         10.878525         10.435001         10.548005         *                 *                 
71   115  *                 *                 *                  *                 *                 *                  10.767532         10.483351         9.040134          9.959347          10.02427          9.647323          9.945525          *                 *                 
71   117  *                 *                 *                  *                 *                 *                  10.344093         10.261122         9.151025          9.957032          9.711382          9.658305          9.85739           *                 *                 
71   119  *                 *                 *                  *                 *                 *                  10.57464          9.881099          9.357487          9.910884          9.675105          9.609772          9.848958          *                 *                 
71   121  *                 *                 *                  *                 *                 *                  10.22489          9.588117          8.87595           9.560229          9.498061          9.188979          9.27438           *                 *                 
71   123  *                 *                 *                  *                 *                 *                  9.667412          9.608754          8.942649          9.623142          9.75954           9.0881            8.851178          *                 *                 
71   125  *                 *                 *                  *                 *                 *                  9.68605           9.34935           8.994589          9.567431          9.725924          9.201767          9.058646          *                 *                 
71   127  *                 *                 *                  *                 *                 *                  7.854212          7.58959           6.363809          7.417252          7.484582          7.271185          6.871801          *                 *                 
71   129  *                 *                 *                  *                 *                 *                  5.785424          5.44516           3.363362          4.654354          5.143218          4.733424          4.251565          *                 *                 
71   131  *                 *                 *                  *                 *                 *                  5.370743          4.538789          3.208848          4.122386          4.758104          4.301803          4.103853          *                 *                 
71   133  *                 *                 *                  *                 *                 *                  5.075862          4.280894          3.473249          4.35733           4.734738          4.267298          4.013249          *                 *                 
71   135  *                 *                 *                  *                 *                 *                  5.179382          4.130765          3.342509          4.348998          4.598938          4.208535          4.067321          *                 *                 
71   137  *                 *                 *                  *                 *                 *                  5.452532          4.008479          3.332446          4.28716           4.448286          4.18103           4.304588          *                 *                 
71   139  *                 *                 *                  *                 *                 *                  5.482063          3.917956          3.444545          4.261659          4.331839          4.187309          4.276675          *                 *                 
71   141  *                 *                 *                  *                 *                 *                  5.377359          3.814685          3.420688          4.192054          4.221163          4.142076          4.060783          *                 *                 
71   143  *                 *                 *                  *                 *                 *                  5.202306          3.611328          3.258936          4.005301          4.033198          3.963336          3.859079          *                 *                 
71   145  *                 *                 *                  *                 *                 *                  4.927314          3.295695          2.960594          3.697414          3.737685          3.623263          3.56943           *                 *                 
71   147  *                 *                 *                  *                 *                 *                  4.555441          2.939769          2.488705          3.30513           3.402346          3.194003          3.072475          *                 *                 
71   149  *                 *                 *                  *                 *                 *                  4.136907          2.598062          1.991056          2.916322          3.098905          2.827671          2.582364          *                 *                 
71   151  *                 *                 *                  *                 *                 *                  3.759913          2.275509          1.656665          2.605772          2.820633          2.564198          2.290906          *                 *                 
71   153  *                 *                 *                  *                 *                 *                  3.468927          1.939206          1.472783          2.349847          2.520556          2.322648          2.101703          *                 *                 
71   155  *                 *                 *                  *                 *                 *                  3.201621          1.55821           1.304827          2.057877          2.172605          2.024583          1.836484          *                 *                 
71   157  *                 *                 *                  *                 *                 *                  2.845613          1.133473          0.891377          1.651367          1.798047          1.659918          1.40818           *                 *                 
71   159  *                 *                 *                  *                 *                 *                  2.317439          0.70109           *                 1.154199          1.442697          1.281679          0.89029           *                 *                 
71   161  *                 *                 *                  *                 *                 *                  1.696149          *                 *                 0.696268          1.12804           0.938427          0.467248          *                 *                 
71   163  *                 *                 *                  *                 *                 *                  1.199788          *                 *                 *                 0.905262          0.653749          *                 *                 *                 
71   165  *                 *                 *                  *                 *                 *                  0.924888          *                 *                 *                 0.67689           0.437363          *                 *                 *                 
71   167  *                 *                 *                  *                 *                 *                  0.783011          *                 *                 *                 *                 *                 *                 *                 *                 
71   169  *                 *                 *                  *                 *                 *                  0.652252          *                 *                 *                 *                 *                 *                 *                 *                 
71   171  *                 *                 *                  *                 *                 *                  0.572367          *                 *                 *                 *                 *                 *                 *                 *                 
71   173  *                 *                 *                  *                 *                 *                  0.428536          *                 *                 *                 *                 *                 *                 *                 *                 
71   175  *                 *                 *                  *                 *                 *                  0.406383          *                 *                 *                 *                 *                 *                 *                 *                 
71   181  *                 *                 *                  *                 *                 *                  0.319637          *                 *                 0.292895          *                 *                 *                 *                 *                 
71   183  *                 *                 *                  *                 *                 *                  0.55932           *                 *                 *                 *                 *                 *                 *                 *                 
73   81   *                 *                 *                  *                 *                 *                  *                 26.81282          26.47992          26.548585         26.684367         26.35761          26.930165         *                 *                 
73   83   *                 *                 *                  *                 *                 *                  23.419815         23.77303          23.361193         23.728239         23.872031         23.440282         23.232097         *                 *                 
73   85   *                 *                 *                  *                 *                 *                  20.679146         20.936856         20.28102          20.648402         20.769488         20.539358         19.927171         *                 *                 
73   87   *                 *                 *                  *                 *                 *                  20.107836         20.309974         20.150682         20.299557         20.291943         20.266173         19.949942         *                 *                 
73   89   20.0495           20.09913          *                  0.10322           0.07536           *                  19.783417         19.94453          19.530441         19.880178         19.863694         19.732606         19.574057         *                 *                 
73   91   19.64306          19.64524          *                  0.05925           0.05924           *                  19.471691         19.206301         18.738483         19.235503         19.206771         19.040539         18.980633         *                 *                 
73   93   18.95761          18.95761          *                  0.03952           0.03952           *                  19.196069         18.582755         18.193624         18.680346         18.624837         18.495779         18.635379         *                 *                 
73   95   18.43877          18.43877          *                  0.03952           0.03952           *                  18.824888         18.082468         17.868239         18.216705         18.132891         18.117885         18.273271         *                 *                 
73   97   17.88639          17.88639          *                  0.03952           0.03952           *                  18.363374         17.618796         17.630893         17.797831         17.643586         17.746457         17.706955         *                 *                 
73   99   17.33495          17.33495          *                  0.03952           0.03952           *                  17.887996         17.136762         17.224271         17.288418         17.088589         17.132404         17.06854          *                 *                 
73   101  16.55342          16.55342          *                  0.03952           0.03952           *                  17.251143         16.442805         16.340619         16.517033         16.390403         16.259478         16.354139         *                 *                 
73   103  15.76724          15.76724          *                  0.04154           0.04154           *                  16.457419         15.477687         15.246903         15.558624         15.502368         15.226322         15.447521         *                 *                 
73   105  15.28452          *                 *                  0.03427           *                 *                  15.577942         14.598194         14.461507         14.703064         14.585646         14.27482          14.513388         *                 *                 
73   107  14.57157          *                 *                  0.01521           *                 *                  14.73238          13.965396         13.873054         14.051074         13.884869         13.642538         13.683921         *                 *                 
73   109  13.63969          13.63969          *                  0.00133           0.00134           *                  14.119166         13.426617         13.309476         13.467518         13.369419         13.136106         13.014342         *                 *                 
73   111  12.55068          12.55207          *                  0.02605           0.02604           *                  13.557238         12.863021         12.684698         12.815773         12.823562         12.493463         12.434248         *                 *                 
73   113  11.90987          11.91079          *                  0.06541           0.0654            *                  12.92758          12.184085         11.701467         12.045303         12.114136         11.731938         11.891837         *                 *                 
73   115  *                 11.14714          *                  *                 0.08137           *                  12.153721         11.741692         10.694082         11.310577         11.332565         10.961523         11.2763           *                 *                 
73   117  *                 *                 *                  *                 *                 *                  11.549245         11.490026         10.341034         11.161395         11.057055         10.753759         10.763376         *                 *                 
73   119  *                 *                 *                  *                 *                 *                  11.635854         11.121999         10.276479         11.063368         10.917726         10.668927         10.725399         *                 *                 
73   121  *                 *                 *                  *                 *                 *                  11.442194         10.786408         10.246839         10.764722         10.657991         10.377317         10.470751         *                 *                 
73   123  *                 *                 *                  *                 *                 *                  10.920834         10.561594         10.218547         10.632435         10.792264         10.109419         9.93651           *                 *                 
73   125  *                 *                 *                  *                 *                 *                  10.643078         10.225125         9.859024          10.425397         10.643688         10.056161         9.969939          *                 *                 
73   127  *                 *                 *                  *                 *                 *                  8.588104          8.465152          7.13288           8.239573          8.328524          8.062824          7.665988          *                 *                 
73   129  *                 *                 *                  *                 *                 *                  6.496732          6.238649          4.154423          5.413967          5.840497          5.40637           4.95202           *                 *                 
73   131  *                 *                 *                  *                 *                 *                  6.105319          5.318731          3.939605          4.839435          5.415385          4.95636           4.813368          *                 *                 
73   133  *                 *                 *                  *                 *                 *                  5.770796          5.071503          4.208327          5.051827          5.40111           4.953888          4.764075          *                 *                 
73   135  *                 *                 *                  *                 *                 *                  5.739709          4.936093          4.09605           5.048195          5.252505          4.880336          4.746605          *                 *                 
73   137  *                 *                 *                  *                 *                 *                  5.956424          4.778451          3.994093          4.950216          5.070961          4.812211          4.884217          *                 *                 
73   139  *                 *                 *                  *                 *                 *                  6.034635          4.616679          4.040456          4.876574          4.898518          4.774242          4.87537           *                 *                 
73   141  *                 *                 *                  *                 *                 *                  5.971707          4.460408          4.095804          4.80593           4.738081          4.800269          4.748048          *                 *                 
73   143  *                 *                 *                  *                 *                 *                  5.81929           4.255243          4.029986          4.678757          4.546             4.739371          4.633068          *                 *                 
73   145  *                 *                 *                  *                 *                 *                  5.558605          3.979373          3.760787          4.416781          4.288894          4.418194          4.385867          *                 *                 
73   147  *                 *                 *                  *                 *                 *                  5.177064          3.654445          3.272719          4.012414          3.991973          3.939776          3.86845           *                 *                 
73   149  *                 *                 *                  *                 *                 *                  4.724311          3.305316          2.717847          3.58267           3.708499          3.498124          3.318619          *                 *                 
73   151  *                 *                 *                  *                 *                 *                  4.322284          2.963146          2.3075            3.237806          3.442535          3.173963          2.964292          *                 *                 
73   153  *                 *                 *                  *                 *                 *                  4.046389          2.621286          2.078058          2.97602           3.157496          2.915676          2.738887          *                 *                 
73   155  *                 *                 *                  *                 *                 *                  3.830052          2.247698          1.934619          2.70524           2.824728          2.632473          2.473401          *                 *                 
73   157  *                 *                 *                  *                 *                 *                  3.551443          1.840049          1.610547          2.328419          2.454088          2.266059          2.077767          *                 *                 
73   159  *                 *                 *                  *                 *                 *                  3.09319           1.429582          0.974573          1.859048          2.091926          1.841487          1.58695           *                 *                 
73   161  *                 *                 *                  *                 *                 *                  2.498858          1.061208          *                 1.440643          1.807991          1.469594          1.16336           *                 *                 
73   163  *                 *                 *                  *                 *                 *                  2.014391          0.760414          *                 1.16892           1.632964          1.245081          0.909524          *                 *                 
73   165  *                 *                 *                  *                 *                 *                  1.769988          *                 *                 0.994688          1.398718          1.119272          0.779228          *                 *                 
73   167  *                 *                 *                  *                 *                 *                  1.670471          *                 *                 0.813871          1.102027          1.000112          0.667132          *                 *                 
73   169  *                 *                 *                  *                 *                 *                  1.570798          *                 *                 0.562938          0.913814          0.872499          0.48086           *                 *                 
73   171  *                 *                 *                  *                 *                 *                  1.293956          *                 *                 *                 0.785349          0.750985          0.401567          *                 *                 
73   173  *                 *                 *                  *                 *                 *                  0.843768          *                 *                 *                 0.674352          0.633131          *                 *                 *                 
73   175  *                 *                 *                  *                 *                 *                  0.921637          *                 *                 *                 0.676885          0.496423          *                 *                 *                 
73   177  *                 *                 *                  *                 *                 *                  1.199167          *                 *                 *                 0.758403          *                 *                 *                 *                 
73   179  *                 *                 *                  *                 *                 *                  1.053378          *                 *                 *                 0.716686          0.332318          *                 *                 *                 
73   181  *                 *                 *                  *                 *                 *                  0.914943          *                 *                 0.81617           0.832227          0.629195          *                 *                 *                 
73   183  *                 *                 *                  *                 *                 *                  1.019606          *                 *                 *                 *                 0.639563          0.483259          *                 *                 
75   83   *                 *                 *                  *                 *                 *                  24.560579         *                 24.624548         *                 25.020416         24.726426         24.538126         *                 *                 
75   85   *                 *                 *                  *                 *                 *                  21.410924         21.889203         21.081508         21.566873         21.664171         21.467065         20.818857         *                 *                 
75   87   *                 *                 *                  *                 *                 *                  20.783179         21.187358         20.897862         21.092143         21.054629         21.138618         20.779441         *                 *                 
75   89   *                 *                 *                  *                 *                 *                  20.450607         20.865913         20.437393         20.749784         20.682679         20.663875         20.48877          *                 *                 
75   91   *                 20.56368          *                  *                 0.09058           *                  20.090061         20.109591         19.678195         20.110907         20.053109         19.963319         19.84491          *                 *                 
75   93   *                 20.04404          *                  *                 0.0786            *                  19.782163         19.447099         19.0215           19.500147         19.442631         19.344096         19.519837         *                 *                 
75   95   19.2655           19.26094          *                  0.04019           0.03852           *                  19.479219         18.883881         18.678228         18.981081         18.920668         19.04958          19.312996         *                 *                 
75   97   18.74812          18.76655          *                  0.05983           0.04533           *                  19.135088         18.385238         18.521853         18.629109         18.443098         18.730277         18.727414         *                 *                 
75   99   18.29249          18.27862          *                  0.06078           0.04797           *                  18.667687         17.999934         18.064389         18.189826         17.953107         18.03043          17.991035         *                 *                 
75   101  17.53242          17.53242          *                  0.03952           0.03952           *                  18.057242         17.392379         17.1812           17.426203         17.334806         17.177143         17.261256         *                 *                 
75   103  16.7332           16.7332           *                  0.03952           0.03952           *                  17.419455         16.413069         16.214519         16.541176         16.513121         16.217372         16.374769         *                 *                 
75   105  16.32885          16.32654          *                  0.03519           0.03519           *                  16.670822         15.639482         15.568075         15.790248         15.702233         15.345422         15.482711         *                 *                 
75   107  15.75048          15.75134          *                  0.1042            0.1042            *                  15.903937         15.144075         15.05972          15.205211         15.046168         14.767893         14.836576         *                 *                 
75   109  14.92175          14.91621          *                  0.10207           0.10207           *                  15.294884         14.649326         14.4787           14.630661         14.524622         14.276545         14.286389         *                 *                 
75   111  13.8462           13.85009          *                  0.00412           0.00409           *                  14.742831         14.107735         13.883257         14.025172         14.03801          13.684984         13.684252         *                 *                 
75   113  13.22859          13.23236          *                  0.00098           0.00087           *                  14.256872         13.542982         13.111103         13.376354         13.41302          13.05458          13.192411         *                 *                 
75   115  12.69281          12.76165          *                  0.14924           0.07085           *                  13.625193         13.094853         12.349597         12.723134         12.823946         12.385857         12.609126         *                 *                 
75   117  *                 12.09563          *                  *                 0.10016           *                  12.778132         12.704305         11.765852         12.448163         12.446577         12.011052         11.938559         *                 *                 
75   119  *                 *                 *                  *                 *                 *                  12.694252         12.303086         11.436618         12.269953         12.115844         11.816176         11.834615         *                 *                 
75   121  *                 *                 *                  *                 *                 *                  12.731206         11.89488          11.576516         11.972766         11.869597         11.584299         11.67973          *                 *                 
75   123  *                 *                 *                  *                 *                 *                  12.206673         11.624553         11.457191         11.714582         11.890566         11.223884         11.076327         *                 *                 
75   125  *                 *                 *                  *                 *                 *                  11.668488         11.23317          10.811532         11.360481         11.612535         10.992904         10.971593         *                 *                 
75   127  *                 *                 *                  *                 *                 *                  9.390106          9.333285          7.982473          9.062168          9.172805          8.847892          8.512256          *                 *                 
75   129  *                 *                 *                  *                 *                 *                  7.109452          7.035386          4.881533          6.189329          6.518084          6.052321          5.605402          *                 *                 
75   131  *                 *                 *                  *                 *                 *                  6.674464          6.099565          4.494111          5.463895          5.989138          5.518414          5.429657          *                 *                 
75   133  *                 *                 *                  *                 *                 *                  6.344128          5.748492          4.736767          5.573015          5.966281          5.50871           5.423134          *                 *                 
75   135  *                 *                 *                  *                 *                 *                  6.152294          5.523111          4.698129          5.620571          5.830263          5.427181          5.339219          *                 *                 
75   137  *                 *                 *                  *                 *                 *                  6.314312          5.375163          4.579449          5.529039          5.665561          5.362012          5.396443          *                 *                 
75   139  *                 *                 *                  *                 *                 *                  6.487813          5.212862          4.589411          5.434847          5.473314          5.335019          5.407294          *                 *                 
75   141  *                 *                 *                  *                 *                 *                  6.560728          5.053251          4.851802          5.409606          5.28398           5.535164          5.462797          *                 *                 
75   143  *                 *                 *                  *                 *                 *                  6.535812          4.865277          4.924478          5.416769          5.088485          5.562902          5.446318          *                 *                 
75   145  *                 *                 *                  *                 *                 *                  6.266907          4.727308          4.557288          5.196827          4.859647          5.156414          5.134263          *                 *                 
75   147  *                 *                 *                  *                 *                 *                  5.808226          4.476606          4.001251          4.726561          4.602126          4.637541          4.593758          *                 *                 
75   149  *                 *                 *                  *                 *                 *                  5.292502          4.042811          3.380759          4.238067          4.339296          4.148151          4.013655          *                 *                 
75   151  *                 *                 *                  *                 *                 *                  4.85588           3.640163          2.900683          3.850561          4.078675          3.775825          3.595819          *                 *                 
75   153  *                 *                 *                  *                 *                 *                  4.600156          3.272953          2.633701          3.57557           3.80432           3.497774          3.315726          *                 *                 
75   155  *                 *                 *                  *                 *                 *                  4.445103          2.900295          2.512615          3.322187          3.486995          3.226233          3.03973           *                 *                 
75   157  *                 *                 *                  *                 *                 *                  4.23493           2.523873          2.274733          2.980078          3.132932          2.86485           2.675153          *                 *                 
75   159  *                 *                 *                  *                 *                 *                  3.841729          2.185525          1.782565          2.559001          2.828037          2.408372          2.220416          *                 *                 
75   161  *                 *                 *                  *                 *                 *                  3.308828          1.889137          1.299209          2.197849          2.618401          2.039146          1.82815           *                 *                 
75   163  *                 *                 *                  *                 *                 *                  2.87623           1.620438          0.974186          1.971079          2.407664          1.898262          1.636784          *                 *                 
75   165  *                 *                 *                  *                 *                 *                  2.659733          1.369927          0.725768          1.817962          2.13              1.854162          1.564883          *                 *                 
75   167  *                 *                 *                  *                 *                 *                  2.571276          1.120845          *                 1.646323          1.871149          1.762807          1.45426           *                 *                 
75   169  *                 *                 *                  *                 *                 *                  2.477704          0.976857          *                 1.388552          1.708565          1.614549          1.239504          *                 *                 
75   171  *                 *                 *                  *                 *                 *                  2.156328          0.910875          *                 1.054851          1.577226          1.439006          1.12808           *                 *                 
75   173  *                 *                 *                  *                 *                 *                  1.577213          0.741633          *                 0.963703          1.429224          1.283522          1.107373          *                 *                 
75   175  *                 *                 *                  *                 *                 *                  1.609098          *                 *                 1.064198          1.342611          1.16661           0.952515          *                 *                 
75   177  *                 *                 *                  *                 *                 *                  1.957566          *                 *                 1.029715          1.359724          1.080497          0.739496          *                 *                 
75   179  *                 *                 *                  *                 *                 *                  1.804185          *                 *                 0.858434          1.435912          1.059816          0.583435          *                 *                 
75   181  *                 *                 *                  *                 *                 *                  1.51475           0.34889           *                 1.412989          1.655117          1.458319          0.947755          *                 *                 
75   183  *                 *                 *                  *                 *                 *                  1.568482          *                 *                 1.421744          1.204416          1.420981          1.150366          *                 *                 
77   87   *                 *                 *                  *                 *                 *                  21.269322         21.942952         21.37773          21.697881         21.712735         21.796745         21.370562         *                 *                 
77   89   *                 *                 *                  *                 *                 *                  20.965172         21.627035         21.138428         21.48158          21.419922         21.457837         21.21679          *                 *                 
77   91   *                 *                 *                  *                 *                 *                  20.659509         20.973368         20.504404         20.91688          20.867475         20.821139         20.689342         *                 *                 
77   93   *                 *                 *                  *                 *                 *                  20.357807         20.3059           19.834292         20.308926         20.259054         20.16876          20.333469         *                 *                 
77   95   *                 *                 *                  *                 *                 *                  20.22185          19.700519         19.509015         19.753526         19.705406         19.942228         20.207978         *                 *                 
77   97   *                 19.62676          *                  *                 0.04052           *                  20.057585         19.157725         19.437904         19.484616         19.25439          19.70411          19.719731         *                 *                 
77   99   19.13492          19.15747          *                  0.03434           0.02953           *                  19.54605          18.80255          18.984886         19.138664         18.851516         18.986203         18.985056         *                 *                 
77   101  18.53349          18.51619          *                  0.02836           0.0259            *                  18.914948         18.305841         18.139769         18.388376         18.320278         18.167762         18.266629         *                 *                 
77   103  17.86828          17.86828          *                  0.02935           0.02935           *                  18.267349         17.443456         17.25592          17.541629         17.612751         17.27953          17.41517          *                 *                 
77   105  17.21679          17.21679          *                  0.03018           0.03018           *                  17.474069         16.793497         16.552847         16.766125         16.892219         16.421807         16.49652          *                 *                 
77   107  16.70181          16.70181          *                  0.03494           0.03494           *                  16.767284         16.363914         15.948604         16.192172         16.223401         15.748697         15.784063         *                 *                 
77   109  15.70474          15.70413          *                  0.03247           0.03247           *                  16.323088         15.872723         15.37681          15.765945         15.672541         15.194071         15.242454         *                 *                 
77   111  15.29775          15.3152           *                  0.01794           0.01902           *                  15.935588         15.352971         15.054375         15.326283         15.230505         14.841992         14.804606         *                 *                 
77   113  14.56576          14.55127          *                  0.00698           0.0095            *                  15.546654         14.857918         14.677996         14.810801         14.723399         14.510509         14.473704         *                 *                 
77   115  14.22465          14.22465          *                  0.00041           0.00041           *                  15.072267         14.368778         14.083598         14.27065          14.237766         13.955455         14.054833         *                 *                 
77   117  13.83871          13.83878          *                  0.00023           0.00023           *                  14.526572         13.856243         13.463673         13.835218         13.759473         13.473039         13.614185         *                 *                 
77   119  13.05178          13.04642          *                  0.03845           0.03843           *                  14.262237         13.415961         12.949726         13.463144         13.323267         13.07284          13.294042         *                 *                 
