Z, N, experiment, MC, EO, MC-EO, warning
60,91,2003,1242.781916,1242.781038,0.000878,
70,100,2003,1378.129686,1378.12863,0.001056,
74,107,2003,1451.269846,1451.268679,0.001167,
75,107,2003,1455.752397,1455.751206,0.001191,
21,27,2003,415.490366,415.490064,0.000302,
80,126,2003,1621.050355,1621.04902,0.001335,
63,79,2003,1168.160048,1168.159024,0.001024,
29,43,2003,618.230229,618.2298,0.000429,
33,40,2003,634.345917,634.345399,0.000518,
72,93,2003,1327.074981,1327.07388,0.001101,
36,35,2003,591.822904,591.822346,0.000558,
41,56,2003,836.447825,836.447199,0.000626,
9,7,2003,111.419835,111.419696,0.000139,
88,125,2003,1649.987748,1649.986395,0.001353,
15,25,2003,319.224558,319.22432,0.000238,
45,60,2003,900.129033,900.128355,0.000678,
49,57,2003,897.831829,897.83113,0.000699,
67,83,2003,1220.229278,1220.22825,0.001028,
86,134,2003,1697.795869,1697.79456,0.001309,
13,19,2003,259.173809,259.1736,0.000209,
3,5,2003,41.2767,41.276656,4.4e-05,
60,82,2003,1185.142354,1185.141372,0.000982,
70,95,2003,1337.291364,1337.29035,0.001014,
90,131,2003,1696.413297,1696.411912,0.001385,
71,103,2003,1404.438947,1404.437868,0.001079,
75,96,2003,1362.770663,1362.769452,0.001211,
80,117,2003,1558.003961,1558.002671,0.00129,
48,78,2003,1051.761485,1051.760682,0.000803,
29,36,2003,569.211666,569.21124,0.000426,
33,33,2003,558.392295,558.391812,0.000483,
73,90,2003,1301.055583,1301.054427,0.001156,
36,42,2003,675.578533,675.577968,0.000565,
54,84,2003,1151.746775,1151.74593,0.000845,
78,94,2003,1348.345715,1348.344464,0.001251,
9,8,2003,128.219706,128.219576,0.00013,
84,129,2003,1660.128136,1660.126899,0.001237,
37,53,2003,776.834,776.83347,0.00053,
77,94,2003,1346.385888,1346.384745,0.001143,
24,22,2003,381.978372,381.97802,0.000352,
42,64,2003,898.956787,898.956108,0.000679,
45,53,2003,838.958982,838.958302,0.00068,
66,90,2003,1278.02144,1278.020484,0.000956,
67,88,2003,1264.677633,1264.67662,0.001013,
13,12,2003,200.52879,200.5286,0.00019,
45,70,2003,967.204973,967.20428,0.000693,
70,86,2003,1257.626769,1257.625668,0.001101,
90,138,2003,1743.078318,1743.076872,0.001446,
71,92,2003,1314.87058,1314.869492,0.001088,
57,67,2003,1026.509046,1026.508208,0.000838,
80,108,2003,1485.022905,1485.021588,0.001317,
7,14,2003,138.770181,138.770079,0.000102,
48,69,2003,993.217509,993.216744,0.000765,
94,150,2003,1836.056706,1836.055348,0.001358,
41,42,2003,696.802287,696.801683,0.000604,
51,65,2003,983.195067,983.194308,0.000759,
37,62,2003,820.993019,820.992447,0.000572,
24,29,2003,464.288596,464.288215,0.000381,
10,16,2003,201.601324,201.601166,0.000158,
66,85,2003,1235.893622,1235.892569,0.001053,
60,96,2003,1272.715846,1272.714924,0.000922,
84,110,2003,1511.124733,1511.123424,0.001309,
71,85,2003,1247.329869,1247.328732,0.001137,
57,68,2003,1038.081142,1038.08025,0.000892,
80,99,2003,1399.100909,1399.099621,0.001288,
26,35,2003,530.931123,530.930702,0.000421,
7,7,2003,104.658702,104.658596,0.000106,
16,21,2003,313.017793,313.017558,0.000235,
22,31,2003,457.397361,457.396996,0.000365,
51,70,2003,1026.325591,1026.324783,0.000808,
37,39,2003,644.953669,644.9531,0.000569,
42,50,2003,796.508262,796.507664,0.000598,
84,117,2003,1573.143844,1573.14258,0.001264,
87,136,2003,1713.457083,1713.455734,0.001349,
71,82,2003,1217.773976,1217.7729,0.001076,
57,77,2003,1122.182265,1122.181392,0.000873,
58,69,2003,1051.657667,1051.656774,0.000893,
26,42,2003,571.637131,571.636696,0.000435,
16,12,2003,209.406369,209.40612,0.000249,
22,22,2003,375.475119,375.474792,0.000327,
61,73,2003,1100.573033,1100.57215,0.000883,
51,79,2003,1091.663946,1091.66317,0.000776,
34,45,2003,686.952392,686.951847,0.000545,
52,71,2003,1041.262677,1041.261912,0.000765,
42,61,2003,879.334782,879.334175,0.000607,
55,75,2003,1093.143433,1093.14257,0.000863,
65,101,2003,1346.747241,1346.746214,0.001027,
84,124,2003,1630.587663,1630.586256,0.001407,
50,60,2003,934.572204,934.57144,0.000764,
87,129,2003,1672.362782,1672.361424,0.001358,
57,86,2003,1187.792549,1187.791605,0.000944,
58,76,2003,1121.017264,1121.016396,0.000868,
68,101,2003,1371.782761,1371.781788,0.000973,
72,96,2003,1355.013979,1355.012904,0.001075,
94,139,2003,1767.025967,1767.024468,0.001499,
62,80,2003,1176.615381,1176.614414,0.000967,
51,84,2003,1119.436567,1119.435795,0.000772,
34,36,2003,600.439145,600.43865,0.000495,
52,78,2003,1095.941418,1095.94056,0.000858,
37,41,2003,667.552701,667.552158,0.000543,
76,116,2003,1526.116231,1526.115072,0.001159,
10,13,2003,182.971026,182.970865,0.000161,
85,130,2003,1670.090162,1670.088825,0.001337,
55,64,2003,989.763587,989.762746,0.000841,
38,56,2003,807.815657,807.815038,0.000619,
84,123,2003,1622.192678,1622.191311,0.001367,
85,115,2003,1556.753009,1556.7516,0.001409,
50,55,2003,881.634255,881.633445,0.00081,
58,87,2003,1202.062617,1202.061745,0.000872,
96,142,2003,1796.473773,1796.472314,0.001459,
46,59,2003,899.913887,899.91321,0.000677,
72,103,2003,1410.6365,1410.63545,0.00105,
19,23,2003,359.15258,359.15229,0.00029,
22,32,2003,464.234234,464.233896,0.000338,
61,91,2003,1250.380281,1250.37936,0.000921,
62,91,2003,1258.972835,1258.971822,0.001013,
30,32,2003,538.123149,538.122676,0.000473,
52,85,2003,1134.650454,1134.649618,0.000836,
17,29,2003,372.689214,372.688964,0.00025,
76,115,2003,1518.55814,1518.55696,0.00118,
42,47,2003,760.493194,760.49254,0.000654,
81,120,2003,1586.147949,1586.146677,0.001272,
55,89,2003,1182.511407,1182.510576,0.000831,
38,51,2003,774.827778,774.827236,0.000542,
97,152,2003,1864.022229,1864.020723,0.001506,
25,30,2003,482.074738,482.07434,0.000398,
64,79,2003,1172.361536,1172.360618,0.000918,
85,124,2003,1633.286766,1633.285467,0.001299,
89,121,2003,1616.559552,1616.55816,0.001392,
101,156,2003,1906.316849,1906.315233,0.001616,
46,66,2003,954.336683,954.335984,0.000699,
69,99,2003,1363.31809,1363.316976,0.001114,
72,110,2003,1458.710441,1458.709252,0.001189,
73,96,2003,1357.232842,1357.231733,0.001109,
19,28,2003,400.183885,400.183568,0.000317,
61,84,2003,1203.892541,1203.891645,0.000896,
27,44,2003,595.813946,595.81354,0.000406,
30,43,2003,631.146558,631.146101,0.000457,
34,54,2003,747.554786,747.55428,0.000506,
17,22,2003,331.281939,331.281678,0.000261,
76,106,2003,1454.13162,1454.130496,0.001124,
77,116,2003,1532.058518,1532.057353,0.001165,
23,24,2003,403.360332,403.359969,0.000363,
81,113,2003,1529.293722,1529.292494,0.001228,
82,129,2003,1649.388216,1649.387,0.001216,
49,72,2003,1024.13621,1024.135409,0.000801,
55,86,2003,1169.504408,1169.503491,0.000917,
38,42,2003,686.284999,686.2844,0.000599,
43,61,2003,888.262906,888.262232,0.000674,
11,20,2003,228.950423,228.950252,0.000171,
58,89,2003,1213.137162,1213.136316,0.000846,
46,69,2003,972.617238,972.616525,0.000713,
68,82,2003,1215.331924,1215.3309,0.001024,
51,58,2003,916.133819,916.13301,0.000809,
73,105,2003,1430.091535,1430.090448,0.001087,
100,152,2003,1878.921423,1878.919812,0.001611,
27,37,2003,555.234039,555.2336,0.000439,
34,49,2003,718.660719,718.660231,0.000488,
17,15,2003,258.312282,258.312032,0.00025,
55,62,2003,967.75869,967.757895,0.000795,
76,97,2003,1374.31891,1374.317709,0.001201,
77,109,2003,1480.198436,1480.1973,0.001136,
81,106,2003,1468.410982,1468.409646,0.001336,
82,120,2003,1592.188505,1592.18723,0.001275,
49,65,2003,970.368076,970.367316,0.00076,
50,81,2003,1095.54021,1095.539376,0.000834,
31,49,2003,680.588276,680.58776,0.000516,
35,50,2003,737.290632,737.290085,0.000547,
74,91,2003,1312.736785,1312.73571,0.001075,
38,45,2003,716.986169,716.985623,0.000546,
43,50,2003,800.594776,800.594127,0.000649,
8,16,2003,168.382565,168.38244,0.000125,
64,93,2003,1287.958273,1287.95735,0.000923,
11,13,2003,193.52408,193.523904,0.000176,
14,10,2003,172.004294,172.004088,0.000206,
90,123,2003,1636.66187,1636.660476,0.001394,
96,147,2003,1829.042684,1829.041074,0.00161,
78,103,2003,1434.26122,1434.259928,0.001292,
43,67,2003,925.165411,925.16479,0.000621,
47,70,2003,989.839842,989.839071,0.000771,
68,89,2003,1277.418101,1277.416998,0.001103,
69,85,2003,1243.431212,1243.430188,0.001024,
5,3,2003,37.737388,37.737312,7.6e-05,
62,76,2003,1136.835011,1136.834064,0.000947,
47,55,2003,868.769665,868.768986,0.000679,
77,102,2003,1422.603623,1422.6025,0.001123,
82,115,2003,1550.647065,1550.645706,0.001359,
50,72,2003,1035.530081,1035.52929,0.000791,
64,84,2003,1220.761564,1220.760536,0.001028,
65,90,2003,1271.45704,1271.45601,0.00103,
14,13,2003,219.357222,219.357018,0.000204,
39,63,2003,854.655908,854.655348,0.00056,
78,110,2003,1494.208737,1494.207456,0.001281,
79,100,2003,1407.913697,1407.912507,0.00119,
69,94,2003,1324.378911,1324.377771,0.00114,
24,38,2003,522.06027,522.059902,0.000368,
5,12,2003,89.529923,89.529837,8.6e-05,
47,60,2003,915.263105,915.262378,0.000727,
30,28,2003,486.964141,486.963708,0.000433,
20,18,2003,313.122639,313.122356,0.000283,
59,73,2003,1094.469797,1094.468892,0.000905,
81,100,2003,1410.340668,1410.339511,0.001157,
82,106,2003,1471.071894,1471.070672,0.001222,
50,67,2003,995.627492,995.62671,0.000782,
31,39,2003,609.650017,609.64953,0.000487,
18,24,2003,359.336032,359.335746,0.000286,
91,143,2003,1777.154884,1777.153482,0.001402,
40,53,2003,806.456283,806.455638,0.000645,
65,83,2003,1214.243858,1214.242912,0.000946,
14,20,2003,283.428916,283.428692,0.000224,
53,71,2003,1046.744729,1046.743892,0.000837,
39,52,2003,790.323971,790.323352,0.000619,
78,113,2003,1516.297701,1516.296475,0.001226,
79,109,2003,1487.904256,1487.903064,0.001192,
26,27,2003,458.384512,458.384121,0.000391,
44,65,2003,926.201665,926.201013,0.000652,
56,68,2003,1036.122569,1036.12168,0.000889,
66,101,2003,1356.212659,1356.211676,0.000983,
20,25,2003,388.374594,388.3743,0.000294,
59,78,2003,1142.790235,1142.789336,0.000899,
82,101,2003,1420.468599,1420.467411,0.001188,
28,41,2003,594.994258,594.993831,0.000427,
32,44,2003,661.598549,661.598088,0.000461,
31,44,2003,649.561098,649.5606,0.000498,
35,41,2003,656.327673,656.327108,0.000565,
18,19,2003,315.504426,315.504143,0.000283,
74,116,2003,1509.954081,1509.95299,0.001091,
91,132,2003,1706.39087,1706.389533,0.001337,
40,60,2003,852.442775,852.4422,0.000575,
8,5,2003,75.55604,75.555922,0.000118,
65,84,2003,1223.270694,1223.269736,0.000958,
53,64,2003,983.31505,983.314215,0.000835,
39,45,2003,721.637569,721.636944,0.000625,
95,144,2003,1805.331353,1805.329759,0.001594,
78,120,2003,1567.006639,1567.005462,0.001177,
98,148,2003,1844.783831,1844.78229,0.001541,
44,56,2003,861.92812,861.9274,0.00072,
79,106,2003,1463.256458,1463.25528,0.001178,
83,111,2003,1516.892092,1516.89085,0.001242,
48,59,2003,913.06387,913.0631,0.00077,
12,17,2003,235.299254,235.299069,0.000185,
56,75,2003,1100.215784,1100.214897,0.000887,
62,97,2003,1297.048198,1297.04727,0.000928,
86,123,2003,1628.553408,1628.552035,0.001373,
89,133,2003,1705.583491,1705.582044,0.001447,
52,63,2003,969.582999,969.58225,0.000749,
56,58,2003,922.265154,922.264332,0.000822,
20,32,2003,436.571011,436.57068,0.000331,
59,71,2003,1074.289134,1074.28828,0.000854,
60,79,2003,1156.964902,1156.963998,0.000904,
28,32,2003,526.845827,526.84542,0.000407,
32,35,2003,578.401452,578.40095,0.000502,
88,128,2003,1671.268356,1671.266952,0.001404,
35,46,2003,704.369932,704.369358,0.000574,
8,12,2003,151.370232,151.3701,0.000132,
63,83,2003,1206.247716,1206.246744,0.000972,
53,73,2003,1063.43294,1063.432062,0.000878,
36,55,2003,777.636262,777.635677,0.000585,
54,73,2003,1071.132181,1071.131335,0.000846,
39,42,2003,689.283099,689.282541,0.000558,
79,115,2003,1536.293423,1536.292208,0.001215,
44,55,2003,852.254795,852.254073,0.000722,
83,116,2003,1562.057053,1562.055674,0.001379,
48,50,2003,821.067782,821.06703,0.000752,
12,8,2003,134.468013,134.46784,0.000173,
15,13,2003,221.420658,221.420444,0.000214,
56,82,2003,1158.29285,1158.29196,0.00089,
86,114,2003,1550.989013,1550.9876,0.001413,
89,142,2003,1758.929515,1758.928017,0.001498,
