Z, N, experiment, who missed, value
34,36,2003,Erik,-2.8467
52,78,2003,Erik,-3.75591
8,15,2003,Erik,-20.23262
63,92,2003,Erik,-0.85415
37,41,2003,Erik,-4.05506
49,68,2003,Erik,-4.33729
50,74,2003,Erik,-6.6876
9,14,2003,Erik,-14.9573
38,38,2003,Erik,-2.72789
53,86,2003,Erik,-1.55517
36,50,2003,Erik,-8.09648
10,13,2003,Erik,-10.91383
54,76,2003,Erik,-2.24205
37,51,2003,Erik,-7.23458
79,124,2003,Erik,-1.16744
44,50,2003,Erik,-4.82555
9,16,2003,Erik,-16.40337
24,24,2003,Erik,-7.69564
48,53,2003,Erik,-0.37333
38,56,2003,Erik,-6.2955
12,11,2003,Erik,-9.65012
45,51,2003,Erik,-3.16968
14,15,2003,Erik,-11.12714
15,14,2003,Erik,-10.46137
39,61,2003,Erik,-8.49458
13,10,2003,Erik,-8.58215
27,27,2003,Erik,-7.80764
45,68,2003,Erik,-6.57196
28,28,2003,Erik,-7.99698
24,36,2003,Erik,-9.99201
46,59,2003,Erik,-2.88802
61,97,2003,Erik,-3.31612
59,81,2003,Erik,-1.08325
25,33,2003,Erik,-8.44079
30,30,2003,Erik,-2.70901
19,23,2003,Erik,-7.64837
26,38,2003,Erik,-10.69171
7,8,2003,Erik,-10.99141
22,32,2003,Erik,-8.44848
48,71,2003,Erik,-5.92941
61,91,2003,Erik,-1.15644
62,91,2003,Erik,-0.60989
31,31,2003,Erik,-2.76329
20,16,2003,Erik,-6.66407
16,16,2003,Erik,-6.94782
40,45,2003,Erik,-4.04633
30,32,2003,Erik,-3.36865
21,21,2003,Erik,-5.74546
52,85,2003,Erik,-1.03354
17,29,2003,Erik,-18.07203
50,69,2003,Erik,-4.40279
22,26,2003,Erik,-9.44416
31,37,2003,Erik,-4.08679
18,26,2003,Erik,-12.2314
42,47,2003,Erik,-4.27968
40,51,2003,Erik,-5.4349
54,71,2003,Erik,-1.06583
51,67,2003,Erik,-1.85218
41,50,2003,Erik,-6.03863
65,93,2003,Erik,-0.15775
24,31,2003,Erik,-7.80456
14,22,2003,Erik,-13.95264
38,51,2003,Erik,-7.15379
25,30,2003,Erik,-7.93411
15,23,2003,Erik,-14.25024
39,58,2003,Erik,-6.06508
26,29,2003,Erik,-8.45548
28,27,2003,Erik,-7.53815
46,66,2003,Erik,-5.08844
6,4,2003,Erik,-5.10118
47,59,2003,Erik,-2.58725
19,28,2003,Erik,-13.95302
26,33,2003,Erik,-7.98054
20,31,2003,Erik,-12.38033
33,49,2003,Erik,-9.04235
16,23,2003,Erik,-11.22685
30,43,2003,Erik,-7.85661
21,30,2003,Erik,-9.94683
80,123,2003,Erik,-0.30168
17,22,2003,Erik,-7.36738
32,42,2003,Erik,-6.2827
22,29,2003,Erik,-9.81264
31,34,2003,Erik,-3.09845
29,46,2003,Erik,-12.67135
35,39,2003,Erik,-3.38789
18,21,2003,Erik,-6.82057
33,43,2003,Erik,-6.12504
23,24,2003,Erik,-8.23904
40,58,2003,Erik,-4.87141
51,72,2003,Erik,-3.94454
49,72,2003,Erik,-6.00068
41,59,2003,Erik,-4.01751
42,48,2003,Erik,-4.78783
55,86,2003,Erik,-0.399
38,42,2003,Erik,-3.71882
43,61,2003,Erik,-4.97177
15,28,2003,Erik,-18.05539
39,51,2003,Erik,-6.16536
78,122,2003,Erik,-0.74697
11,20,2003,Erik,-14.69701
44,62,2003,Erik,-5.18952
55,76,2003,Erik,-1.50158
48,57,2003,Erik,-1.327
45,63,2003,Erik,-4.95805
58,89,2003,Erik,-0.51793
65,98,2003,Erik,-0.97302
13,22,2003,Erik,-15.20987
56,73,2003,Erik,-0.29741
46,69,2003,Erik,-6.16223
57,83,2003,Erik,-0.40724
26,40,2003,Erik,-11.58388
27,37,2003,Erik,-9.03977
16,14,2003,Erik,-9.34282
28,38,2003,Erik,-9.53045
34,49,2003,Erik,-8.27705
17,15,2003,Erik,-8.59593
32,33,2003,Erik,-2.49406
22,20,2003,Erik,-5.48725
31,43,2003,Erik,-7.49837
29,39,2003,Erik,-8.19926
35,44,2003,Erik,-5.46102
33,44,2003,Erik,-6.64216
54,81,2003,Erik,-3.63248
51,81,2003,Erik,-7.73949
34,43,2003,Erik,-5.72698
49,65,2003,Erik,-3.53652
50,81,2003,Erik,-11.22203
31,49,2003,Erik,-10.5841
37,46,2003,Erik,-5.43121
36,47,2003,Erik,-6.48902
35,50,2003,Erik,-8.50187
41,60,2003,Erik,-5.10945
42,59,2003,Erik,-2.9895
9,11,2003,Erik,-8.12598
38,45,2003,Erik,-4.77762
53,75,2003,Erik,-2.54256
36,53,2003,Erik,-6.72327
54,75,2003,Erik,-2.1001
43,50,2003,Erik,-5.37706
8,16,2003,Erik,-20.91213
64,93,2003,Erik,-0.68975
39,40,2003,Erik,-3.55982
11,13,2003,Erik,-10.82563
44,53,2003,Erik,-1.73366
14,10,2003,Erik,-9.24059
55,69,2003,Erik,-0.36666
12,14,2003,Erik,-10.61478
45,56,2003,Erik,-2.61283
49,61,2003,Erik,-1.96257
13,15,2003,Erik,-10.85724
56,80,2003,Erik,-2.03137
50,58,2003,Erik,-0.49122
47,70,2003,Erik,-6.0075
5,3,2003,Erik,-4.82661
46,54,2003,Erik,-1.57907
68,103,2003,Erik,-0.21323
59,90,2003,Erik,-0.49463
47,55,2003,Erik,-1.51499
6,8,2003,Erik,-12.01169
19,16,2003,Erik,-6.52665
7,13,2003,Erik,-17.74149
48,66,2003,Erik,-4.09668
29,32,2003,Erik,-5.06435
33,37,2003,Erik,-3.0436
16,27,2003,Erik,-16.31836
40,40,2003,Erik,-3.69807
34,34,2003,Erik,-2.28985
17,26,2003,Erik,-13.71935
50,72,2003,Erik,-5.66231
52,72,2003,Erik,-1.84439
63,94,2003,Erik,-1.20768
76,118,2003,Erik,-0.56127
9,12,2003,Erik,-10.34384
10,11,2003,Erik,-7.34788
37,49,2003,Erik,-7.67547
24,26,2003,Erik,-8.56099
14,13,2003,Erik,-9.33545
48,55,2003,Erik,-0.88663
25,27,2003,Erik,-8.65497
49,54,2003,Erik,-0.26663
39,63,2003,Erik,-10.09574
56,87,2003,Erik,-0.71676
27,29,2003,Erik,-7.75882
64,96,2003,Erik,-1.00322
4,9,2003,Erik,-10.11652
45,66,2003,Erik,-5.67924
28,30,2003,Erik,-6.40015
46,57,2003,Erik,-2.28705
29,31,2003,Erik,-4.72966
25,39,2003,Erik,-12.46435
47,60,2003,Erik,-2.80447
30,28,2003,Erik,-5.51183
19,25,2003,Erik,-10.67671
26,36,2003,Erik,-9.49094
7,10,2003,Erik,-11.11571
20,18,2003,Erik,-6.10692
27,41,2003,Erik,-11.15863
16,18,2003,Erik,-7.92378
40,47,2003,Erik,-4.97763
30,38,2003,Erik,-5.33286
21,19,2003,Erik,-5.52197
17,19,2003,Erik,-7.64155
50,67,2003,Erik,-3.77559
31,39,2003,Erik,-5.07673
41,46,2003,Erik,-4.28151
22,24,2003,Erik,-8.00127
18,24,2003,Erik,-9.98639
42,45,2003,Erik,-3.66129
23,29,2003,Erik,-9.37012
40,53,2003,Erik,-3.33281
81,126,2003,Erik,-0.31519
54,69,2003,Erik,-0.48902
51,69,2003,Erik,-2.59936
41,48,2003,Erik,-5.23318
37,58,2003,Erik,-6.77053
42,55,2003,Erik,-2.84832
14,20,2003,Erik,-13.47101
38,49,2003,Erik,-7.32362
53,71,2003,Erik,-1.36541
25,28,2003,Erik,-9.15588
15,17,2003,Erik,-9.87969
39,52,2003,Erik,-4.17215
11,17,2003,Erik,-10.97369
26,27,2003,Erik,-8.03976
44,65,2003,Erik,-5.93793
58,92,2003,Erik,-2.24853
46,64,2003,Erik,-4.45201
60,90,2003,Erik,-0.43908
19,30,2003,Erik,-14.38153
32,54,2016,Erik,-9.51088
20,25,2016,Erik,-10.16958
61,82,2016,Erik,-0.56677
59,78,2016,Erik,-0.13223
21,28,2016,Erik,-12.37054
30,41,2016,Erik,-6.01101
80,125,2016,Erik,-0.97194
28,41,2016,Erik,-11.18567
34,52,2016,Erik,-7.51302
32,44,2016,Erik,-7.49232
31,44,2016,Erik,-8.17837
17,20,2016,Erik,-7.84911
29,44,2016,Erik,-11.1332
35,41,2016,Erik,-4.48419
18,19,2016,Erik,-6.78673
33,41,2016,Erik,-4.37483
74,116,2016,Erik,-0.38302
40,60,2016,Erik,-5.8782
23,26,2016,Erik,-9.31495
22,19,2016,Erik,-4.98639
51,74,2016,Erik,-4.84522
34,46,2016,Erik,-6.97148
8,5,2016,Erik,-8.22046
41,57,2016,Erik,-3.59805
49,78,2016,Erik,-9.77302
50,84,2016,Erik,-7.74107
52,68,2016,Erik,-0.26693
42,62,2016,Erik,-6.39745
55,80,2016,Erik,-2.56385
38,40,2016,Erik,-3.26702
40,66,2016,Erik,-8.8156
10,7,2016,Erik,-9.0399
43,63,2016,Erik,-5.89659
39,45,2016,Erik,-4.14388
11,22,2016,Erik,-18.79499
44,56,2016,Erik,-2.85743
48,59,2016,Erik,-1.95799
55,78,2016,Erik,-1.98872
12,17,2016,Erik,-10.99224
45,61,2016,Erik,-4.21466
49,58,2016,Erik,-1.18648
13,20,2016,Erik,-13.60229
56,75,2016,Erik,-0.78709
65,96,2016,Erik,-0.4276
46,75,2016,Erik,-9.11738
62,97,2016,Erik,-2.34897
60,81,2016,Erik,-0.69896
69,106,2016,Erik,-0.21651
57,81,2016,Erik,-2.05294
4,5,2016,Erik,-2.3077
20,32,2016,Erik,-14.40984
27,39,2016,Erik,-10.30949
28,32,2016,Erik,-6.29095
32,35,2016,Erik,-2.86975
48,77,2016,Erik,-9.59068
29,37,2016,Erik,-7.25891
35,46,2016,Erik,-6.48563
33,34,2016,Erik,-2.46505
36,41,2016,Erik,-4.36697
54,87,2016,Erik,-1.31846
51,83,2016,Erik,-6.56225
8,12,2016,Erik,-12.32288
49,71,2016,Erik,-5.61063
50,79,2016,Erik,-9.66772
31,51,2016,Erik,-10.85817
34,41,2016,Erik,-4.6879
35,52,2016,Erik,-6.64727
9,9,2016,Erik,-4.41522
37,44,2016,Erik,-4.64678
42,57,2016,Erik,-2.73507
53,73,2016,Erik,-2.00086
36,55,2016,Erik,-6.97276
54,73,2016,Erik,-1.57432
43,52,2016,Erik,-1.80825
8,18,2016,Erik,-21.37508
39,42,2016,Erik,-3.30734
64,95,2016,Erik,-0.79553
37,54,2016,Erik,-6.27828
11,15,2016,Erik,-12.07907
44,55,2016,Erik,-2.33844
10,14,2016,Erik,-12.17273
42,67,2016,Erik,-7.62618
24,21,2016,Erik,-6.24218
48,50,2016,Erik,-3.95906
12,8,2016,Erik,-8.934
45,54,2016,Erik,-1.98488
55,71,2016,Erik,-0.69529
49,51,2016,Erik,-2.22625
15,13,2016,Erik,-9.52379
13,13,2016,Erik,-9.45356
56,82,2016,Erik,-2.56073
43,69,2016,Erik,-8.13809
26,23,2016,Erik,-7.66084
50,56,2016,Erik,-0.11891
47,64,2016,Erik,-3.77666
57,90,2016,Erik,-1.4278
45,71,2016,Erik,-7.9021
24,33,2016,Erik,-8.11856
46,52,2016,Erik,-1.1623
59,92,2016,Erik,-2.52616
6,14,2016,Erik,-22.36849
47,49,2016,Erik,-3.93746
19,18,2016,Erik,-6.22178
7,15,2016,Erik,-22.45275
48,68,2016,Erik,-4.81583
20,21,2016,Erik,-6.61514
61,94,2016,Erik,-2.58522
16,29,2016,Erik,-18.53417
40,42,2016,Erik,-2.88226
52,74,2016,Erik,-2.54893
17,24,2016,Erik,-10.73611
41,43,2016,Erik,-2.49548
50,70,2016,Erik,-4.8108
40,48,2016,Erik,-5.40422
53,82,2016,Erik,-4.22266
10,9,2016,Erik,-3.52847
43,45,2016,Erik,-2.88751
44,46,2016,Erik,-3.19846
24,28,2016,Erik,-9.35145
14,19,2016,Erik,-12.33641
38,60,2016,Erik,-7.50025
12,7,2016,Erik,-10.8119
45,47,2016,Erik,-3.74269
10,19,2016,Erik,-11.35414
25,25,2016,Erik,-7.97716
39,57,2016,Erik,-5.98837
56,89,2016,Erik,-1.74379
26,30,2016,Erik,-7.61276
44,68,2016,Erik,-7.29979
47,73,2016,Erik,-7.3403
27,31,2016,Erik,-6.71445
67,100,2016,Erik,-0.10947
64,98,2016,Erik,-1.45507
45,64,2016,Erik,-5.13428
58,83,2016,Erik,-0.1366
5,10,2016,Erik,-14.19493
46,63,2016,Erik,-4.0969
29,29,2016,Erik,-6.08269
68,104,2016,Erik,-0.34896
60,93,2016,Erik,-3.0853
25,37,2016,Erik,-10.54712
47,62,2016,Erik,-3.2931
19,27,2016,Erik,-13.00707
26,34,2016,Erik,-8.55293
7,4,2016,Erik,-5.79791
32,49,2016,Erik,-9.92741
20,28,2016,Erik,-13.97629
62,95,2016,Erik,-1.7722
16,20,2016,Erik,-9.01136
75,117,2016,Erik,-0.40171
23,33,2016,Erik,-8.13652
30,36,2016,Erik,-4.57775
28,44,2016,Erik,-13.16406
52,81,2016,Erik,-4.77113
17,17,2016,Erik,-6.66414
41,44,2016,Erik,-2.99168
22,30,2016,Erik,-7.67011
50,65,2016,Erik,-3.2065
31,33,2016,Erik,-2.9126
35,34,2016,Erik,-1.74733
18,22,2016,Erik,-6.80068
77,119,2016,Erik,-0.27158
42,43,2016,Erik,-2.47453
40,55,2016,Erik,-4.43293
23,31,2016,Erik,-7.77071
36,37,2016,Erik,-2.54196
51,71,2016,Erik,-3.53208
49,75,2016,Erik,-7.64361
41,54,2016,Erik,-2.85988
37,56,2016,Erik,-6.77055
42,53,2016,Erik,-2.24121
14,26,2016,Erik,-17.37539
38,55,2016,Erik,-5.97497
53,69,2016,Erik,-0.50916
43,56,2016,Erik,-2.96652
15,19,2016,Erik,-11.10877
39,54,2016,Erik,-4.93968
11,19,2016,Erik,-12.59912
26,25,2016,Erik,-8.06489
44,67,2016,Erik,-6.65863
12,20,2016,Erik,-14.55355
58,90,2016,Erik,-1.0562
13,25,2016,Erik,-17.89517
46,70,2016,Erik,-6.62573
57,78,2016,Erik,-1.00945
66,99,2016,Erik,-0.5317
63,96,2016,Erik,-1.52827
20,27,2016,Erik,-12.75953
27,32,2016,Erik,-6.94221
33,53,2016,Erik,-8.45634
21,26,2016,Erik,-10.18612
39,64,2016,Erik,-9.76135
28,43,2016,Erik,-12.22099
30,47,2016,Erik,-11.10596
34,50,2016,Erik,-8.83733
32,46,2016,Erik,-8.53025
31,46,2016,Erik,-9.42982
48,72,2016,Erik,-6.55064
29,42,2016,Erik,-9.81427
35,43,2016,Erik,-5.01702
18,17,2016,Erik,-6.42968
33,47,2016,Erik,-8.34277
23,20,2016,Erik,-6.16856
40,62,2016,Erik,-7.58952
36,44,2016,Erik,-5.06631
51,76,2016,Erik,-5.69404
34,44,2016,Erik,-6.02842
52,70,2016,Erik,-1.08652
54,82,2016,Erik,-3.66589
41,63,2016,Erik,-6.91653
8,7,2016,Erik,-10.21871
49,76,2016,Erik,-8.4989
50,82,2016,Erik,-11.72957
9,6,2016,Erik,-10.16172
42,60,2016,Erik,-4.70427
35,49,2016,Erik,-7.99351
55,82,2016,Erik,-3.11226
53,78,2016,Erik,-3.16815
38,46,2016,Erik,-5.18114
43,49,2016,Erik,-5.17702
15,24,2016,Erik,-14.97582
39,47,2016,Erik,-5.5202
11,8,2016,Erik,-6.06228
44,58,2016,Erik,-3.41538
55,72,2016,Erik,-0.72134
48,61,2016,Erik,-2.51135
12,19,2016,Erik,-12.59798
45,59,2016,Erik,-3.36332
49,56,2016,Erik,-0.73111
13,18,2016,Erik,-11.85783
56,77,2016,Erik,-1.28247
50,63,2016,Erik,-2.24873
46,73,2016,Erik,-7.64308
47,69,2016,Erik,-5.23607
3,4,2016,Erik,-2.46762
51,62,2016,Erik,-0.35237
57,87,2016,Erik,-0.22446
58,79,2016,Erik,-0.78989
4,7,2016,Erik,-8.32087
46,51,2016,Erik,-3.01405
5,6,2016,Erik,-8.66431
59,89,2016,Erik,-0.11069
21,35,2016,Erik,-10.13955
28,34,2016,Erik,-7.01613
7,16,2016,Erik,-25.47473
32,37,2016,Erik,-3.61356
48,79,2016,Erik,-10.74258
29,35,2016,Erik,-6.19915
33,32,2016,Erik,-2.22731
16,24,2016,Erik,-12.82664
36,43,2016,Erik,-4.69769
51,85,2016,Erik,-4.52025
34,39,2016,Erik,-3.55164
52,77,2016,Erik,-3.53335
54,85,2016,Erik,-0.34071
8,14,2016,Erik,-18.06115
37,42,2016,Erik,-4.12089
63,93,2016,Erik,-1.25328
49,69,2016,Erik,-4.72233
9,15,2016,Erik,-16.6469
50,77,2016,Erik,-8.48154
35,54,2016,Erik,-7.51003
53,87,2016,Erik,-1.52425
36,49,2016,Erik,-7.51626
10,12,2016,Erik,-9.66682
54,79,2016,Erik,-3.06368
43,54,2016,Erik,-2.4365
37,52,2016,Erik,-5.56184
44,49,2016,Erik,-4.62669
9,17,2016,Erik,-15.54084
24,23,2016,Erik,-7.66641
42,65,2016,Erik,-7.16114
38,59,2016,Erik,-6.87038
48,52,2016,Erik,-0.43611
45,52,2016,Erik,-1.41636
12,10,2016,Erik,-8.14246
25,22,2016,Erik,-7.07493
15,15,2016,Erik,-10.41562
14,14,2016,Erik,-9.98414
13,11,2016,Erik,-9.32438
43,71,2016,Erik,-8.71529
47,66,2016,Erik,-4.45228
27,24,2016,Erik,-7.20069
57,88,2016,Erik,-0.78271
45,69,2016,Erik,-7.10103
24,35,2016,Erik,-8.84259
46,58,2016,Erik,-2.59263
61,98,2016,Erik,-3.56393
59,94,2016,Erik,-3.77347
25,34,2016,Erik,-8.80565
6,12,2016,Erik,-17.46015
47,51,2016,Erik,-2.58372
19,20,2016,Erik,-7.21858
7,9,2016,Erik,-10.11041
22,35,2016,Erik,-6.95284
48,70,2016,Erik,-5.63561
61,92,2016,Erik,-2.03337
20,23,2016,Erik,-7.59155
40,44,2016,Erik,-3.53514
30,35,2016,Erik,-4.11503
21,22,2016,Erik,-4.80583
52,84,2016,Erik,-0.30364
50,68,2016,Erik,-4.06284
18,29,2016,Erik,-15.59579
42,46,2016,Erik,-3.68977
40,50,2016,Erik,-6.67436
53,80,2016,Erik,-3.65387
36,56,2016,Erik,-7.31004
51,64,2016,Erik,-1.03628
54,70,2016,Erik,-0.71835
49,80,2016,Erik,-10.7427
41,51,2016,Erik,-4.57919
43,47,2016,Erik,-4.01555
65,94,2016,Erik,-0.13919
79,122,2016,Erik,-0.56152
24,30,2016,Erik,-7.92802
14,17,2016,Erik,-10.78734
38,50,2016,Erik,-7.9072
10,17,2016,Erik,-9.99538
25,31,2016,Erik,-7.89268
15,20,2016,Erik,-12.33201
39,59,2016,Erik,-6.15691
56,91,2016,Erik,-2.48607
26,28,2016,Erik,-8.41734
44,70,2016,Erik,-8.10414
47,75,2016,Erik,-8.64356
58,81,2016,Erik,-1.52228
28,26,2016,Erik,-7.22677
46,61,2016,Erik,-3.53038
29,27,2016,Erik,-6.70699
5,8,2016,Erik,-10.81787
60,95,2016,Erik,-3.48359
57,75,2016,Erik,-0.21698
6,7,2016,Erik,-10.64836
47,56,2016,Erik,-1.64631
19,29,2016,Erik,-14.32487
26,32,2016,Erik,-7.64526
7,6,2016,Erik,-9.49592
32,51,2016,Erik,-9.96906
20,30,2016,Erik,-12.24121
62,93,2016,Erik,-1.67275
59,77,2016,Erik,-0.04162
33,50,2016,Erik,-9.54656
16,22,2016,Erik,-9.32927
23,35,2016,Erik,-8.93577
30,42,2016,Erik,-7.10659
21,31,2016,Erik,-10.58372
52,83,2016,Erik,-2.88912
17,23,2016,Erik,-9.73169
32,41,2016,Erik,-5.30459
22,28,2016,Erik,-10.71721
31,35,2016,Erik,-3.36115
35,36,2016,Erik,-2.34011
18,20,2016,Erik,-7.20805
23,25,2016,Erik,-9.08662
40,57,2016,Erik,-5.28174
53,89,2016,Erik,-2.9745
36,39,2016,Erik,-3.60203
51,73,2016,Erik,-4.3168
54,89,2016,Erik,-2.42272
49,73,2016,Erik,-6.44387
41,52,2016,Erik,-1.9294
37,38,2016,Erik,-3.14119
42,51,2016,Erik,-4.35642
55,87,2016,Erik,-0.95957
38,53,2016,Erik,-5.36732
14,24,2016,Erik,-14.91856
43,58,2016,Erik,-3.16373
39,48,2016,Erik,-6.37266
11,21,2016,Erik,-17.52636
44,61,2016,Erik,-4.83946
55,77,2016,Erik,-1.83887
48,56,2016,Erik,-1.18052
12,22,2016,Erik,-17.38169
58,88,2016,Erik,-0.21804
65,99,2016,Erik,-1.02242
13,23,2016,Erik,-15.11468
56,72,2016,Erik,-0.14199
46,68,2016,Erik,-5.84328
62,98,2016,Erik,-2.18606
57,76,2016,Erik,-0.42005
66,97,2016,Erik,-0.24465
63,98,2016,Erik,-1.9194
27,34,2016,Erik,-7.83673
16,13,2016,Erik,-9.40865
30,45,2016,Erik,-9.5776
21,24,2016,Erik,-7.93727
28,37,2016,Erik,-8.63011
34,48,2016,Erik,-8.15675
32,32,2016,Erik,-2.56607
22,23,2016,Erik,-6.29687
48,74,2016,Erik,-7.64854
29,40,2016,Erik,-8.97593
31,40,2016,Erik,-5.24454
35,45,2016,Erik,-6.02253
33,45,2016,Erik,-7.19224
23,22,2016,Erik,-5.66852
18,15,2016,Erik,-8.65279
54,80,2016,Erik,-3.19779
51,78,2016,Erik,-6.57742
34,42,2016,Erik,-5.09097
49,66,2016,Erik,-3.74581
50,80,2016,Erik,-10.30032
36,46,2016,Erik,-5.99076
37,47,2016,Erik,-6.29489
41,61,2016,Erik,-6.43468
35,51,2016,Erik,-7.95175
8,9,2016,Erik,-6.35869
42,58,2016,Erik,-3.17909
38,44,2016,Erik,-4.25669
53,76,2016,Erik,-2.67577
36,52,2016,Erik,-6.16848
54,74,2016,Erik,-1.75989
43,51,2016,Erik,-3.92171
15,26,2016,Erik,-17.21425
64,92,2016,Erik,-0.19723
39,41,2016,Erik,-3.09399
11,10,2016,Erik,-6.56125
44,52,2016,Erik,-1.69671
42,68,2016,Erik,-8.41751
55,74,2016,Erik,-1.08696
48,63,2016,Erik,-3.30452
12,13,2016,Erik,-9.88592
45,57,2016,Erik,-2.77603
49,62,2016,Erik,-2.41029
13,16,2016,Erik,-11.27486
56,79,2016,Erik,-1.86186
43,64,2016,Erik,-6.14616
50,61,2016,Erik,-1.37324
47,71,2016,Erik,-6.26808
3,6,2016,Erik,-10.36246
58,77,2016,Erik,-0.35736
45,74,2016,Erik,-8.92772
5,4,2016,Erik,-1.68731
46,49,2016,Erik,-4.15099
59,91,2016,Erik,-1.67511
47,52,2016,Erik,-0.79678
21,33,2016,Erik,-10.58797
6,11,2016,Erik,-15.05209
19,17,2016,Erik,-6.50731
32,39,2016,Erik,-4.4511
48,65,2016,Erik,-3.86172
29,33,2016,Erik,-5.36518
33,38,2016,Erik,-3.43896
16,26,2016,Erik,-15.89236
34,37,2016,Erik,-2.91319
17,27,2016,Erik,-14.69507
50,75,2016,Erik,-7.24747
52,79,2016,Erik,-4.16512
37,40,2016,Erik,-3.60793
63,95,2016,Erik,-1.16813
35,56,2016,Erik,-7.9143
76,117,2016,Erik,-0.20167
9,13,2016,Erik,-12.74471
38,39,2016,Erik,-3.6766
53,85,2016,Erik,-0.38427
36,51,2016,Erik,-7.79391
10,10,2016,Erik,-4.72984
54,77,2016,Erik,-2.5568
37,50,2016,Erik,-8.009
44,51,2016,Erik,-3.67384
24,25,2016,Erik,-8.74814
14,12,2016,Erik,-9.166
38,57,2016,Erik,-6.5705
48,54,2016,Erik,-0.76363
45,50,2016,Erik,-4.77888
10,20,2016,Erik,-13.80583
49,55,2016,Erik,-0.46962
39,60,2016,Erik,-7.18325
56,86,2016,Erik,-0.29495
47,76,2016,Erik,-9.1502
27,26,2016,Erik,-7.46371
57,94,2016,Erik,-3.81518
4,8,2016,Erik,-8.95684
45,67,2016,Erik,-6.23364
28,29,2016,Erik,-7.56122
24,37,2016,Erik,-10.98451
46,56,2016,Erik,-2.10323
61,96,2016,Erik,-3.1535
59,80,2016,Erik,-0.6004
25,32,2016,Erik,-8.06011
47,61,2016,Erik,-3.07233
30,31,2016,Erik,-2.68999
19,22,2016,Erik,-6.22292
26,39,2016,Erik,-11.16758
7,11,2016,Erik,-12.97543
22,33,2016,Erik,-7.7607
31,30,2016,Erik,-2.25069
20,17,2016,Erik,-6.17669
61,90,2016,Erik,-0.36691
23,36,2016,Erik,-10.09758
16,17,2016,Erik,-7.11569
30,33,2016,Erik,-3.48161
40,46,2016,Erik,-4.38388
21,20,2016,Erik,-6.26713
52,86,2016,Erik,-1.68715
17,28,2016,Erik,-15.70769
50,66,2016,Erik,-3.37603
31,36,2016,Erik,-3.72421
41,47,2016,Erik,-4.70407
22,27,2016,Erik,-10.17653
18,27,2016,Erik,-13.18713
42,44,2016,Erik,-2.90387
40,52,2016,Erik,-2.96233
36,58,2016,Erik,-7.97247
51,66,2016,Erik,-1.69734
54,68,2016,Erik,-0.08331
41,49,2016,Erik,-5.80335
37,59,2016,Erik,-7.54646
42,54,2016,Erik,-2.76076
14,23,2016,Erik,-13.95872
55,88,2016,Erik,-1.62947
38,48,2016,Erik,-6.35622
25,29,2016,Erik,-8.75853
15,22,2016,Erik,-12.92353
39,53,2016,Erik,-4.63241
56,93,2016,Erik,-4.0519
26,26,2016,Erik,-7.93326
44,64,2016,Erik,-5.7363
41,66,2016,Erik,-7.69115
46,67,2016,Erik,-5.27761
66,100,2016,Erik,-0.7293
47,58,2016,Erik,-2.08334
6,5,2016,Erik,-7.54452
19,31,2016,Erik,-14.29337
32,53,2016,Erik,-9.34867
20,24,2016,Erik,-8.8537
59,79,2016,Erik,-0.34019
33,48,2016,Erik,-8.96588
30,40,2016,Erik,-5.98337
21,29,2016,Erik,-11.55837
28,40,2016,Erik,-10.91919
34,55,2016,Erik,-8.29389
17,21,2016,Erik,-7.67432
32,43,2016,Erik,-6.9531
31,45,2016,Erik,-8.93856
22,18,2016,Erik,-4.82415
80,124,2016,Erik,-0.5159
35,38,2016,Erik,-2.96022
18,18,2016,Erik,-6.64092
33,42,2016,Erik,-5.31998
23,27,2016,Erik,-9.88771
40,59,2016,Erik,-4.92598
51,75,2016,Erik,-5.24541
8,4,2016,Erik,-5.57457
49,79,2016,Erik,-10.37072
41,58,2016,Erik,-3.55141
42,49,2016,Erik,-5.2866
55,81,2016,Erik,-3.06012
38,43,2016,Erik,-3.7836
40,65,2016,Erik,-8.56474
10,6,2016,Erik,-10.35275
43,60,2016,Erik,-4.69344
39,50,2016,Erik,-7.96594
44,63,2016,Erik,-5.32676
48,58,2016,Erik,-1.65388
55,79,2016,Erik,-2.37993
12,16,2016,Erik,-11.49211
45,62,2016,Erik,-4.68475
49,59,2016,Erik,-1.42828
56,74,2016,Erik,-0.5395
65,97,2016,Erik,-0.84569
13,21,2016,Erik,-13.89987
46,74,2016,Erik,-8.63606
62,96,2016,Erik,-1.85018
3,3,2016,Erik,-1.47376
60,80,2016,Erik,-0.17546
57,82,2016,Erik,-2.06949
26,41,2016,Erik,-12.0276
27,36,2016,Erik,-8.75104
16,15,2016,Erik,-9.08294
28,39,2016,Erik,-10.53197
17,14,2016,Erik,-8.73701
32,34,2016,Erik,-2.86398
31,42,2016,Erik,-6.38804
22,21,2016,Erik,-4.4633
48,76,2016,Erik,-8.84654
35,47,2016,Erik,-7.10664
29,38,2016,Erik,-7.89299
33,35,2016,Erik,-2.48661
54,86,2016,Erik,-0.9861
51,80,2016,Erik,-7.51013
34,40,2016,Erik,-4.07624
8,11,2016,Erik,-8.9652
49,64,2016,Erik,-3.07261
50,78,2016,Erik,-9.08525
31,48,2016,Erik,-10.50125
37,45,2016,Erik,-5.16056
35,53,2016,Erik,-7.28731
36,40,2016,Erik,-3.57045
42,56,2016,Erik,-3.27157
9,10,2016,Erik,-4.0138
53,74,2016,Erik,-2.18476
36,54,2016,Erik,-6.881
