Z    N    AME2003(MeV)      AME2016(MeV)      JFYLTRAP2017(MeV)      err2003(MeV)      err2016(MeV)      errJYFLTRAP2017(MeV)   SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
68   122  *                 *                 *                 *                 *                 *                 24.818877         25.811414         27.223716         26.321806         26.575363         26.75847          26.866            26.226            26.048            26.091            
68   124  *                 *                 *                 *                 *                 *                 25.225122         26.590718         27.719362         26.786534         27.199657         27.102652         27.515            26.91             26.677            26.872            
68   126  *                 *                 *                 *                 *                 *                 25.56522          27.547563         28.387507         27.655554         28.158002         28.024915         28.451            27.764            27.499            27.786            
68   128  *                 *                 *                 *                 *                 *                 26.237654         28.33992          29.187604         28.399645         28.866321         28.69435          29.136            28.671            28.313            28.379            
68   130  *                 *                 *                 *                 *                 *                 27.262057         29.121078         30.158579         29.131091         29.630395         29.464621         29.949            29.576            29.132            28.976            
68   132  *                 *                 *                 *                 *                 *                 28.043504         29.927946         31.360847         30.043242         30.356036         30.190361         30.78             30.388            29.941            29.695            
68   134  *                 *                 *                 *                 *                 *                 28.857132         30.7638           32.332844         31.061211         30.977504         30.918797         31.587            31.247            30.765            30.379            
68   136  *                 *                 *                 *                 *                 *                 29.730441         31.632023         33.104375         31.861952         31.555704         31.598789         32.408            32.103            31.574            31.068            
68   138  *                 *                 *                 *                 *                 *                 30.303025         32.392492         33.751956         32.468817         32.095614         32.371044         33.222            32.957            32.346            31.758            
68   140  *                 *                 *                 *                 *                 *                 30.812365         33.251438         34.46972          33.033029         32.716223         33.360914         33.982            33.831            33.141            32.439            
68   142  *                 *                 *                 *                 *                 *                 31.303087         34.165736         35.136844         33.649242         33.465683         34.012131         34.759            34.702            33.946            33.089            
68   144  *                 *                 *                 *                 *                 *                 31.899637         34.983594         35.786884         34.355441         34.25041          34.635513         35.516            35.561            34.732            33.703            
68   146  *                 *                 *                 *                 *                 *                 32.672415         35.811045         36.519527         35.111469         35.010738         35.293802         36.216            36.378            35.495            34.296            
68   148  *                 *                 *                 *                 *                 *                 33.554404         36.648508         37.332013         35.881635         35.764025         35.946002         36.891            37.165            36.262            34.873            
68   150  *                 *                 *                 *                 *                 *                 34.451615         37.472308         38.210005         36.658778         36.500098         36.590509         37.571            37.902            37.006            35.424            
68   152  *                 *                 *                 *                 *                 *                 35.340493         38.279299         39.145174         37.453437         37.196229         37.221986         38.242            *                 37.708            35.839            
68   154  *                 *                 *                 *                 *                 *                 36.214021         39.060711         40.117233         38.242822         37.863254         37.824893         *                 *                 38.414            36.281            
68   156  *                 *                 *                 *                 *                 *                 37.060252         39.811139         *                 39.000503         38.493751         38.433186         *                 *                 *                 36.82             
68   158  *                 *                 *                 *                 *                 *                 37.854222         *                 *                 39.697346         39.119215         39.067132         *                 *                 *                 37.342            
68   160  *                 *                 *                 *                 *                 *                 38.524672         *                 *                 *                 39.740711         39.71875          *                 *                 *                 37.842            
68   162  *                 *                 *                 *                 *                 *                 39.100545         *                 *                 *                 40.337523         40.325588         *                 *                 *                 38.314            
68   164  *                 *                 *                 *                 *                 *                 39.679404         *                 *                 *                 *                 *                 *                 *                 *                 38.759            
68   166  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 39.179            
68   182  *                 *                 *                 *                 *                 *                 43.758181         *                 *                 *                 *                 *                 *                 *                 *                 *                 
68   184  *                 *                 *                 *                 *                 *                 44.301378         *                 *                 *                 *                 *                 *                 *                 *                 *                 
70   78   *                 *                 *                 *                 *                 *                 0.416863          0.316431          0.754096          0.56304           0.873284          0.813125          0.709             0.146             0.45              1.212             
70   80   *                 *                 *                 *                 *                 *                 1.581302          1.608899          2.069174          1.777922          2.199983          2.248844          1.99              1.458             1.861             2.538             
70   82   3.05063           3.01701           *                 0.20913           0.15069           *                 2.629776          2.859278          3.119832          3.018826          3.531006          3.273518          3.044             2.405             2.769             3.655             
70   84   4.0115            4.00965           *                 0.02033           0.0194            *                 3.699275          3.94789           4.429404          4.2194            4.633147          4.496494          4.364             3.757             4.078             4.957             
70   86   5.23027           5.23864           *                 0.0125            0.01053           *                 4.969936          5.121017          6.018172          5.573348          5.63945           5.929504          5.522             5.013             5.206             6.067             
70   88   6.37994           6.37647           *                 0.02577           0.02589           *                 5.518928          6.516766          6.989492          6.533189          6.610547          7.003828          6.552             6.19              6.245             7.116             
70   90   7.44375           7.43684           *                 0.03014           0.02624           *                 6.048646          7.351586          7.710866          7.311276          7.556673          7.830139          7.732             7.375             7.344             8.189             
70   92   8.35098           8.34006           *                 0.0292            0.02871           *                 6.748202          8.074396          8.30361           8.04992           8.441033          8.553968          8.725             8.437             8.311             9.199             
70   94   9.25804           9.26084           *                 0.01617           0.01537           *                 7.73677           8.932043          9.173936          8.967736          9.415015          9.470744          9.658             9.407             9.227             10.195            
70   96   10.21686          10.23079          *                 0.00821           0.0071            *                 8.916859          9.955568          10.355126         10.090254         10.511799         10.642813         10.736            10.629            10.252            11.267            
70   98   11.22099          11.2338           *                 0.00387           0.00033           *                 10.205192         11.08521          11.611996         11.291261         11.655386         11.893774         11.825            11.8              11.326            12.377            
70   100  12.35017          12.35069          *                 0.00124           0.00117           *                 11.4914           12.257478         12.888076         12.503686         12.825044         13.128419         12.964            12.989            12.443            13.526            
70   102  13.72362          13.72471          *                 0.00154           0.00155           *                 12.753424         13.436666         14.185154         13.719055         14.026662         14.344688         14.249            14.26             13.672            14.747            
70   104  15.03812          15.03884          *                 0.00402           0.00401           *                 14.035099         14.591184         15.528225         14.943596         15.213636         15.575058         15.662            15.482            15.001            16.007            
70   106  *                 *                 *                 *                 *                 *                 15.32457          15.729325         16.93817          16.187935         16.38195          16.840397         17.069            16.717            16.323            17.243            
70   108  *                 *                 *                 *                 *                 *                 16.562627         16.88097          18.284467         17.437041         17.569501         18.101267         18.407            17.954            17.605            18.417            
70   110  *                 *                 *                 *                 *                 *                 17.74706          18.00194          19.5397           18.625162         18.731233         19.308807         19.675            19.099            18.809            19.541            
70   112  *                 *                 *                 *                 *                 *                 18.832448         19.031548         20.693306         19.673362         19.780164         20.340827         20.879            20.144            19.93             20.595            
70   114  *                 *                 *                 *                 *                 *                 19.778965         19.966057         21.633905         20.585629         20.666771         21.198477         21.739            21.279            20.975            21.543            
70   116  *                 *                 *                 *                 *                 *                 20.607939         21.031039         22.451645         21.590134         21.444622         22.092226         22.687            22.153            21.967            22.169            
70   118  *                 *                 *                 *                 *                 *                 21.184321         22.005196         23.359207         22.552984         22.95444          23.04956          23.428            23.01             22.515            22.892            
70   120  *                 *                 *                 *                 *                 *                 22.06017          23.125724         24.281501         23.501951         23.870857         23.96319          24.202            23.538            23.414            23.774            
70   122  *                 *                 *                 *                 *                 *                 22.825664         24.345799         25.344032         24.503955         24.825181         24.943746         25.132            24.432            24.315            24.604            
70   124  *                 *                 *                 *                 *                 *                 23.681804         24.910697         26.226241         25.077568         25.512268         25.475555         25.876            25.195            25.05             25.364            
70   126  *                 *                 *                 *                 *                 *                 24.19326          25.868968         26.771994         25.970878         26.476731         26.39861          26.788            26.022            25.869            26.257            
70   128  *                 *                 *                 *                 *                 *                 24.883547         26.657077         27.585776         26.742914         27.190218         27.085377         27.513            26.968            26.703            26.89             
70   130  *                 *                 *                 *                 *                 *                 25.871831         27.447314         28.538382         27.48157          27.944458         27.832555         28.252            27.831            27.47             27.523            
70   132  *                 *                 *                 *                 *                 *                 26.711093         28.228505         29.611021         28.402034         28.694603         28.620587         28.954            28.532            28.15             28.1              
70   134  *                 *                 *                 *                 *                 *                 27.542412         29.107125         30.486895         29.297713         29.343741         29.499713         29.694            29.335            28.89             28.713            
70   136  *                 *                 *                 *                 *                 *                 28.062791         30.106454         31.220682         30.05155          29.934871         30.243088         30.461            30.135            29.621            29.357            
70   138  *                 *                 *                 *                 *                 *                 28.603168         30.937062         31.844566         30.682425         30.437864         30.90382          31.215            30.91             30.315            30.018            
70   140  *                 *                 *                 *                 *                 *                 29.131947         31.785455         32.514995         31.25923          30.856805         31.530217         31.913            31.756            31.09             30.684            
70   142  *                 *                 *                 *                 *                 *                 29.699048         32.374658         33.176289         31.845164         31.39248          32.173961         32.736            32.617            31.917            31.375            
70   144  *                 *                 *                 *                 *                 *                 30.316304         32.961345         33.860747         32.477135         32.088888         32.857505         33.569            33.481            32.734            32.067            
70   146  *                 *                 *                 *                 *                 *                 31.000593         33.635042         34.623854         33.184707         32.839779         33.557938         34.347            34.348            33.549            32.714            
70   148  *                 *                 *                 *                 *                 *                 31.795177         34.346548         35.438831         33.913809         33.59007          34.225535         35.11             35.187            34.368            33.333            
70   150  *                 *                 *                 *                 *                 *                 32.653384         35.092271         36.27853          34.655187         34.334132         34.878736         35.865            35.97             35.148            33.929            
70   152  *                 *                 *                 *                 *                 *                 33.512759         35.855399         37.117091         35.415914         35.081191         35.528467         36.59             36.683            35.871            34.5              
70   154  *                 *                 *                 *                 *                 *                 34.359069         36.618385         37.975681         36.204912         35.796261         36.182789         37.273            37.399            36.6              35.006            
70   156  *                 *                 *                 *                 *                 *                 35.246134         37.366057         38.89488          37.004266         36.480725         36.825842         37.911            *                 37.364            35.378            
70   158  *                 *                 *                 *                 *                 *                 36.144385         38.069442         39.799077         37.72068          37.118953         37.434477         *                 *                 38.154            35.746            
70   160  *                 *                 *                 *                 *                 *                 36.931762         38.749046         *                 38.325924         37.723399         38.00499          *                 *                 *                 36.272            
70   162  *                 *                 *                 *                 *                 *                 37.537669         *                 *                 38.874            38.290497         38.524422         *                 *                 *                 36.779            
70   164  *                 *                 *                 *                 *                 *                 38.042008         *                 *                 *                 38.830215         39.007176         *                 *                 *                 37.264            
70   166  *                 *                 *                 *                 *                 *                 38.544518         *                 *                 *                 39.356834         39.487512         *                 *                 *                 37.729            
70   168  *                 *                 *                 *                 *                 *                 39.088016         *                 *                 *                 *                 *                 *                 *                 *                 38.18             
70   170  *                 *                 *                 *                 *                 *                 39.640964         *                 *                 *                 *                 *                 *                 *                 *                 *                 
70   172  *                 *                 *                 *                 *                 *                 40.20374          *                 *                 *                 *                 *                 *                 *                 *                 *                 
70   174  *                 *                 *                 *                 *                 *                 40.705131         *                 *                 *                 *                 *                 *                 *                 *                 *                 
70   176  *                 *                 *                 *                 *                 *                 41.238946         *                 *                 *                 *                 *                 *                 *                 *                 *                 
70   182  *                 *                 *                 *                 *                 *                 42.631858         *                 *                 44.852443         *                 *                 *                 *                 *                 *                 
70   184  *                 *                 *                 *                 *                 *                 43.107703         *                 *                 *                 *                 *                 *                 *                 *                 *                 
72   80   *                 *                 *                 *                 *                 *                 *                 0.066614          0.665222          0.229709          0.543545          0.452192          0.241             *                 0.068             0.824             
72   82   *                 *                 *                 *                 *                 *                 1.336288          1.310614          1.713262          1.475455          1.909784          1.677289          1.465             0.866             1.24              2.08              
72   84   2.49637           2.46275           *                 0.20917           0.15075           *                 2.394453          2.41007           2.894542          2.605791          2.971134          2.81052           2.729             2.128             2.483             3.355             
72   86   3.41757           3.41461           *                 0.02082           0.01981           *                 3.506936          3.586826          4.194347          3.79812           3.919559          4.053735          3.762             3.254             3.478             4.36              
72   88   4.50033           4.50665           *                 0.01416           0.01242           *                 4.259875          4.709819          5.338178          4.828176          4.821072          5.167898          4.716             4.396             4.461             5.318             
72   90   5.58143           5.58424           *                 0.01829           0.01148           *                 4.769788          5.668673          6.280173          5.718637          5.721361          6.139841          5.858             5.415             5.532             6.314             
72   92   6.56795           6.5701            *                 0.02592           0.02205           *                 5.225818          6.493961          7.010992          6.490306          6.555607          6.96371           6.904             6.465             6.522             7.291             
72   94   7.41421           7.41951           *                 0.0322            0.03189           *                 5.781076          7.214882          7.630994          7.215393          7.384478          7.769795          7.779             7.41              7.391             8.241             
72   96   8.35001           8.34275           *                 0.02914           0.02883           *                 6.442478          7.978132          8.31494           7.99388           8.268909          8.663014          8.79              8.643             8.402             9.314             
72   98   9.25715           9.24989           *                 0.02829           0.02797           *                 7.285996          8.815562          9.15563           8.916526          9.207888          9.743014          9.924             9.842             9.505             10.444            
72   100  10.21253          10.21625          *                 0.02455           0.02443           *                 8.127456          9.829903          10.17059          9.918102          10.185786         10.792798         10.987            11.039            10.564            11.552            
72   102  11.16429          11.16698          *                 0.00229           0.00226           *                 8.860004          10.822414         11.01794          10.864266         11.202414         11.749064         12.125            12.21             11.666            12.683            
72   104  12.20585          12.20975          *                 0.00147           0.00148           *                 9.689841          11.744314         11.895136         11.808385         12.241957         12.647808         13.351            13.375            12.823            13.83             
72   106  13.52807          13.52186          *                 0.00174           0.00141           *                 10.850495         12.792034         13.170665         12.933679         13.363521         13.723225         14.537            14.495            13.973            14.961            
72   108  14.66804          14.66181          *                 0.01015           0.0101            *                 12.155431         13.950361         14.425199         14.132447         14.549474         14.962367         15.703            15.667            15.127            16.068            
72   110  *                 *                 *                 *                 *                 *                 13.43418          15.134985         15.608957         15.308223         15.727758         16.134885         16.82             16.775            16.251            17.149            
72   112  *                 *                 *                 *                 *                 *                 14.694458         16.365736         16.8772           16.512777         16.900483         17.320162         17.862            17.88             17.311            18.254            
72   114  *                 *                 *                 *                 *                 *                 16.072057         17.570863         18.480073         17.851336         18.076432         18.682353         19.645            19.134            18.98             19.57             
72   116  *                 *                 *                 *                 *                 *                 17.338139         18.925713         20.22732          19.276013         19.310607         19.777296         20.89             20.123            20.063            20.594            
72   118  *                 *                 *                 *                 *                 *                 18.756649         20.094902         20.877339         20.339254         20.819445         20.835173         21.913            21.057            21.085            21.369            
72   120  *                 *                 *                 *                 *                 *                 19.733882         21.458964         22.015027         21.526825         21.896278         21.985753         22.554            21.655            21.54             22.1              
72   122  *                 *                 *                 *                 *                 *                 21.017562         22.590949         23.581004         22.710466         23.036872         23.166393         23.393            22.649            22.571            23.041            
72   124  *                 *                 *                 *                 *                 *                 22.166399         23.290909         24.603887         23.470126         23.868342         23.923247         24.262            23.668            23.637            23.866            
72   126  *                 *                 *                 *                 *                 *                 22.859452         24.267919         25.248032         24.360565         24.840307         24.822119         25.143            24.327            24.254            24.734            
72   128  *                 *                 *                 *                 *                 *                 23.584306         25.055619         26.076071         25.121562         25.560227         25.529855         25.908            25.287            25.112            25.405            
72   130  *                 *                 *                 *                 *                 *                 24.382138         25.847412         26.908048         25.873928         26.262248         26.200506         26.588            26.134            25.851            26.071            
72   132  *                 *                 *                 *                 *                 *                 25.193695         26.625634         27.72571          26.661479         26.973988         26.944438         27.191            26.759            26.419            26.537            
72   134  *                 *                 *                 *                 *                 *                 25.923757         27.543326         28.581696         27.435317         27.66411          27.696888         27.86             27.484            27.088            27.076            
72   136  *                 *                 *                 *                 *                 *                 26.44651          28.473266         29.357634         28.166987         28.314371         28.401582         28.57             28.229            27.761            27.658            
72   138  *                 *                 *                 *                 *                 *                 26.955588         29.288294         29.949913         28.826102         28.895636         29.026127         29.272            28.953            28.397            28.268            
72   140  *                 *                 *                 *                 *                 *                 27.532494         29.973766         30.553152         29.434385         29.406982         29.600625         29.933            29.76             29.156            28.909            
72   142  *                 *                 *                 *                 *                 *                 28.157565         30.591018         31.223651         30.058152         29.880256         30.24127          30.804            30.588            29.968            29.66             
72   144  *                 *                 *                 *                 *                 *                 28.810455         31.220218         31.96331          30.727458         30.390776         31.030079         31.651            31.445            30.78             30.384            
72   146  *                 *                 *                 *                 *                 *                 29.469418         31.874855         32.78264          31.425315         30.967974         31.843565         32.474            32.345            31.63             31.073            
72   148  *                 *                 *                 *                 *                 *                 30.128598         32.562851         33.608374         32.124042         31.564598         32.576198         33.29             33.216            32.477            31.734            
72   150  *                 *                 *                 *                 *                 *                 30.749725         33.24164          34.38319          32.795878         32.178801         33.228426         34.07             34.033            33.275            32.369            
72   152  *                 *                 *                 *                 *                 *                 31.327745         33.92872          35.078775         33.453245         32.796324         33.849279         34.802            34.767            33.998            32.975            
72   154  *                 *                 *                 *                 *                 *                 31.893354         34.632933         35.747286         34.122171         33.433079         34.498158         35.496            35.505            34.713            33.553            
72   156  *                 *                 *                 *                 *                 *                 32.507553         35.335942         36.455355         34.812555         34.069346         35.161972         36.173            36.275            35.454            34.102            
72   158  *                 *                 *                 *                 *                 *                 33.241524         36.044832         37.252962         35.505721         34.687184         35.791638         36.857            37.046            36.229            34.626            
72   160  *                 *                 *                 *                 *                 *                 34.013659         36.721081         38.14635          36.181003         35.265265         36.328409         37.554            37.761            36.997            34.99             
72   162  *                 *                 *                 *                 *                 *                 34.750773         37.427683         *                 36.894783         35.884889         36.818638         38.244            *                 37.699            35.384            
72   164  *                 *                 *                 *                 *                 *                 35.518797         38.153619         *                 37.668968         36.677943         37.373597         *                 *                 38.355            35.804            
72   166  *                 *                 *                 *                 *                 *                 36.371828         *                 *                 38.477674         37.362099         38.035171         *                 *                 *                 36.246            
72   168  *                 *                 *                 *                 *                 *                 37.302196         *                 *                 39.268166         38.021434         38.738469         *                 *                 *                 36.764            
72   170  *                 *                 *                 *                 *                 *                 38.261958         *                 *                 40.005667         38.778535         39.399536         *                 *                 *                 37.285            
72   172  *                 *                 *                 *                 *                 *                 38.476614         *                 *                 *                 39.587199         39.98832          *                 *                 *                 37.805            
72   174  *                 *                 *                 *                 *                 *                 38.599756         *                 *                 *                 40.395569         40.495561         *                 *                 *                 38.293            
72   176  *                 *                 *                 *                 *                 *                 39.517014         *                 *                 *                 41.266859         40.971885         *                 *                 *                 38.758            
72   178  *                 *                 *                 *                 *                 *                 40.358708         *                 *                 *                 41.90412          *                 *                 *                 *                 39.296            
72   180  *                 *                 *                 *                 *                 *                 41.089412         *                 *                 *                 42.517507         42.276068         *                 *                 *                 *                 
72   182  *                 *                 *                 *                 *                 *                 41.498216         *                 *                 43.451116         43.295585         42.991948         *                 *                 *                 *                 
72   184  *                 *                 *                 *                 *                 *                 41.935205         *                 *                 *                 *                 43.649008         *                 *                 *                 *                 
74   80   *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 -0.769            
74   82   *                 *                 *                 *                 *                 *                 0.08252           *                 0.364314          *                 0.345112          0.13952           *                 *                 *                 0.451             
74   84   *                 *                 *                 *                 *                 *                 0.967964          0.899559          1.413518          1.07457           1.349358          1.205123          1.171             0.566             0.955             1.787             
74   86   1.83563           1.80201           *                 0.20924           0.15085           *                 1.790124          1.887753          2.205444          1.984201          2.21132           2.149581          2.067             1.568             1.806             2.702             
74   88   2.64267           2.63821           *                 0.02116           0.02007           *                 2.618131          2.812154          3.216986          2.921615          3.044543          3.157863          2.986             2.659             2.652             3.603             
74   90   3.63858           3.64469           *                 0.01515           0.01317           *                 3.332696          3.770896          4.308094          3.882901          3.921856          4.173288          3.924             3.515             3.589             4.47              
74   92   4.64824           4.64747           *                 0.0229            0.01844           *                 3.896176          4.705272          5.282566          4.762352          4.768154          5.092051          4.82              4.483             4.492             5.322             
74   94   5.60915           5.61207           *                 0.03234           0.03094           *                 4.445775          5.560025          6.009072          5.539836          5.552976          5.92382           5.545             5.392             5.251             6.135             
74   96   6.51075           6.50822           *                 0.03178           0.0309            *                 5.083563          6.340599          6.655437          6.274911          6.339633          6.88847           6.74              6.563             6.354             7.249             
74   98   7.42127           7.42127           *                 0.03952           0.03952           *                 5.618482          7.133925          7.46785           7.068369          7.175047          7.779612          7.878             7.754             7.443             8.377             
74   100  8.40149           8.4028            *                 0.03712           0.03712           *                 6.319227          7.994875          8.218901          7.927694          8.094576          8.65311           8.92              8.943             8.482             9.47              
74   102  9.37292           9.37506           *                 0.02809           0.02804           *                 7.188634          8.908894          9.084114          8.838505          9.071324          9.574117          9.946             10.089            9.513             10.549            
74   104  10.41639          10.40856          *                 0.01515           0.01517           *                 8.37393           9.913629          10.134429         9.886174          10.119945         10.556852         10.944            11.188            10.477            11.584            
74   106  11.77816          11.77882          *                 0.00436           0.00032           *                 9.566275          11.088783         11.472739         11.118394         11.283649         11.718857         11.975            12.088            11.448            12.594            
74   108  13.03706          13.04465          *                 0.00217           0.00157           *                 10.794093         12.321506         12.74569          12.344005         12.490265         12.967567         13.161            13.06             12.528            13.637            
74   110  14.22668          14.23381          *                 0.00639           0.0062            *                 11.92717          13.577612         13.890937         13.491398         13.651859         14.126131         14.382            14.075            13.678            14.714            
74   112  15.58618          15.5871           *                 0.03973           0.03972           *                 13.10737          14.869567         15.104712         14.747565         14.900782         15.36835          15.56             15.216            14.874            15.877            
74   114  *                 16.82154          *                 *                 0.05133           *                 14.589735         16.179451         16.713984         16.191249         16.259437         16.792606         17.288            16.512            16.455            17.2              
74   116  *                 *                 *                 *                 *                 *                 16.152267         17.342981         18.500308         17.437009         17.783547         18.207917         18.663            17.77             17.793            18.408            
74   118  *                 *                 *                 *                 *                 *                 16.882868         18.551209         19.168391         18.532826         18.888416         19.020705         19.845            18.914            18.996            19.493            
74   120  *                 *                 *                 *                 *                 *                 18.050556         19.762462         20.410391         19.812618         20.134173         20.254937         20.694            19.824            19.816            20.445            
