Z    N    SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
84   102  *                 *                 *                 *                 *                 0.950353          *                 *                 *                 *                 
84   104  -0.412558         *                 0.372197          -0.436903         *                 0.814345          0.17177           0.13477           0.05077           1.02777           
84   106  -0.692615         -1.01641          0.561414          -0.210081         -0.596466         0.709503          0.11042           0.16242           -0.09658          0.83542           
84   108  -0.792301         -1.142971         0.513555          -0.286478         -0.785103         0.714739          0.16504           0.53804           -0.11696          0.92504           
84   110  -1.268732         -1.065075         0.312594          -0.647144         -1.003277         0.655266          0.36142           1.00842           0.03142           1.12342           
84   112  -2.175193         -1.092973         0.187868          -0.708074         -1.008427         0.6757            0.59596           1.25696           0.21196           1.31096           
84   114  -2.59838          -1.234533         0.077944          -0.787665         -1.133145         0.482024          0.77002           1.41902           0.35602           1.45202           
84   116  -2.65321          -1.303964         0.040181          -0.839256         -1.179903         0.452458          0.98479           1.64179           0.47279           1.21579           
84   118  -2.82724          -1.449313         -0.193247         -0.993628         -1.283784         0.301011          0.3215            1.7625            -0.0105           1.1855            
84   120  -3.014341         -1.4814           -0.466719         -1.053805         -1.202263         0.243777          0.44643           1.74943           0.12543           1.45843           
84   122  -3.229763         -1.225363         -0.696339         -0.872055         -0.967434         0.290346          0.67028           1.99128           0.37728           1.75028           
84   124  -3.251257         -0.872901         -0.66127          -0.585164         -0.685358         0.571716          0.96805           2.22505           0.66405           2.05805           
84   126  -3.003161         -0.469874         -0.327549         -0.245419         -0.342095         0.877725          1.25752           2.47252           0.92952           2.36352           
84   128  -3.670738         -1.087412         -0.877966         -0.823648         -0.954964         0.260331          0.85207           2.23507           0.59207           1.94107           
84   130  -4.187292         -1.546164         -1.308896         -1.277457         -1.416293         -0.235051         0.65486           2.12586           0.44286           1.65486           
84   132  -4.561139         -1.854757         -1.289302         -1.543459         -1.729454         -0.562183         0.77025           2.16425           0.33625           1.51125           
86   108  *                 -0.108004         -0.069993         -0.30359          0.052485          0.154779          -0.28978          0.76122           -0.29278          0.87722           
86   110  -0.784397         -0.384631         -0.229029         -0.323847         -0.142786         0.125578          0.1027            0.7557            -0.2083           0.9057            
86   112  -0.86887          -0.570969         0.005121          -0.426299         -0.520486         0.372978          0.14874           0.60074           -0.10426          1.02574           
86   114  -1.772723         -0.592913         -0.121989         -0.562842         -0.534689         0.402035          0.24965           0.54265           0.02165           1.19365           
86   116  -1.950735         -0.714311         -0.207831         -0.604289         -0.651821         0.273625          0.53419           0.73019           0.27319           1.47419           
86   118  -1.966501         -0.783883         -0.145658         -0.624725         -0.770288         0.375079          1.01748           1.15548           0.56248           1.55548           
86   120  -2.250394         -0.924355         -0.363997         -0.738645         -1.003789         0.344256          0.80734           1.63334           0.44034           1.51934           
86   122  -2.548573         -1.210521         -0.404562         -0.997893         -1.224392         0.281981          0.85514           1.67514           0.36114           1.67414           
86   124  -3.076685         -1.05795          -0.808752         -0.895            -1.019292         0.261513          0.89388           1.83088           0.47188           1.86088           
86   126  -2.912207         -0.730021         -0.523336         -0.626326         -0.710909         0.49956           1.09359           2.00659           0.69759           2.06059           
86   128  -3.38707          -1.125314         -0.877697         -1.024212         -1.14317          0.095905          0.9498            1.9248            0.5258            1.8698            
86   130  -3.417135         -1.638532         -0.71999          -1.4882           -1.643703         -0.423517         1.01997           1.69397           0.30497           1.57797           
86   132  -3.138856         -1.553666         0.146331          -0.96141          -1.563127         0.202026          1.39799           1.82199           0.58999           1.35099           
86   134  -2.475554         -1.226012         0.280196          -0.249588         -1.072769         0.690772          1.49424           1.71624           0.81624           1.40124           
86   136  -2.14064          -0.74885          0.552149          -0.094552         -0.654416         0.832508          1.5448            1.5988            0.8548            1.4908            
86   138  -2.003628         -0.449379         0.850544          0.055833          -0.50442          0.962933          1.49189           1.63789           0.81389           1.38489           
88   114  -1.437115         -0.160793         0.249235          -0.147701         -0.181177         0.562185          1.09968           1.44968           0.64168           1.62668           
88   116  -1.740441         -0.441246         0.167541          -0.422221         -0.228531         0.559299          1.23248           1.68148           0.78748           1.74748           
88   118  -1.895823         -0.738518         -0.2791           -0.603563         -0.337374         0.262776          1.28279           1.81379           0.79579           1.71579           
88   120  -2.011246         -0.664886         -0.388669         -0.584526         -0.448824         0.200154          1.06088           1.67788           0.51788           1.70288           
88   122  -2.358643         -0.717945         -0.453416         -0.61619          -0.626106         0.292077          0.89644           1.65044           0.59544           1.71844           
88   124  -2.488601         -0.845006         -0.517756         -0.72553          -0.783457         0.33568           0.99486           1.73886           0.70186           1.82986           
88   126  -2.57475          -0.577998         -0.329123         -0.541775         -0.577441         0.483453          1.0704            1.8094            0.7414            1.9084            
88   128  -2.939011         -0.880501         -0.593211         -0.826389         -0.901006         0.181872          1.10588           1.82588           0.76088           1.85688           
88   130  -2.676223         -0.855958         -0.425468         -0.933521         -0.858987         -0.003079         1.07736           1.81436           0.66736           1.72336           
88   132  -2.554259         -0.786375         -0.336393         -0.721067         -0.656953         0.003398          0.76096           1.66996           0.40296           1.54896           
88   134  -2.273491         -0.910289         -0.230289         -0.74883          -0.693317         -0.075836         0.20517           1.51017           -0.08083          1.12917           
88   136  -1.969231         -0.923253         0.029568          -0.634865         -0.597324         0.023759          -0.14123          1.27377           -0.48023          0.64777           
88   138  -1.895745         -0.910048         0.24631           -0.53242          -0.506211         0.12306           0.08779           1.28079           -0.48721          0.24679           
88   140  -1.796377         -0.74939          0.497966          -0.347431         -0.334874         0.284203          0.55813           0.85113           -0.17187          0.37013           
88   142  -1.687904         -0.548797         0.768655          -0.170522         -0.171095         0.381199          0.6699            0.3889            -0.0031           0.5409            
90   118  *                 -0.170206         0.121776          -0.378952         -0.133323         0.321869          0.98125           1.54225           0.45925           1.49525           
90   120  -1.811276         -0.593077         -0.391667         -0.572553         -0.268967         0.113704          0.94565           1.62665           0.45965           1.64765           
90   122  -2.04778          -0.550228         -0.384623         -0.514595         -0.316515         0.204182          1.09408           1.90708           0.68408           1.95608           
90   124  -2.233773         -0.637232         -0.290436         -0.62005          -0.671969         0.294019          1.18491           1.78691           0.74091           1.90691           
90   126  -2.25117          -0.448667         -0.176089         -0.488251         -0.447209         0.381926          1.13766           1.77866           0.68366           1.88366           
90   128  -2.601428         -0.744015         -0.40825          -0.733029         -0.756647         0.165442          1.20472           1.81772           0.73972           1.94172           
90   130  -2.488077         -0.654076         -0.480384         -0.592532         -0.41237          0.069205          1.07899           1.98799           0.83599           2.04099           
90   132  -1.923854         -0.747712         -0.266994         -0.544586         -0.187276         0.044064          0.87892           1.74392           0.55192           1.92392           
90   134  -1.308218         -0.890633         0.098754          -0.386709         -0.009004         0.17444           0.6396            1.6686            0.2586            1.6156            
90   136  -0.987421         -0.907854         0.663732          -0.139582         0.161913          0.429             0.34478           1.74878           -0.31922          1.26078           
90   138  -1.002604         -0.787946         0.807405          -0.04356          0.19285           0.486921          0.80622           1.61222           0.04422           0.86022           
90   140  -1.112891         -0.729066         0.766388          -0.082061         0.11964           0.406016          0.81038           1.12938           0.08238           1.01638           
90   142  -1.173744         -0.650767         0.855773          -0.070064         0.150237          0.406213          0.89554           0.93554           0.16354           1.04054           
90   144  -1.146483         -0.510729         0.99219           0.020333          0.277609          0.463827          0.92211           0.21211           0.18211           1.06011           
90   146  -1.147243         -0.465675         0.98842           0.022829          0.343178          0.455265          0.90163           0.29163           0.18363           1.02963           
92   124  -1.945971         -0.470107         -0.246019         -0.514377         -0.365067         0.164122          0.96953           1.60253           0.46853           1.55653           
92   126  -2.004791         -0.375844         -0.155643         -0.472427         -0.369446         0.193577          0.85633           1.44833           0.41033           1.42733           
92   130  -2.100802         -0.720816         -0.410389         -0.6145           -0.242918         -0.004755         1.30979           1.82979           0.80979           1.83779           
92   132  -1.5982           -0.797452         -0.216466         -0.451468         -0.031889         0.088599          1.1232            1.9162            0.8062            1.9242            
92   134  -1.138095         -0.752196         0.226066          -0.198145         0.171842          0.410327          1.05919           1.86819           0.69819           1.88619           
92   136  -1.03549          -0.633736         0.491434          -0.111948         0.222415          0.508176          0.93665           1.70365           0.65665           1.68465           
92   138  -0.949593         -0.569404         0.581252          -0.092655         0.243614          0.498736          0.94508           1.59808           0.28308           1.37008           
92   140  -0.945706         -0.582608         0.619906          -0.108675         0.221181          0.47281           0.949             1.317             0.286             1.357             
92   142  -1.06629          -0.630691         0.664316          -0.149811         0.165466          0.423841          1.0183            1.0573            0.3093            1.2843            
92   144  -1.069471         -0.558898         0.768923          -0.101099         0.23031           0.462433          0.99069           0.56369           0.30669           1.24869           
92   146  -1.027007         -0.459689         0.83947           -0.035316         0.305573          0.524207          1.07764           0.40964           0.36464           1.25664           
94   134  -2.03313          -0.635631         -0.167434         -0.423021         -0.151235         0.189471          -1.05744          -1.87944          -1.71944          -0.32844          
94   136  -2.228293         -0.563517         -0.217274         -0.45481          -0.122351         0.187604          0.71723           -1.87777          -0.22777          -0.07077          
94   138  -2.146582         -0.544081         -0.13115          -0.411392         -0.047468         0.253506          1.0842            -1.8668           0.4472            1.5802            
94   140  -2.060854         -0.576803         0.004134          -0.380759         -0.035456         0.322534          1.1075            -2.0135           0.4915            1.6275            
94   142  -2.013148         -0.585596         0.165146          -0.323303         -0.022787         0.396252          1.20463           -1.51837          0.55163           1.61263           
94   144  -2.013322         -0.635523         0.219706          -0.350042         -0.101197         0.362243          1.09563           0.24163           0.45563           1.45163           
94   146  -1.885619         -0.565757         0.395122          -0.275655         -0.0576           0.418239          1.17766           0.45766           0.45066           1.39266           
94   148  -1.721414         -0.439488         0.643876          -0.148845         0.018393          0.517293          1.26349           0.48249           0.47849           1.37149           
96   138  -1.910353         -0.605408         -0.262213         -0.557754         -0.351892         -0.073462         0.21355           -1.67645          -0.20245          1.07755           
96   140  -1.770079         -0.472949         0.044669          -0.391514         -0.221378         0.131341          0.50313           -1.27087          -0.05887          1.20713           
96   142  -1.70075          -0.439842         0.205521          -0.326298         -0.208343         0.229979          0.73165           0.33265           0.02865           1.25065           
96   144  -1.659107         -0.431412         0.290121          -0.301882         -0.219343         0.268593          0.71215           0.30315           0.08715           1.24715           
96   146  -1.545132         -0.319809         0.461209          -0.18616          -0.13205          0.37335           1.03444           0.29244           0.22544           1.32544           
96   148  -1.492051         -0.317771         0.564654          -0.152796         -0.121754         0.384825          1.17102           0.31702           0.25902           1.27902           
96   150  -1.428732         -0.343133         0.669323          -0.12773          -0.132834         0.364318          0.854             0.171             0.063             1.064             
96   152  -1.325701         -0.321224         0.786237          -0.075088         -0.073758         0.368146          0.79301           0.17001           0.04301           0.96901           
98   142  -1.285962         -0.159543         0.316327          -0.160535         0.080444          0.194952          -0.02919          0.37981           -0.29619          0.99881           
98   144  -1.171431         -0.056478         0.464144          -0.057351         0.170179          0.300434          0.19472           0.41272           -0.21828          1.04172           
98   146  -1.186903         -0.08816          0.505772          -0.065653         0.156415          0.29362           0.17047           0.31447           -0.17453          1.01847           
98   148  -1.234462         -0.186077         0.492818          -0.126631         0.095488          0.230747          0.22845           0.18745           -0.20955          0.95645           
98   150  -1.2712           -0.325161         0.506763          -0.188925         0.029129          0.17954           0.2551            0.1361            -0.2309           0.8611            
98   152  -1.202008         -0.324224         0.662092          -0.135466         0.096299          0.250866          0.5207            0.1797            -0.0483           0.9387            
98   154  -1.146154         -0.249926         0.823343          -0.059069         0.224026          0.327131          0.75808           0.33208           0.07108           1.06908           
100  146  -1.369259         -0.208267         0.180631          -0.160643         0.304219          0.243504          0.60571           0.42771           0.18071           1.30371           
100  148  -1.273946         -0.157473         0.371429          -0.064095         0.371257          0.347771          0.74162           0.48262           0.25462           1.38262           
100  150  -1.223852         -0.195688         0.524387          -0.027881         0.361951          0.425456          0.80629           0.45829           0.29929           1.39529           
100  152  -1.432857         -0.479052         0.422757          -0.25169          0.08381           0.230865          0.7763            0.2083            0.1823            1.1933            
100  154  -1.374303         -0.383253         0.621406          -0.151814         0.15562           0.330255          0.99224           0.43724           0.36324           1.32124           
100  156  -1.326065         -0.276727         0.764564          -0.074485         0.228307          0.406915          1.16947           0.48947           0.58647           1.42647           
102  150  -1.180948         -0.033995         0.80263           0.126514          0.185796          0.778812          1.21124           0.68024           0.66624           1.76324           
102  152  -1.072715         0.011327          0.979269          0.210715          0.208535          0.892797          1.47778           0.73778           0.84978           1.88878           
102  154  -1.188044         -0.074139         0.962457          0.122567          0.084713          0.782474          1.44333           0.76533           0.84433           1.79933           
104  152  -1.351346         -0.073892         0.80837           0.0283            -0.078848         0.706777          1.24976           0.56976           0.56376           1.69776           
104  154  -1.380344         -0.151467         0.787619          -0.041163         -0.180715         0.621771          1.13103           0.53603           0.43603           1.61803           
108  156  -0.923214         -0.410573         0.324807          -0.228401         0.19683           0.019449          0.01551           0.31751           -0.25349          0.97251           
