Z    N    SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
84   134  -0.397056         -0.474239         -1.262905         -0.964081         -0.798627         -0.981366         -0.91815          -0.18215          -0.83015          -1.17015          
86   112  0.129724          -0.095123         -0.347777         -0.006985         -0.284799         -0.301557         0.04023           -0.26777          0.20823           -0.22777          
86   114  -0.000595         0.091596          -0.009886         0.091451          0.101846          -0.108297         0.01811           -0.27089          0.19711           -0.26789          
86   116  1.224258          0.123694          0.212771          0.303406          0.14481           -0.019156         0.12143           -0.10357          0.29643           -0.20457          
86   118  1.467199          0.267249          0.435786          0.418054          0.262446          0.279548          0.24331           -0.01369          0.40331           -0.04569          
86   120  1.378064          0.502174          0.548576          0.635667          0.534275          0.449731          0.55194           0.37094           0.84494           0.26894           
86   122  1.414092          0.783238          1.040793          0.886331          0.87842           0.657939          1.02289           0.74589           1.04189           0.51289           
86   124  1.442758          1.47799           1.175135          1.511629          1.504096          1.060749          1.14843           0.80643           1.25943           0.55043           
86   126  1.737785          0.832305          1.464539          0.835475          1.083863          0.688056          1.39867           0.84267           1.23467           0.61467           
86   128  -0.643899         0.162591          -2.259485         -0.73043          -0.582118         -1.279943         -2.09878          -0.70278          -1.68978          -1.69278          
86   130  -0.571266         -0.851942         -2.236123         -1.606157         -1.173822         -1.897264         -1.69531          -0.72331          -1.55531          -1.70831          
86   132  -0.147644         -0.282279         -1.088498         -0.548583         -0.638731         -0.698472         -0.96667          -0.20767          -0.86667          -1.50867          
86   134  0.267396          -0.145435         -1.12789          -0.251109         -0.30712          -0.49147          -0.82075          -0.28675          -0.60275          -1.11875          
86   136  0.626843          -0.171249         -1.06921          -0.184191         -0.257698         -0.388978         -0.8855           -0.2105           -0.4965           -0.9625           
88   116  0.779352          -0.298339         -0.010503         -0.112694         -0.044124         -0.163622         0.11265           -0.01335          0.30065           -0.22535          
88   118  1.327237          -0.014603         0.004565          0.252133          0.169022          -0.001555         0.30904           0.13404           0.42704           -0.06196          
88   120  1.217791          0.530956          0.394157          0.609854          0.377976          0.342259          0.28518           0.19018           0.52218           0.21118           
88   122  1.108784          0.772268          1.018136          0.896757          0.743227          0.791952          0.90054           0.76054           1.16154           0.57054           
88   124  1.302819          1.340948          1.100815          1.39231           1.336764          1.094372          1.23687           0.88487           1.35587           0.65187           
88   126  1.658715          1.106393          1.660252          1.026309          1.29696           0.842909          1.48129           0.92029           1.28129           0.70029           
88   128  -1.015999         -0.147752         -2.531413         -1.022884         -0.913523         -1.589364         -2.07114          -0.69414          -1.67814          -1.75214          
88   130  -0.311197         -0.830119         -2.0711           -1.716009         -1.134523         -2.084934         -1.72655          -0.73755          -1.65155          -1.84455          
88   132  -0.02045          -0.207466         -0.994193         -0.330899         -0.431466         -0.686766         -1.27784          -0.34684          -1.12584          -1.67784          
88   134  0.545474          -0.272039         -1.024476         -0.281562         -0.346174         -0.573394         -1.37923          -0.44923          -1.08923          -1.54123          
88   136  0.931272          -0.184043         -0.809183         -0.070056         -0.161535         -0.289212         -1.23173          -0.44673          -0.89573          -1.44373          
88   138  0.803984          -0.147105         -0.608239         -0.002641         -0.082504         -0.196802         -0.63373          -0.16273          -0.33573          -1.29573          
88   140  0.779904          -0.041079         -0.538418         0.047021          -0.004227         -0.178881         -0.26094          -1.89494          0.07106           -0.72394          
88   142  0.661371          -0.110026         -0.679317         -0.093428         -0.114618         -0.337827         -0.49062          -1.94462          -0.09362          -0.58562          
90   122  0.83715           0.779988          0.99005           0.919585          0.660549          0.8473            1.01384           1.00584           1.35084           0.84384           
90   124  1.164397          1.301514          1.242572          1.334425          1.028881          1.231779          1.37527           0.81227           1.46027           0.65027           
90   126  1.629968          1.283609          1.763249          1.146758          1.510369          0.919465          1.42269           0.90069           1.21269           0.66569           
90   128  -1.356676         -0.43352          -2.753995         -1.258082         -1.213381         -1.796267         -1.9945           -0.6455           -1.6125           -1.6845           
90   130  -0.205687         -0.748021         -2.151073         -1.583351         -0.798087         -2.189012         -1.86012          -0.57512          -1.56312          -1.75312          
90   132  0.541042          -0.303832         -0.783533         -0.285683         -0.209102         -0.714637         -1.48064          -0.59364          -1.41264          -1.79764          
90   134  1.165371          -0.4107           -0.654467         -0.119425         -0.163642         -0.438759         -1.61429          -0.52029          -1.37829          -1.84529          
90   136  1.248759          -0.204573         -0.247515         0.173761          0.006073          -0.037961         -1.52986          -0.36986          -1.47686          -1.80186          
90   138  0.790582          -0.025418         -0.462786         0.09516           -0.049787         -0.1371           -0.17051          -0.29751          0.02949           -1.69451          
90   140  0.669546          0.017731          -0.579505         0.00845           -0.077507         -0.259856         -0.25685          -2.37785          0.10915           -0.56785          
90   142  0.600678          -0.031567         -0.589773         -0.081272         -0.08386          -0.33747          -0.4053           -2.1383           -0.0123           -0.5613           
90   144  0.625607          -0.021445         -0.599715         -0.050607         -0.017659         -0.312702         -0.48966          -1.35566          -0.16166          -0.50066          
92   134  1.631286          -0.359633         -0.206126         0.139707          0.045899          -0.11122          -1.67249          -0.56249          -1.48049          -1.87749          
92   136  1.357004          -0.080473         0.023493          0.265598          0.062286          0.065527          -1.64676          -0.52876          -1.51276          -1.99776          
92   138  0.871928          0.034364          -0.377518         0.109903          -0.033138         -0.15109          -0.16663          -0.40763          -0.34863          -2.01363          
92   140  0.674754          0.005847          -0.539531         -0.006251         -0.09862          -0.284461         -0.25161          -2.65761          0.11339           -0.57961          
92   142  0.480354          -0.079391         -0.545102         -0.122148         -0.139315         -0.386179         -0.33574          -2.39774          0.01126           -0.63374          
92   144  0.622766          0.050688          -0.494767         -0.001555         0.047525          -0.273771         -0.51693          -1.84893          -0.16393          -0.53593          
92   146  0.653476          -0.047404         -0.728608         -0.084341         -0.041156         -0.314363         -0.49601          -0.22401          -1e-05            -0.48501          
92   148  0.466302          -0.199765         -0.87588          -0.216896         -0.210782         -0.400757         -0.19548          0.01052           0.21252           -0.42048          
94   136  1.157682          -0.012519         -0.030507         0.229649          0.08701           0.059501          0.12375           -0.53125          -0.02525          -1.74425          
94   138  0.959569          0.05973           -0.285464         0.159252          0.047676          -0.079258         0.20627           -0.39073          0.33227           -0.35673          
94   140  0.756222          -0.031135         -0.408508         0.020122          -0.090869         -0.219694         -0.23257          -2.80857          0.15343           -0.53657          
94   142  0.529159          -0.087084         -0.38299          -0.063592         -0.125546         -0.311361         -0.23751          -1.90151          0.07249           -0.64751          
94   144  0.622913          0.001082          -0.439887         -0.027974         -0.030565         -0.30746          -0.62561          -0.08861          -0.25961          -0.69661          
94   146  0.781778          0.022961          -0.552592         -0.009354         0.003041          -0.257767         -0.41338          -0.00738          -0.00438          -0.54338          
94   148  0.631917          -0.072087         -0.625716         -0.088676         -0.133379         -0.300292         -0.10824          0.03676           0.24176           -0.44024          
94   150  0.256935          -0.263699         -0.88117          -0.31477          -0.385041         -0.525855         -0.57647          -0.51447          -0.16547          -0.75347          
96   144  0.714556          0.059512          -0.305287         0.046442          0.008436          -0.218845         -0.59511          -0.06811          -0.15111          -0.65011          
96   146  0.895993          0.134804          -0.381264         0.106607          0.090573          -0.152771         -0.09085          -0.01785          0.13415           -0.46485          
96   148  0.685458          -0.069589         -0.521811         -0.054853         -0.122623         -0.288357         0.0288            0.0618            0.2758            -0.4862           
96   150  0.321894          -0.287421         -0.774861         -0.288064         -0.394481         -0.544722         -0.89185          -0.65885          -0.35985          -0.96685          
96   152  0.205417          -0.286739         -1.136243         -0.362675         -0.37023          -0.624097         -1.22787          -0.35287          -0.65687          -1.05087          
98   146  0.930621          0.153222          -0.289536         0.148405          0.12691           -0.109484         -0.065            -0.066            0.228             -0.438            
98   148  0.637969          -0.167435         -0.534695         -0.11576          -0.18348          -0.35116          0.08685           -0.06515          0.24085           -0.54815          
98   150  0.285756          -0.425905         -0.760316         -0.349758         -0.460241         -0.595329         -0.8646           -0.7096           -0.3806           -1.0616           
98   152  0.276268          -0.284142         -0.979255         -0.307557         -0.3014           -0.551112         -0.96061          -0.30761          -0.47261          -0.97161          
98   154  0.465297          0.157401          -0.846782         0.000407          0.183793          -0.250977         -0.53644          0.07156           -0.15844          -0.51444          
98   156  0.451828          0.153878          -0.774058         -0.045989         0.197073          -0.299353         -0.36885          -0.35985          -0.09985          -0.46285          
100  148  0.789712          -0.060211         -0.287466         0.037218          -0.060013         -0.190464         0.27919           0.04619           0.37119           -0.41281          
100  150  0.32831           -0.471661         -0.614899         -0.321084         -0.477086         -0.525183         -0.80747          -0.74147          -0.34347          -1.05647          
100  152  0.068034          -0.566736         -1.080115         -0.530595         -0.578771         -0.744933         -0.98983          -0.55683          -0.58883          -1.17283          
100  154  0.525521          0.25487           -0.646463         0.101953          0.257273          -0.149917         -0.31883          0.30217           0.02417           -0.38483          
100  156  0.497976          0.258314          -0.63299          0.029251          0.26767           -0.224783         -0.19371          -0.30971          0.12129           -0.35971          
102  152  0.167097          -0.530585         -0.912646         -0.455565         -0.565201         -0.640118         -0.73246          -0.50846          -0.41446          -1.05646          
102  154  0.411302          0.170515          -0.662165         0.014915          0.134561          -0.25913          -0.35217          0.33083           0.01983           -0.47317          
