Z    N    SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
82   98   *                 -0.566247         -0.786816         -0.561271         -0.591512         -0.625112         -0.73731          -1.07231          -0.63431          -0.99231          
82   100  -0.509925         -0.454599         -0.64621          -0.451637         -0.464095         -0.187286         -0.70437          -0.99937          -0.61037          -0.91637          
82   102  0.037668          -0.297166         -0.667481         -0.194175         -0.302735         -0.021331         -0.63204          0.23796           -0.49704          -0.78304          
82   104  0.230222          -0.169996         -0.266165         -0.176154         -0.19811          -0.372129         -0.18214          0.59686           0.08586           -0.64114          
82   106  0.245656          -0.135975         -0.08092          -0.148443         -0.160522         -0.431027         0.01919           -0.42581          0.07119           -0.36781          
82   108  0.645123          -0.033726         -0.40928          -0.039969         -0.062191         -0.293206         -0.11808          -0.76208          0.04292           -0.36508          
82   110  0.841206          0.021349          -0.495164         0.085882          -0.006856         -0.442861         -0.21701          -0.54801          -0.05901          -0.47501          
82   112  1.120458          0.118912          -0.457401         0.156197          0.09785           -0.569591         -0.24055          -0.36155          -0.07655          -0.53555          
82   114  1.327295          0.255949          0.227997          0.308436          0.241618          0.057172          -0.25601          -0.37401          -0.07201          -0.57601          
82   116  1.456169          0.313593          0.335447          0.395514          0.30777           0.137891          -0.37881          -0.51481          -0.07281          -0.24981          
82   118  1.670486          0.49566           0.620531          0.606352          0.498284          0.34303           0.4368            -0.5462           0.6108            -0.0832           
82   120  1.817717          0.643393          1.009046          0.778424          0.654915          0.506448          0.60581           -0.12519          0.79981           0.00081           
82   122  1.937543          0.823217          1.320829          0.97368           0.874044          0.683495          0.76109           0.47209           0.87909           0.07609           
82   124  1.993114          0.973706          1.545006          1.122594          1.01767           0.800597          0.81267           0.41767           0.86267           0.05667           
82   126  1.33207           0.108209          0.852263          0.233915          0.439076          0.15086           0.91635           0.42635           0.75035           0.11635           
82   128  0.498542          1.175421          -1.354708         0.245685          0.463012          -0.258894         -1.54954          -0.38354          -1.18054          -1.07954          
82   130  -0.027356         0.117319          -1.965609         -0.69107          -0.21467          -0.885171         -1.57098          -0.38598          -1.18798          -1.13298          
82   132  -0.049547         -0.056023         -1.971884         -0.806841         -0.403616         -0.994353         -1.45755          -0.37155          -1.04255          -1.13555          
84   104  -0.125933         *                 -0.430586         -0.317598         *                 -0.508137         *                 *                 *                 *                 
84   106  -0.034401         0.001462          0.108298          0.078379          0.079447          -0.535868         -0.04216          -0.39816          -0.07616          -0.56016          
84   108  0.545437          -0.160287         -0.457139         -0.116366         -0.250828         -0.287971         -0.06346          -0.38646          0.02254           -0.27546          
84   110  0.364775          0.099245          -0.696125         -0.274783         -0.22503          -0.502333         -0.02063          -0.07763          0.08937           -0.27663          
84   112  0.213987          0.091004          -0.582137         0.095257          0.09269           -0.549168         -0.00602          -0.11302          0.10398           -0.34802          
84   114  0.904118          0.114399          0.118083          0.228855          0.11691           -0.136494         -0.08194          -0.21194          0.07206           -0.43494          
84   116  1.401339          0.244162          0.297684          0.343923          0.261012          0.108325          -0.16404          -0.29204          0.04396           -0.48604          
84   118  1.496456          0.350311          0.387103          0.45198           0.394403          0.191583          -0.22649          -0.42549          0.12751           -0.11349          
84   120  1.630616          0.611306          0.735574          0.718247          0.736436          0.449214          0.73074           -0.13826          0.93574           0.27374           
84   122  1.72212           1.079253          1.091208          1.155429          1.108873          0.730064          0.98494           0.71394           1.13094           0.36794           
84   124  1.97162           1.326169          1.580075          1.409486          1.299745          1.081967          1.11044           0.65144           1.14944           0.36444           
84   126  1.580166          0.511237          1.185984          0.573661          0.78234           0.456869          1.20582           0.67382           1.01582           0.42182           
84   128  -0.169026         0.557893          -1.905115         -0.332535         -0.149848         -0.876278         -1.95498          -0.62098          -1.51798          -1.50198          
84   130  -0.543911         -0.341434         -2.39654          -1.144879         -0.675999         -1.380553         -1.76819          -0.49519          -1.33719          -1.41919          
84   132  -0.423403         -0.364625         -1.952299         -1.072852         -0.716786         -1.321495         -1.34217          -0.33317          -1.14917          -1.27917          
84   134  -0.397056         -0.474239         -1.262905         -0.964081         -0.798627         -0.981366         -0.91815          -0.18215          -0.83015          -1.17015          
84   136  0.291919          -0.64842          -1.341173         -0.339238         -0.676061         -0.530724         -0.93607          -0.09307          -0.53507          -1.05207          
84   138  0.593497          -0.459772         -1.123367         -0.255462         -0.323603         -0.426517         -0.80983          -0.20883          -0.28783          -0.78883          
86   110  0.38161           -0.177372         -0.855152         -0.295031         -0.420291         -0.531525         0.37186           -0.08314          0.17386           -0.24814          
86   112  0.129514          -0.095333         -0.347987         -0.007195         -0.285009         -0.301767         0.04002           -0.26798          0.20802           -0.22798          
86   114  0.000255          0.092446          -0.009036         0.092301          0.102696          -0.107447         0.01896           -0.27004          0.19796           -0.26704          
86   116  1.223328          0.122764          0.211841          0.302476          0.14388           -0.020086         0.1205            -0.1045           0.2955            -0.2055           
86   118  1.480699          0.280749          0.449286          0.431554          0.275946          0.293048          0.25681           -0.00019          0.41681           -0.03219          
86   120  1.346714          0.470824          0.517226          0.604317          0.502925          0.418381          0.52059           0.33959           0.81359           0.23759           
86   122  1.423942          0.793088          1.050643          0.896181          0.88827           0.667789          1.03274           0.75574           1.05174           0.52274           
86   124  1.443518          1.47875           1.175895          1.512389          1.504856          1.061509          1.14919           0.80719           1.26019           0.55119           
86   126  1.744645          0.839165          1.471399          0.842335          1.090723          0.694916          1.40553           0.84953           1.24153           0.62153           
86   128  -0.643889         0.162601          -2.259475         -0.73042          -0.582108         -1.279933         -2.09877          -0.70277          -1.68977          -1.69277          
86   130  -0.573976         -0.854652         -2.238833         -1.608867         -1.176532         -1.899974         -1.69802          -0.72602          -1.55802          -1.71102          
86   132  -0.145134         -0.279769         -1.085988         -0.546073         -0.636221         -0.695962         -0.96416          -0.20516          -0.86416          -1.50616          
86   134  0.266246          -0.146585         -1.12904          -0.252259         -0.30827          -0.49262          -0.8219           -0.2879           -0.6039           -1.1199           
86   136  0.626833          -0.171259         -1.06922          -0.184201         -0.257708         -0.388988         -0.88551          -0.21051          -0.49651          -0.96251          
86   138  0.730509          -0.160301         -0.824971         -0.105077         -0.173607         -0.296093         -0.86274          -0.16974          -0.32874          -0.89474          
86   140  0.680275          -0.201996         -0.790334         -0.138228         -0.175824         -0.340283         -0.73154          -1.46554          -0.24454          -0.84754          
86   142  0.552929          -0.310588         -0.949975         -0.270307         -0.278366         -0.434792         -0.60236          -1.48236          -0.26236          -0.75636          
88   116  0.919992          -0.157699         0.130137          0.027946          0.096516          -0.022982         0.25329           0.12729           0.44129           -0.08471          
88   118  1.325317          -0.016523         0.002645          0.250213          0.167102          -0.003475         0.30712           0.13212           0.42512           -0.06388          
88   120  1.231291          0.544456          0.407657          0.623354          0.391476          0.355759          0.29868           0.20368           0.53568           0.22468           
88   122  1.076544          0.740028          0.985896          0.864517          0.710987          0.759712          0.8683            0.7283            1.1293            0.5383            
88   124  1.313559          1.351688          1.111555          1.40305           1.347504          1.105112          1.24761           0.89561           1.36661           0.66261           
88   126  1.658495          1.106173          1.660032          1.026089          1.29674           0.842689          1.48107           0.92007           1.28107           0.70007           
88   128  -1.008149         -0.139902         -2.523563         -1.015034         -0.905673         -1.581514         -2.06329          -0.68629          -1.67029          -1.74429          
88   130  -0.311187         -0.830109         -2.07109          -1.715999         -1.134513         -2.084924         -1.72654          -0.73754          -1.65154          -1.84454          
88   132  -0.02317          -0.210186         -0.996913         -0.333619         -0.434186         -0.689486         -1.28056          -0.34956          -1.12856          -1.68056          
88   134  0.547014          -0.270499         -1.022936         -0.280022         -0.344634         -0.571854         -1.37769          -0.44769          -1.08769          -1.53969          
88   136  0.931092          -0.184223         -0.809363         -0.070236         -0.161715         -0.289392         -1.23191          -0.44691          -0.89591          -1.44391          
88   138  0.803984          -0.147105         -0.608239         -0.002641         -0.082504         -0.196802         -0.63373          -0.16273          -0.33573          -1.29573          
88   140  0.779654          -0.041329         -0.538668         0.046771          -0.004477         -0.179131         -0.26119          -1.89519          0.07081           -0.72419          
88   142  0.661391          -0.110006         -0.679297         -0.093408         -0.114598         -0.337807         -0.4906           -1.9446           -0.0936           -0.5856           
88   144  0.598586          -0.161243         -0.735892         -0.140765         -0.144791         -0.370076         -0.51599          -0.63199          -0.17999          -0.51999          
90   120  1.146384          0.121585          -0.105786         0.429753          0.255832          0.147594          0.26308           0.28808           0.53608           0.37708           
90   122  0.84004           0.782878          0.99294           0.922475          0.663439          0.85019           1.01673           1.00873           1.35373           0.84673           
90   124  1.127567          1.264684          1.205742          1.297595          0.992051          1.194949          1.33844           0.77544           1.42344           0.61344           
90   126  1.641088          1.294729          1.774369          1.157878          1.521489          0.930585          1.43381           0.91181           1.22381           0.67681           
90   128  -1.358406         -0.43525          -2.755725         -1.259812         -1.215111         -1.797997         -1.99623          -0.64723          -1.61423          -1.68623          
90   130  -0.197847         -0.740181         -2.143233         -1.575511         -0.790247         -2.181172         -1.85228          -0.56728          -1.55528          -1.74528          
90   132  0.541062          -0.303812         -0.783513         -0.285663         -0.209082         -0.714617         -1.48062          -0.59362          -1.41262          -1.79762          
90   134  1.162651          -0.41342          -0.657187         -0.122145         -0.166362         -0.441479         -1.61701          -0.52301          -1.38101          -1.84801          
90   136  1.251889          -0.201443         -0.244385         0.176891          0.009203          -0.034831         -1.52673          -0.36673          -1.47373          -1.79873          
90   138  0.788812          -0.027188         -0.464556         0.09339           -0.051557         -0.13887          -0.17228          -0.29928          0.02772           -1.69628          
90   140  0.669366          0.017551          -0.579685         0.00827           -0.077687         -0.260036         -0.25703          -2.37803          0.10897           -0.56803          
90   142  0.600538          -0.031707         -0.589913         -0.081412         -0.084            -0.33761          -0.40544          -2.13844          -0.01244          -0.56144          
90   144  0.625857          -0.021195         -0.599465         -0.050357         -0.017409         -0.312452         -0.48941          -1.35541          -0.16141          -0.50041          
90   146  0.611522          -0.146103         -0.798645         -0.149613         -0.115909         -0.375628         -0.58245          -0.06945          -0.05745          -0.49245          
92   126  1.582278          1.389002          1.864754          1.199839          1.517121          0.96005           1.32062           0.75762           1.16562           0.54762           
92   132  1.043664          -0.380448         -0.589591         -0.122631         0.001946          -0.621263         -1.66721          -0.50721          -1.41621          -1.71121          
92   134  1.622756          -0.368163         -0.214656         0.131177          0.037369          -0.11975          -1.68102          -0.57102          -1.48902          -1.88602          
92   136  1.354484          -0.082993         0.020973          0.263078          0.059766          0.063007          -1.64928          -0.53128          -1.51528          -2.00028          
92   138  0.874698          0.037134          -0.374748         0.112673          -0.030368         -0.14832          -0.16386          -0.40486          -0.34586          -2.01086          
92   140  0.673254          0.004347          -0.541031         -0.007751         -0.10012          -0.285961         -0.25311          -2.65911          0.11189           -0.58111          
92   142  0.479954          -0.079791         -0.545502         -0.122548         -0.139715         -0.386579         -0.33614          -2.39814          0.01086           -0.63414          
92   144  0.622676          0.050598          -0.494857         -0.001645         0.047435          -0.273861         -0.51702          -1.84902          -0.16402          -0.53602          
92   146  0.653986          -0.046894         -0.728098         -0.083831         -0.040646         -0.313853         -0.4955           -0.2235           0.0005            -0.4845           
92   148  0.467872          -0.198195         -0.87431          -0.215326         -0.209212         -0.399187         -0.19391          0.01209           0.21409           -0.41891          
94   136  1.159322          -0.010879         -0.028867         0.231289          0.08865           0.061141          0.12539           -0.52961          -0.02361          -1.74261          
94   138  0.956409          0.05657           -0.288624         0.156092          0.044516          -0.082418         0.20311           -0.39389          0.32911           -0.35989          
94   140  0.758992          -0.028365         -0.405738         0.022892          -0.088099         -0.216924         -0.2298           -2.8058           0.1562            -0.5338           
94   142  0.527659          -0.088584         -0.38449          -0.065092         -0.127046         -0.312861         -0.23901          -1.90301          0.07099           -0.64901          
94   144  0.622513          0.000682          -0.440287         -0.028374         -0.030965         -0.30786          -0.62601          -0.08901          -0.26001          -0.69701          
94   146  0.781688          0.022871          -0.552682         -0.009444         0.002951          -0.257857         -0.41347          -0.00747          -0.00447          -0.54347          
94   148  0.632077          -0.071927         -0.625556         -0.088516         -0.133219         -0.300132         -0.10808          0.03692           0.24192           -0.44008          
94   150  0.258865          -0.261769         -0.87924          -0.31284          -0.383111         -0.523925         -0.57454          -0.51254          -0.16354          -0.75154          
96   140  0.899266          0.104093          -0.098856         0.189132          0.042415          -0.012121         0.05978           -2.40022          0.29978           -0.40422          
96   142  0.596989          -0.055477         -0.223639         0.000124          -0.114011         -0.214223         -0.01049          -0.29949          0.15851           -0.60549          
96   144  0.664146          0.009102          -0.355697         -0.003968         -0.041974         -0.269255         -0.64552          -0.11852          -0.20152          -0.70052          
96   146  0.895663          0.134474          -0.381594         0.106277          0.090243          -0.153101         -0.09118          -0.01818          0.13382           -0.46518          
96   148  0.685158          -0.069889         -0.522111         -0.055153         -0.122923         -0.288657         0.0285            0.0615            0.2755            -0.4865           
96   150  0.322184          -0.287131         -0.774571         -0.287774         -0.394191         -0.544432         -0.89156          -0.65856          -0.35956          -0.96656          
96   152  0.207437          -0.284719         -1.134223         -0.360655         -0.36821          -0.622077         -1.22585          -0.35085          -0.65485          -1.04885          
98   144  0.778677          0.112167          -0.20788          0.099216          0.047761          -0.163773         -0.42161          -0.08561          -0.12361          -0.65761          
98   146  0.880201          0.102802          -0.339956         0.097985          0.07649           -0.159904         -0.11542          -0.11642          0.17758           -0.48842          
98   148  0.637599          -0.167805         -0.535065         -0.11613          -0.18385          -0.35153          0.08648           -0.06552          0.24048           -0.54852          
98   150  0.285446          -0.426215         -0.760626         -0.350068         -0.460551         -0.595639         -0.86491          -0.70991          -0.38091          -1.06191          
98   152  0.276628          -0.283782         -0.978895         -0.307197         -0.30104          -0.550752         -0.96025          -0.30725          -0.47225          -0.97125          
98   154  0.467327          0.159431          -0.844752         0.002437          0.185823          -0.248947         -0.53441          0.07359           -0.15641          -0.51241          
98   156  0.451828          0.153878          -0.774058         -0.045989         0.197073          -0.299353         -0.36885          -0.35985          -0.09985          -0.46285          
100  148  0.732912          -0.117011         -0.344266         -0.019582         -0.116813         -0.247264         0.22239           -0.01061          0.31439           -0.46961          
100  150  0.33553           -0.464441         -0.607679         -0.313864         -0.469866         -0.517963         -0.80025          -0.73425          -0.33625          -1.04925          
100  152  0.067614          -0.567156         -1.080535         -0.531015         -0.579191         -0.745353         -0.99025          -0.55725          -0.58925          -1.17325          
100  154  0.525881          0.25523           -0.646103         0.102313          0.257633          -0.149557         -0.31847          0.30253           0.02453           -0.38447          
100  156  0.500076          0.260414          -0.63089          0.031351          0.26977           -0.222683         -0.19161          -0.30761          0.12339           -0.35761          
102  152  0.175847          -0.521835         -0.903896         -0.446815         -0.556451         -0.631368         -0.72371          -0.49971          -0.40571          -1.04771          
102  154  0.410552          0.169765          -0.662915         0.014165          0.133811          -0.25988          -0.35292          0.33008           0.01908           -0.47392          
104  154  0.381554          0.09219           -0.683666         -0.055299         0.031944          -0.344885         -0.47165          0.29635           -0.10865          -0.55365          
106  156  0.443316          0.171521          -0.526607         -0.035187         0.079724          -0.357612         -0.07042          -0.39942          0.10858           -0.47542          
108  158  0.976038          0.246087          -0.033156         0.267755          0.232473          0.038082          0.02552           -0.31448          0.21852           -0.46648          
