Z    N    SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
8    10   3.701372          3.391404          2.706514          2.406861          3.143398          2.229271          1.22955           0.77755           1.77955           1.41255           
8    12   2.150706          0.800639          0.190588          0.219137          0.51708           -0.066588         -0.49565          -0.76265          0.22835           0.15335           
8    14   1.370064          -0.226005         -0.661091         -0.54623          -0.584134         -1.05665          -1.36677          -1.56477          -0.56777          -0.77677          
8    16   1.496862          0.216063          -0.104862         0.149336          0.078417          -0.146007         0.03373           -0.34427          0.53973           0.73373           
8    18   2.09416           2.325809          2.012708          2.564163          2.254906          1.468361          2.718             3.658             3.715             4.865             
10   8    -2.29181          -0.938515         0.013846          -0.480878         -1.628894         1.534134          *                 *                 *                 *                 
10   10   -6.363552         -6.121708         -6.35864          -5.9263           -5.759758         -4.903015         -5.37118          -4.47318          -5.62618          -6.76818          
10   12   3.339713          1.659541          2.345841          2.161515          1.955314          2.260879          2.49258           1.06558           2.53758           1.85658           
10   14   2.775586          2.330321          1.137567          1.116623          2.299185          0.475458          -0.73956          -1.09256          0.12344           0.24844           
10   16   3.323879          2.74429           2.405143          2.364599          2.166907          1.74648           1.40812           1.41412           2.16012           2.25312           
10   18   1.015743          1.630115          1.54108           1.758407          0.953655          0.657215          2.44799           3.21999           3.30399           3.77499           
10   20   0.214386          -0.309259         -0.092989         0.223623          -0.055665         -0.512877         1.97975           3.32275           2.81775           2.66175           
12   10   -4.98185          -5.407549         -4.106907         -3.973971         -4.447056         -2.78319          -2.61526          -3.29426          -3.39726          -5.29326          
12   12   -3.250136         -3.853636         -3.468719         -3.828314         -3.643685         -2.949167         -2.29427          -3.16327          -2.44727          -2.27427          
12   14   3.161367          3.038742          2.049108          2.267186          3.976826          2.230207          0.48839           1.30239           1.07139           0.45439           
12   16   2.556006          2.706474          2.110492          1.971535          2.00192           1.233793          1.10706           1.36806           1.11806           0.99006           
12   18   0.758479          1.798276          1.868302          1.930065          0.869378          1.104019          1.84339           2.30039           2.96639           3.16839           
12   20   0.534379          0.402313          0.710716          0.746461          0.304216          0.082581          2.64029           3.61129           3.65029           3.04329           
12   22   1.028179          -1.608482         -2.754493         -1.918112         -2.085194         -2.374083         -2.73039          -3.02539          -2.55739          -1.70539          
12   24   2.573994          1.200899          1.224344          1.16411           0.86277           0.457144          0.81318           0.78218           1.54318           1.57418           
14   12   -2.750597         -3.303545         -2.475602         -2.580038         -2.110382         -1.601749         -1.35384          -1.35784          -1.99684          -2.45684          
14   14   -2.247808         -2.883811         -2.896538         -2.917476         -2.05914          -2.249937         -0.35941          -1.43741          -1.05441          -0.95641          
14   16   3.132397          3.434954          3.086032          3.092306          2.987457          2.829169          0.0972            0.7012            1.1682            0.3432            
14   18   -0.570005         0.848065          0.917368          0.84959           -0.158265         0.455308          1.97164           2.19764           1.98164           1.78364           
14   20   0.894414          1.040025          1.562565          1.378778          0.801282          0.982416          3.3982            3.8572            3.8042            3.4362            
14   22   1.80592           0.745683          -0.102603         0.295935          0.435735          -0.724057         -1.16491          -1.05191          -0.35391          -0.16591          
14   24   1.850339          0.110208          -0.102434         0.02633           -0.265887         -0.377601         -0.64681          0.06319           0.25719           0.04219           
14   26   1.852909          0.138924          -0.339193         -0.061457         -0.182944         -0.787867         -0.51266          -0.76666          -0.05666          0.60834           
16   14   -1.467579         -1.8878           -1.689699         -1.623834         -0.878611         -0.482917         -1.19609          -1.82109          -1.41609          -1.55009          
16   16   -1.763779         -1.220677         -1.821011         -1.255522         -1.21597          -0.766875         -1.18191          -0.67391          -1.66591          -1.90791          
16   18   -0.557193         1.236995          1.25719           1.19759           0.101192          1.242608          2.12721           3.18221           3.00121           2.37221           
16   20   0.103187          0.639285          1.272559          0.886808          0.253455          0.92501           2.97792           3.29392           3.62192           3.00492           
16   22   1.772461          1.049319          0.321251          0.685235          0.816823          -0.188351         -0.23271          -0.26271          0.18729           0.17829           
16   24   0.613016          -0.798896         -0.591058         -0.772411         -1.029007         -0.842691         0.09972           -0.12928          0.16472           -0.10028          
16   26   1.305665          -0.61209          -0.597526         -0.675633         -0.831743         -1.432219         -1.14053          -1.09253          -0.52353          -0.67953          
16   28   2.548627          1.151967          0.352666          0.820172          0.857448          0.172271          -0.54012          -0.51712          0.01288           0.24488           
18   14   -2.29064          -2.395433         -2.070981         -2.157092         -1.542325         -0.692049         *                 *                 -1.62413          -2.55913          
18   16   -1.763457         -0.902518         -1.513853         -0.951383         -1.154374         -0.138439         -0.99757          0.10943           -0.90457          -1.30457          
18   18   -3.541958         -1.880088         -1.732963         -1.935537         -3.053901         -1.364096         0.21112           0.77312           -0.02488          -0.54788          
18   20   0.976855          1.53268           2.289366          1.83883           1.102665          2.350933          3.83808           4.32108           4.92308           3.90808           
18   22   1.542127          1.031882          0.485997          0.80466           0.923823          0.178964          -0.23071          -0.28871          -0.14771          0.14329           
18   24   0.953557          -0.322756         -0.540101         -0.463369         -0.280651         -0.866705         -0.71741          -0.89541          -0.46041          -0.57141          
18   26   1.219825          -0.541107         -0.4675           -0.640586         -0.717228         -1.038157         -0.82321          -0.99421          -0.57521          -0.78821          
18   28   0.665327          -0.997467         -1.212964         -1.128471         -1.128721         -1.651298         -1.29131          -1.20231          -1.01731          -1.41631          
18   30   2.53124           1.985718          0.516575          1.613435          1.883605          1.100356          -0.01204          -0.53004          0.39596           0.83896           
20   18   -2.683209         -0.99278          -0.758874         -1.050749         -2.229415         -0.047582         0.60002           1.28302           0.82902           0.28502           
20   20   -2.797153         -2.151008         -1.408405         -1.912006         -2.68125          -0.932196         0.86448           1.40748           0.30248           0.14448           
20   22   2.002104          1.630022          1.271255          1.541615          1.667659          1.288356          0.72151           0.75851           1.40751           0.89451           
20   24   1.12887           0.029397          -0.137261         -0.01551          0.177714          -0.17721          -0.25406          -0.75706          -0.33506          -0.20806          
20   26   1.490626          -0.276933         0.026326          -0.239548         -0.224037         -0.452452         -0.55432          -0.83532          -0.26632          -0.57932          
20   28   0.222799          -1.517209         -1.513155         -1.642038         -1.628021         -1.966789         -1.3389           -1.6589           -1.2959           -1.9679           
20   30   2.209629          2.215621          0.494993          1.57596           1.84404           1.146459          -0.68723          -1.18223          -0.18723          0.40177           
20   32   0.526805          0.363523          -1.04329          -0.453436         -0.214014         -0.737807         -1.27068          -1.47368          -1.09468          -0.44168          
20   34   0.787083          1.100695          0.234822          0.632988          0.520565          0.035102          1.18505           1.48405           1.49005           2.13805           
22   20   -2.380986         -1.627065         -0.679183         -1.199006         -1.938828         0.092559          1.67808           2.30708           1.35708           0.74408           
22   22   -3.444332         -3.579083         -3.701725         -3.387443         -3.226796         -3.39693          -3.93353          -4.52153          -3.83853          -3.97553          
22   24   0.741123          -0.186154         -0.088876         0.139916          0.287971          0.251807          0.66814           0.16214           0.29714           0.07514           
22   26   2.002952          0.44075           0.901168          0.683003          0.788295          0.536243          0.15446           -0.25954          0.42046           0.41946           
22   28   1.465487          -0.169097         0.037046          -0.172906         -0.077853         -0.262625         0.45141           0.01841           0.40441           0.05241           
22   30   1.845783          2.349851          0.59386           1.61671           1.83667           1.08819           -0.96979          -0.79279          -0.38679          -0.17379          
22   32   1.351462          1.454163          0.1478            0.501588          0.732768          0.116373          -0.27079          0.09321           0.11421           0.36721           
22   34   0.251705          0.86087           0.143886          0.315182          0.048349          -0.411944         1.0533            1.3133            1.3733            1.7113            
24   24   -0.863965         -2.139366         -1.211775         -1.544203         -1.978664         -0.86681          -0.29709          -1.15909          -1.07609          -1.19609          
24   26   1.480891          0.533265          0.729607          0.754765          1.01858           0.74094           -0.09469          -0.47169          0.27231           0.39131           
24   28   0.996561          0.013693          -0.095871         -0.000151         0.506328          -0.178748         0.0112            -0.2198           0.2392            0.5852            
24   30   0.640044          1.188246          0.115168          0.601366          1.087766          0.017858          -0.41016          0.28384           -0.12616          -0.96916          
24   32   1.498593          1.866448          0.45682           0.826183          1.044819          0.385934          0.34513           0.71213           0.79313           0.75713           
24   34   -0.412618         0.550883          -0.159008         -0.068466         -0.418299         -0.345229         0.39657           0.83657           0.71757           0.84257           
24   36   0.36469           0.743445          0.193964          0.655252          0.305258          -0.184506         1.19659           1.32759           1.49959           1.80459           
24   38   1.013424          -0.012932         0.328052          0.301885          0.055357          -0.400348         1.13598           1.66498           1.59598           1.53098           
24   40   1.516345          0.21143           0.729025          0.686046          0.408766          -0.001165         2.01157           2.56557           2.26457           1.62857           
26   26   -1.717033         -2.684397         -2.193595         -2.239771         -1.94043          -1.948629         -1.13654          -2.47854          -1.97954          -1.51454          
26   28   1.463288          0.369012          0.546087          0.621381          1.276866          0.687957          0.69123           0.65423           0.98123           1.58423           
26   30   0.24169           1.283343          0.200954          0.568154          0.946951          0.026806          -0.67422          0.14778           -0.31422          -1.45222          
26   32   0.652824          1.284027          0.054353          0.185892          0.397177          0.061032          0.32734           0.93334           0.68734           0.27634           
26   34   -0.445874         0.635053          0.085678          0.334555          -0.325855         -0.060709         0.89946           1.54346           1.01946           0.78246           
26   36   0.113999          0.670671          0.111095          0.332529          0.252169          -0.228809         0.48433           0.47833           0.90833           1.21533           
26   38   0.767659          0.818608          1.019562          1.100685          0.770423          0.238558          1.68487           2.25487           2.18387           2.01287           
26   40   1.397664          0.309441          0.894952          0.71582           0.448536          0.179143          1.98207           2.33907           2.16807           1.43307           
26   42   2.084572          0.335095          -0.095271         0.426999          0.223613          -0.378199         -0.82471          -0.84171          0.17029           0.29329           
28   28   -1.117971         -2.901712         -1.912195         -2.246476         -1.794805         -1.814542         -0.60887          -1.87587          -1.95187          -0.17587          
28   30   0.678419          2.29278           0.59873           1.417325          1.796185          0.932041          -0.84484          0.13916           -0.03284          -1.43084          
28   32   0.297568          1.191121          0.062652          0.102854          0.398787          -0.15677          -0.07801          0.99399           0.11499           -0.41801          
28   34   -1.162181         0.27828           -0.174845         -0.048317         -0.650094         -0.196483         0.71516           1.19516           0.86216           0.52416           
28   36   -0.49569          0.480584          0.30091           0.341167          0.00729           0.026509          1.17577           1.31577           1.67177           1.36877           
28   38   0.381537          0.682489          0.932064          0.786855          0.530882          0.111892          2.213             2.33              2.612             1.59              
28   40   0.995185          0.585516          1.226877          0.896235          0.682171          0.456907          1.46684           2.10184           2.15384           1.33784           
28   42   1.754751          0.460571          0.150416          0.612036          0.504493          -0.080864         -0.30668          -0.51368          0.42732           0.49132           
28   44   1.704159          -0.126035         -0.53447          -0.073505         -0.167305         -0.731232         -0.73383          -0.81683          -0.10883          -0.28183          
30   30   -2.279869         -0.703895         -2.400802         -1.235533         -0.801629         -1.44588          -0.76423          0.14277           -1.03123          -2.07623          
30   32   0.111619          0.871774          0.180817          0.112853          0.508522          0.18243           -0.13927          0.84373           0.50473           -0.03727          
30   34   -1.443585         0.114342          0.06554           -0.026528         -0.774353         0.084547          0.55432           1.42432           1.04432           0.33932           
30   36   -0.470889         0.351363          0.255546          0.320324          -0.182772         0.117482          0.56422           0.75922           0.78122           0.76822           
30   38   0.040992          0.928085          0.512799          0.789512          0.633135          0.130966          1.32843           1.59543           1.43843           1.23443           
30   40   1.018407          0.789973          1.475546          1.108739          0.820147          0.779385          2.08572           2.07272           2.24472           1.68072           
30   42   1.223607          -0.129765         -0.410934         -0.007888         -0.136254         -0.619666         -0.56639          -0.52939          0.10861           0.17661           
30   44   1.481459          -0.563241         -0.223203         -0.517278         -0.643363         -0.429599         0.34114           0.01314           0.41614           0.06014           
30   46   1.605729          0.042461          0.489819          0.281402          -0.53633          -0.138681         0.13306           0.01706           0.47406           -0.03094          
30   48   1.5482            -0.082489         -0.192069         -0.049052         -0.148054         -0.786108         -0.86185          -0.64285          -0.14285          -0.53785          
30   50   1.962491          -0.596982         -0.485688         -0.400481         -0.603726         -1.360403         -0.09201          0.16199           0.40099           -0.47201          
30   52   1.229529          1.354888          -0.329061         0.677302          1.087194          0.40015           -1.48498          -1.84298          -1.24598          -0.32998          
32   34   -1.658493         0.095725          0.682575          0.4808            -0.823102         0.816135          1.80583           2.32283           1.87183           1.26183           
32   36   -0.890251         0.292423          -0.061026         0.27947           -0.294375         0.013755          0.20061           0.44961           0.54261           0.49661           
32   38   0.011135          0.835144          0.202321          0.286316          0.48519           0.093317          0.71328           1.07428           0.92528           0.73128           
32   40   0.796102          0.748025          0.831521          1.007918          0.6057            0.27746           1.36934           1.37134           1.36234           1.04234           
32   42   1.165941          -0.125086         -0.319916         0.059767          -0.126958         -0.417683         -0.24418          -0.16018          0.31782           0.34782           
32   44   1.300755          -0.155873         0.660435          0.190016          -0.583854         0.411867          0.75092           0.44592           0.92292           0.55192           
32   46   1.637204          0.247052          0.772887          0.561597          0.016454          0.171194          0.62621           0.48621           0.87421           0.35221           
32   48   1.226339          -0.510317         -0.475408         -0.411323         -0.571732         -0.989065         -0.38089          -0.44889          -0.12189          -0.57389          
32   50   1.341943          -0.373618         -0.752235         -0.457272         -0.418872         -1.198925         -0.1584           0.5126            0.2446            0.1126            
32   52   1.529795          1.229936          -0.006496         0.694175          0.937394          0.239141          -1.614            -2.058            -1.139            -1.03             
32   54   1.303884          1.123666          -0.053446         0.561446          0.887579          0.207872          -0.08013          0.18487           0.36387           0.55487           
34   36   -0.204157         0.662058          -0.118748         0.292309          0.020602          0.140787          0.14392           0.35192           0.51992           0.46292           
34   38   0.42198           0.591124          0.149848          0.343814          0.409509          0.229633          0.34308           0.82608           0.71608           0.59108           
34   40   0.529399          0.927735          0.359326          0.639436          0.735016          0.300248          1.06934           1.22034           1.05834           0.80834           
34   42   0.440961          0.019528          -0.201999         0.226897          0.062812          -0.26377          -0.00438          0.10562           0.51162           0.49962           
34   44   1.062707          0.033028          0.814905          0.524742          -0.135022         0.521454          0.72237           0.42537           0.88737           0.58037           
34   46   1.761626          0.287211          0.980089          0.655091          0.408658          0.406335          0.84685           0.59285           1.01185           0.50685           
34   48   1.256035          -0.478582         -0.217066         -0.299572         -0.538567         -0.750032         0.05594           -0.14406          0.15594           -0.33906          
34   50   0.855348          -0.728581         -0.968269         -0.729575         -0.775376         -1.331873         0.00553           0.46253           0.29953           0.34453           
34   52   1.341051          1.349603          -0.216341         0.632201          0.913488          0.158435          -2.07808          -2.09508          -1.61708          -1.63508          
34   54   0.903244          0.826338          -0.276178         0.129358          0.437856          -0.237159         -0.56466          -0.38666          -0.08266          -0.10366          
34   56   0.605394          0.805017          0.015561          0.25387           0.720697          -0.195384         0.71734           0.78534           0.84934           1.03534           
36   38   1.0725            0.591024          0.641541          0.555076          0.152526          0.77115           0.4211            1.5531            0.9531            0.9941            
36   40   0.237673          0.994825          0.608557          0.751407          0.820485          0.626039          1.28949           1.37049           1.49049           1.07349           
36   42   -0.021595         0.199994          0.135307          0.475766          0.320729          0.231571          0.2358            0.2958            0.6998            0.6578            
36   44   0.047993          0.002597          0.486905          0.405202          0.251984          0.297675          0.48229           0.37329           0.74529           0.56629           
36   46   1.46456           0.195218          0.885222          0.613529          0.511271          0.440244          0.73093           0.48493           0.85993           0.48393           
36   48   1.542303          -0.144544         0.230761          0.102923          -0.282543         -0.285618         0.25282           0.31882           0.55782           0.19382           
36   50   1.032836          -0.834766         -0.381903         -0.552864         -0.8128           -0.800159         0.72704           0.51404           0.43504           0.09704           
36   52   0.608669          1.264633          -0.962268         0.242737          0.71407           -0.350863         -2.56725          -2.50825          -2.07825          -1.94425          
36   54   0.511694          0.654393          -0.964439         -0.180264         0.194623          -0.558819         -1.1946           -0.9066           -0.7836           -0.7366           
36   56   0.636416          0.654858          -0.664924         -0.042941         0.328553          -0.447731         0.4413            0.3893            0.6333            0.5383            
36   58   0.153776          0.515688          0.252519          0.243666          0.125044          -0.243604         1.03991           0.99091           1.25191           1.09991           
36   60   2.130328          0.373778          0.282855          0.419072          -0.007346         -0.10795          0.75546           0.83846           1.15146           1.01346           
38   40   0.231959          1.134636          1.187699          1.334394          0.475221          0.898448          1.32006           1.82906           2.09106           1.56406           
38   42   -0.221356         0.437747          0.458977          0.784727          0.401482          0.598073          0.51685           0.47685           0.93185           0.88785           
38   44   -0.620782         0.211505          0.305852          0.600012          0.516219          0.430212          0.53377           0.44677           0.87677           0.72077           
38   46   0.952046          0.260782          0.647519          0.586203          0.423607          0.436194          0.61885           0.46385           0.87485           0.58185           
38   48   1.999891          0.119499          0.84096           0.456235          0.219633          0.249521          0.51885           0.28485           0.66685           0.22285           
38   50   0.959745          -1.37355          -0.346154         -1.014743         -1.094241         -0.993371         -0.22116          -0.23316          0.14284           -0.51916          
38   52   0.073726          1.137946          -1.405374         0.142269          0.547547          -0.471818         -2.01814          -2.19014          -2.27914          -1.77814          
38   54   0.396509          0.527768          -1.192201         -0.37123          0.129528          -0.688645         -1.39487          -1.02687          -1.18887          -1.00387          
38   56   0.127696          0.308726          -1.318437         -0.567847         -0.076258         -0.832504         -0.29598          -0.15898          -0.06198          -0.18898          
38   58   0.677022          0.664044          0.002518          0.13696           0.095826          -0.405067         0.97492           1.00092           1.21192           1.08792           
38   60   2.714507          -0.112999         0.995989          0.295108          -0.073134         -0.453899         0.49442           0.70542           0.91142           0.87542           
38   62   1.254076          -0.448227         -0.185415         0.238521          0.08415           -0.443094         -0.27343          0.10757           0.15457           0.20857           
38   64   1.04023           -0.119698         -0.34052          0.127322          0.063428          -0.403204         0.10896           0.40896           0.53596           0.48796           
40   44   -0.61253          0.204926          0.371226          0.583672          0.620169          0.49619           0.49897           0.35197           0.83397           0.72897           
40   46   1.603676          0.447574          0.81036           0.767016          0.692084          0.663912          0.71904           0.52404           0.97504           0.73904           
40   48   2.088868          0.324742          1.032496          0.694348          0.632356          0.571411          0.71151           0.43051           0.84951           0.47551           
40   50   1.117969          -1.108584         -0.075965         -0.745416         -0.759443         -0.704357         0.3457            -0.0603           0.3327            -0.2333           
40   52   0.036881          1.205116          -1.255437         0.23979           0.572159          -0.30312          -2.15513          -1.90813          -2.09713          -1.69413          
40   54   -0.007942         0.325419          -1.535435         -0.555891         -0.127093         -0.792483         -1.59793          -1.10493          -1.51693          -1.39393          
40   56   -0.404163         -0.202206         -1.923435         -1.129892         -0.746001         -1.380633         -0.71816          -0.40916          -0.52216          -0.69516          
40   58   -0.036263         0.549725          -0.303384         -0.106676         -0.144146         -0.536918         0.7895            0.7745            1.0285            0.9295            
40   60   2.262008          0.015748          0.11301           0.173378          0.27943           -0.505924         0.69564           0.92564           0.98764           0.90364           
40   62   1.147028          -0.86695          -0.237874         -0.169931         -0.107991         -0.896228         -0.1979           0.0661            0.1481            -0.0049           
40   64   0.940977          -0.369512         -0.388152         -0.041146         -0.129146         -0.57518          0.07901           0.34701           0.50401           0.24601           
40   66   1.010206          0.403698          0.036962          0.260032          0.251515          0.007142          0.48844           0.73344           0.96544           0.68744           
42   46   1.626138          0.384934          0.873351          0.813606          0.792516          0.820958          0.95007           0.67707           1.07007           0.91107           
42   48   2.131389          0.528238          1.300233          0.926333          0.886512          0.844584          1.08441           0.71941           1.10741           0.82241           
42   50   1.494836          -0.681182         0.40762           -0.216503         -0.15897          -0.063409         0.78229           0.47229           0.88529           0.43629           
42   52   -0.410056         0.982489          -1.444192         0.020887          0.31934           -0.534088         -2.09712          -1.82412          -2.24812          -1.93012          
42   54   -0.122119         0.354454          -1.456518         -0.491044         -0.06832          -0.7488           -0.96145          -0.33845          -0.82345          -1.18445          
42   56   -0.174807         0.188851          -1.456251         -0.746527         -0.384272         -1.041333         -0.13473          0.22727           -0.01273          -0.29573          
42   58   -0.885213         -0.091219         -0.520704         -0.679479         -0.803304         -1.111209         -0.19569          -0.01669          -0.02469          0.11931           
42   60   1.328505          -0.624889         -0.313215         -0.257358         -0.600867         -0.654503         0.17633           0.08033           0.38333           0.24033           
42   62   0.867521          -0.787033         -0.623473         -0.243356         -0.220741         -0.673614         -0.00154          0.22346           0.30446           0.03746           
42   64   0.646959          -0.39048          -0.202208         -0.018381         -0.196267         -0.436032         0.20681           0.43481           0.56281           0.20481           
42   66   0.722804          0.226392          0.301286          0.364656          0.084818          -0.048829         0.45495           0.67695           0.85695           0.46095           
42   68   0.808708          0.497249          0.082769          0.274473          0.06102           -0.176537         0.16172           0.28372           0.61672           0.35072           
44   48   1.790469          0.57227           1.374661          1.091531          1.062666          1.088495          1.14596           0.91996           1.27596           1.11696           
44   50   1.748852          -0.379144         0.768517          0.137623          0.261842          0.4396            1.38098           0.92698           0.95498           1.00698           
44   52   -0.877836         0.722853          -1.651841         -0.260321         0.064752          -0.816087         -2.28741          -1.74141          -2.02841          -2.13441          
44   54   -0.469501         0.187046          -0.838031         -0.701753         -0.236775         -0.95824          -0.47012          0.12888           -0.36412          -1.01012          
44   56   -0.511639         0.069394          -0.884394         -0.644239         -0.552287         -0.669924         -0.10916          0.28784           0.01384           -0.31016          
44   58   -0.655932         -0.282114         -1.037868         -0.32132          -0.986391         -0.816154         -0.38768          -0.09168          -0.16668          -0.26168          
44   60   0.477897          -0.262188         -1.213533         -0.55825          -0.580042         -1.001966         -0.53891          -0.28991          -0.28591          -0.36091          
44   62   0.542937          -0.444363         -0.326456         -0.456638         -0.365928         -0.655783         0.11485           -0.06915          0.20485           0.08185           
44   64   0.47273           -0.387348         -0.050465         0.104451          -0.10645          -0.492968         0.36624           0.53424           0.65124           0.23024           
44   66   0.647619          -0.156522         0.190044          0.201196          -0.004158         -0.174124         0.37714           0.55214           0.69814           0.24114           
44   68   0.85702           0.205674          -0.025606         0.080434          -0.127357         -0.319246         0.09012           0.19312           0.46212           0.13312           
44   70   1.036118          0.666739          -0.406199         -0.020337         0.053212          -0.502096         -0.09063          -0.15963          0.30837           0.74637           
44   72   1.102102          0.722257          -0.508526         0.43488           0.643942          -0.342491         0.14527           0.22927           0.36627           0.65527           
46   50   1.821289          -0.242715         0.988284          0.362195          0.528357          0.729814          1.77923           1.22223           1.26723           1.48423           
46   52   -1.080966         0.686114          -1.620088         -0.279381         0.037614          -0.835554         -2.2032           -1.4172           -1.9642           -2.1042           
46   54   -0.530069         0.031933          -0.265455         -0.663544         -0.392907         -0.584777         -0.41044          0.19756           -0.32044          -1.09244          
46   56   -0.705577         0.245157          -0.680756         -0.15223          -0.706241         -0.46103          -0.12703          0.29797           0.00497           -0.39203          
46   58   -0.575704         0.048788          -0.882025         -0.327449         -0.573555         -0.672746         -0.25557          0.08743           -0.07357          -0.23757          
46   60   -0.276755         -0.0936           -1.062311         -0.421724         -0.407985         -0.830049         -0.28906          -0.06106          -0.10606          -0.24606          
46   62   0.278016          -0.163713         -0.888714         -0.368347         -0.392213         -0.741819         -0.34831          -0.25431          -0.15731          -0.22131          
46   64   0.532923          -0.20749          -0.636622         -0.25337          -0.298764         -0.56777          -0.07733          -0.08833          0.09367           -0.09633          
46   66   0.740359          -0.156804         0.018712          -0.080065         -0.153082         -0.38143          0.42871           0.53771           0.67171           0.26471           
46   68   0.901643          -0.071876         -0.060539         0.017541          -0.098605         -0.305125         0.09698           0.18498           0.39698           0.38298           
46   70   0.969003          0.206217          -0.53846          -0.381255         0.129458          -0.327806         0.17067           0.06567           0.26567           0.42067           
46   72   0.955393          0.567006          -0.310368         0.655213          0.531572          -0.388618         0.28225           0.29125           0.82025           0.42525           
46   74   1.049316          0.575964          0.578433          0.852085          0.625569          -0.147119         0.21306           0.31706           0.87606           0.34306           
46   76   1.522471          0.520406          0.72415           0.830531          0.48172           0.334574          0.17326           0.32426           0.87726           0.18026           
48   52   -1.083679         0.822187          -1.39532          -0.079178         0.138013          -0.645833         -1.80782          -0.86182          -1.62782          -1.80182          
48   54   -0.992444         0.038187          -0.975719         -0.872241         -0.383958         -1.077445         -0.94173          -0.22373          -0.85673          -1.37073          
48   56   -1.048943         -0.11102          -0.691696         -0.438245         -0.756656         -0.338858         -0.22232          0.21868           -0.07532          -0.58632          
48   58   -0.881447         0.010496          -0.743545         -0.325177         -0.750905         -0.582761         -0.02139          0.28361           0.08361           -0.29039          
48   60   -0.537442         -0.049461         -0.809622         -0.342501         -0.364969         -0.681155         0.02409           0.14109           0.11809           -0.18591          
48   62   -0.051081         -0.009593         -0.600649         -0.214874         -0.244867         -0.566689         -0.10719          0.00781           0.04381           -0.05219          
48   64   0.409416          -0.034086         -0.475038         -0.138202         -0.192961         -0.476139         -0.14052          0.36348           0.07748           0.21648           
48   66   0.762475          -0.033109         -0.456957         -0.103184         -0.155662         -0.410001         0.41929           0.29529           0.58529           0.31729           
48   68   0.940934          0.119956          -0.481291         -0.095396         0.025045          -0.426727         0.33282           0.13082           0.58282           0.26082           
48   70   0.951229          0.384278          0.124373          0.244894          0.383613          -0.536658         0.20121           0.07521           0.53821           0.20321           
48   72   0.900683          0.405517          0.458433          0.586867          0.481455          0.087673          0.16365           0.10665           0.61665           0.20265           
48   74   0.962062          0.390094          0.419602          0.605364          0.405723          0.140718          0.09835           0.11035           0.63135           0.10035           
48   76   1.431314          0.314664          0.490327          0.600725          0.282578          0.174432          0.09407           0.14607           0.65707           -0.02093          
48   78   1.885413          0.236             0.729075          0.66618           0.194515          0.135885          0.11824           0.18824           0.67124           -0.17676          
48   80   2.809139          0.254246          1.036642          0.737921          0.207433          0.240417          0.20728           0.27728           0.72028           -0.33572          
48   82   2.585833          -0.253678         0.837375          0.280386          -0.129998         -0.014272         0.78567           0.87867           1.04567           -0.08833          
50   52   -0.718363         1.295573          -0.800543         0.42265           0.710666          -0.108817         -1.07655          0.34945           -0.90655          -1.11755          
50   54   -0.815699         0.406811          -1.273094         -0.541585         -0.008086         -0.804287         -0.8278           0.0952            -0.8898           -0.9068           
50   56   -1.062228         0.05026           -1.269164         -0.706439         -0.529041         -0.90458          -0.56627          0.22173           -0.41527          -0.66127          
